#tmm Radiation results with respect to radial wave number (tmm_study)
# 0 ratio[1] 
# 1 kr value[1]
# 2 Emission angle [deg]
# 3 Power flow back
#  Powerflow front
# ratio  kr  Emission_angle  Power_back  Power_front
0.546667  0.0101072  0.578378  9.80563e-17  0
0.55  0.0101688  0.582364  3.2865e-17  0
0.553333  0.0102304  0.586361  1.28519e-16  0
0.556667  0.0102921  0.590368  8.78774e-17  0
0.56  0.0103537  0.594386  7.16273e-17  0
0.563333  0.0104153  0.598415  1.34354e-16  0
0.566667  0.0104769  0.602455  7.74969e-17  0
0.57  0.0105386  0.606506  8.8993e-17  0
0.573333  0.0106002  0.610568  7.05871e-17  0
0.576667  0.0106618  0.614643  1.33451e-16  0
0.58  0.0107235  0.618729  1.13784e-16  0
0.583333  0.0107851  0.622827  6.44021e-17  0
0.586667  0.0108467  0.626937  8.74788e-17  0
0.59  0.0109084  0.631059  7.20515e-17  0
0.593333  0.01097  0.635194  5.66792e-17  0
0.596667  0.0110316  0.639341  1.86125e-16  0
0.6  0.0110932  0.643501  1.62545e-16  0
0.603333  0.0111549  0.647674  2.42341e-16  0
0.606667  0.0112165  0.651861  5.20802e-16  0
0.61  0.0112781  0.656061  5.39495e-17  0
0.613333  0.0113398  0.660274  4.83464e-17  0
0.616667  0.0114014  0.664501  6.54027e-17  0
0.62  0.011463  0.668743  7.84609e-17  0
0.623333  0.0115246  0.672998  8.59548e-17  0
0.626667  0.0115863  0.677268  6.15771e-17  0
0.63  0.0116479  0.681553  3.97958e-17  0
0.633333  0.0117095  0.685853  4.31062e-16  0
0.636667  0.0117712  0.690168  5.9162e-16  0
0.64  0.0118328  0.694498  3.75211e-17  0
0.643333  0.0118944  0.698844  1.47453e-16  0
0.646667  0.011956  0.703206  1.86212e-16  0
0.65  0.0120177  0.707584  1.57546e-16  0
0.653333  0.0120793  0.711979  1.45068e-16  0
0.656667  0.0121409  0.71639  8.26638e-17  0
0.66  0.0122026  0.720819  3.51718e-17  0
0.663333  0.0122642  0.725264  5.21643e-17  0
0.666667  0.0123258  0.729728  4.7308e-17  0
0.67  0.0123875  0.734209  4.50602e-17  0
0.673333  0.0124491  0.738708  2.70115e-17  0
0.676667  0.0125107  0.743226  2.48052e-17  0
0.68  0.0125723  0.747763  3.90879e-17  0
0.683333  0.012634  0.752318  2.34673e-17  0
0.686667  0.0126956  0.756894  2.96098e-17  0
0.69  0.0127572  0.761489  2.05859e-17  0
0.693333  0.0128189  0.766104  1.38866e-17  0
0.696667  0.0128805  0.770741  2.44978e-17  0
0.7  0.0129421  0.775397  1.01336e-17  0
0.703333  0.0130037  0.780076  1.35969e-17  0
0.706667  0.0130654  0.784776  2.15676e-17  0
0.71  0.013127  0.789498  2.22091e-17  0
0.713333  0.0131886  0.794243  4.01388e-17  0
0.716667  0.0132503  0.799011  2.55474e-18  0
0.72  0.0133119  0.803802  2.03167e-17  0
0.723333  0.0133735  0.808618  6.28574e-18  0
0.726667  0.0134351  0.813457  1.18816e-17  0
0.73  0.0134968  0.818322  1.01313e-17  0
0.733333  0.0135584  0.823212  8.19344e-18  0
0.736667  0.01362  0.828128  1.36626e-17  0
0.74  0.0136817  0.83307  4.90895e-18  0
0.743333  0.0137433  0.83804  1.23202e-17  0
0.746667  0.0138049  0.843037  8.06924e-18  0
0.75  0.0138666  0.848062  4.93033e-18  0
0.753333  0.0139282  0.853116  9.3437e-18  0
0.756667  0.0139898  0.8582  2.31966e-17  0
0.76  0.0140514  0.863313  1.47555e-17  0
0.763333  0.0141131  0.868457  7.49118e-17  0
0.766667  0.0141747  0.873633  4.85307e-16  0
0.77  0.0142363  0.878841  3.41621e-17  0
0.773333  0.014298  0.884082  2.24527e-17  0
0.776667  0.0143596  0.889357  2.12983e-17  0
0.78  0.0144212  0.894666  6.99208e-18  0
0.783333  0.0144828  0.90001  3.44102e-18  0
0.786667  0.0145445  0.905391  5.1327e-18  0
0.79  0.0146061  0.910809  1.16636e-17  0
0.793333  0.0146677  0.916265  1.01666e-17  0
0.796667  0.0147294  0.92176  1.12024e-17  0
0.8  0.014791  0.927295  9.06542e-18  0
0.803333  0.0148526  0.932872  1.18926e-17  0
0.806667  0.0149142  0.93849  5.57788e-18  0
0.81  0.0149759  0.944152  2.98193e-17  0
0.813333  0.0150375  0.949859  1.19233e-18  0
0.816667  0.0150991  0.955611  5.3459e-17  0
0.82  0.0151608  0.961411  2.88382e-17  0
0.823333  0.0152224  0.967259  8.33685e-18  0
0.826667  0.015284  0.973158  1.05305e-17  0
0.83  0.0153456  0.979108  7.86415e-18  0
0.833333  0.0154073  0.985111  1.59216e-17  0
0.836667  0.0154689  0.991169  2.14277e-17  0
0.84  0.0155305  0.997283  5.57583e-17  0
0.843333  0.0155922  1.00346  2.0767e-17  0
0.846667  0.0156538  1.00969  2.22409e-18  0
0.85  0.0157154  1.01599  9.49733e-19  0
0.853333  0.0157771  1.02235  1.45264e-17  0
0.856667  0.0158387  1.02877  5.15186e-18  0
0.86  0.0159003  1.03527  6.34068e-18  0
0.863333  0.0159619  1.04184  2.15343e-18  0
0.866667  0.0160236  1.04848  3.83786e-18  0
0.87  0.0160852  1.0552  2.53031e-18  0
0.873333  0.0161468  1.062  1.93838e-18  0
0.876667  0.0162085  1.06889  1.05887e-18  0
0.88  0.0162701  1.07586  6.72535e-18  0
0.883333  0.0163317  1.08293  9.62576e-19  0
0.886667  0.0163933  1.09009  1.48329e-18  0
0.89  0.016455  1.09735  2.86423e-18  0
0.893333  0.0165166  1.10471  2.24359e-18  0
0.896667  0.0165782  1.11218  3.4834e-19  0
0.9  0.0166399  1.11977  2.97317e-18  0
0.903333  0.0167015  1.12748  2.77146e-18  0
0.906667  0.0167631  1.13531  3.82455e-18  0
0.91  0.0168247  1.14328  2.96619e-17  0
0.913333  0.0168864  1.1514  7.13553e-18  0
0.916667  0.016948  1.15966  6.87843e-18  0
0.92  0.0170096  1.16808  2.36555e-18  0
0.923333  0.0170713  1.17667  1.60095e-18  0
0.926667  0.0171329  1.18545  1.23408e-18  0
0.93  0.0171945  1.19441  5.78153e-19  0
0.933333  0.0172562  1.20359  7.83523e-19  0
0.936667  0.0173178  1.21299  1.78221e-18  0
0.94  0.0173794  1.22263  1.7881e-19  0
0.943333  0.017441  1.23254  2.63662e-18  0
0.946667  0.0175027  1.24273  4.46762e-18  0
0.95  0.0175643  1.25324  2.28149e-18  0
0.953333  0.0176259  1.26409  4.88754e-18  0
0.956667  0.0176876  1.27533  6.5141e-21  0
0.96  0.0177492  1.287  3.95068e-18  0
0.963333  0.0178108  1.29916  2.7941e-18  0
0.966667  0.0178724  1.31187  6.05276e-19  0
0.97  0.0179341  1.32523  1.0624e-18  0
0.973333  0.0179957  1.33934  6.5194e-19  0
0.976667  0.0180573  1.35435  6.01065e-19  0
0.98  0.018119  1.37046  2.57333e-19  0
0.983333  0.0181806  1.38797  2.47379e-19  0
0.986667  0.0182422  1.40732  1.71647e-19  0
0.99  0.0183038  1.42926  1.47768e-19  0
0.993333  0.0183655  1.45526  1.00701e-19  0
0.996667  0.0184271  1.48912  1.85149e-19  0
