# tmm TMMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
300 3.94593e-12 0.0961031 0.903897
301 5.41395e-12 0.0959054 0.904095
302 7.41436e-12 0.0956585 0.904341
303 1.01352e-11 0.0953616 0.904638
304 1.38121e-11 0.095047 0.904953
305 1.87856e-11 0.0946901 0.90531
306 2.67731e-11 0.0942881 0.905712
307 3.8072e-11 0.0938458 0.906154
308 5.4019e-11 0.0933655 0.906634
309 7.64535e-11 0.0928594 0.907141
310 1.07918e-10 0.0923382 0.907662
311 1.49419e-10 0.0918218 0.908178
312 2.06514e-10 0.0912724 0.908728
313 2.84997e-10 0.0907032 0.909297
314 3.92459e-10 0.0901447 0.909855
315 5.39574e-10 0.0895781 0.910422
316 6.93002e-10 0.0890377 0.910962
317 8.88121e-10 0.0884929 0.911507
318 1.13393e-09 0.0879551 0.912045
319 1.43805e-09 0.0874269 0.912573
320 1.8033e-09 0.0869072 0.913093
321 2.01292e-09 0.086428 0.913572
322 2.20773e-09 0.0859682 0.914032
323 2.37242e-09 0.0855281 0.914472
324 2.49688e-09 0.0851171 0.914883
325 2.57918e-09 0.0847341 0.915266
326 2.42543e-09 0.0843373 0.915663
327 2.35754e-09 0.0839597 0.91604
328 2.38993e-09 0.0836125 0.916388
329 2.52374e-09 0.0832979 0.916702
330 2.74048e-09 0.0830204 0.91698
331 3.28978e-09 0.0826054 0.917395
332 3.91784e-09 0.0822356 0.917764
333 4.60128e-09 0.0819163 0.918084
334 5.32852e-09 0.0816443 0.918356
335 6.10184e-09 0.0814225 0.918577
336 7.84281e-09 0.0810693 0.918931
337 1.00403e-08 0.080758 0.919242
338 1.27987e-08 0.0804824 0.919518
339 1.62379e-08 0.080225 0.919775
340 2.04983e-08 0.0799808 0.920019
341 2.61989e-08 0.0797602 0.92024
342 3.33526e-08 0.0795393 0.920461
343 4.23016e-08 0.0793061 0.920694
344 5.34702e-08 0.0790579 0.920942
345 6.73805e-08 0.0787917 0.921208
346 8.20244e-08 0.0785982 0.921402
347 9.96365e-08 0.078378 0.921622
348 1.20774e-07 0.078134 0.921866
349 1.46074e-07 0.077865 0.922135
350 1.76283e-07 0.0775665 0.922433
351 2.03766e-07 0.0773219 0.922678
352 2.3517e-07 0.0770584 0.922941
353 2.71032e-07 0.0767794 0.92322
354 3.11961e-07 0.0764883 0.923511
355 3.5867e-07 0.0761915 0.923808
356 3.98264e-07 0.0759401 0.924059
357 4.41895e-07 0.0756663 0.924333
358 4.89922e-07 0.0753712 0.924628
359 5.42728e-07 0.0750577 0.924942
