#tmm Polar radiation pattern (tmm_study)
# front_angle[deg]  front_Intensity[a.u.] # back_angle[deg]  back_Intensity[a.u.] 
0   -0.0567849      0      0.138365
0.0181451   -0.0567727      0.0100002      0.138342
0.0362962   -0.0567361      0.0200013      0.138272
0.0544593   -0.0566751      0.0300045      0.138156
0.0726403   -0.0565897      0.0400107      0.137992
0.0908455   -0.0564798      0.0500209      0.137777
0.109081   -0.0563455      0.0600361      0.13751
0.127353   -0.0561865      0.0700573      0.137187
0.145668   -0.056003      0.0800856      0.136806
0.164032   -0.0557949      0.0901219      0.136363
0.182452   -0.055562      0.100167      0.135853
0.200935   -0.0553044      0.110223      0.135272
0.219487   -0.0550218      0.12029      0.134615
0.238117   -0.0547142      0.130369      0.133876
0.256832   -0.0543815      0.140461      0.133052
0.275639   -0.0540236      0.150568      0.132135
0.294546   -0.0536402      0.160691      0.13112
0.313563   -0.0532313      0.17083      0.130002
0.332698   -0.0527967      0.180986      0.128775
0.35196   -0.0523361      0.191162      0.127434
0.371359   -0.0518493      0.201358      0.125974
0.390906   -0.0513362      0.211575      0.12439
0.410612   -0.0507963      0.221814      0.122679
0.430488   -0.0502294      0.232078      0.120839
0.450548   -0.0496352      0.242366      0.118867
0.470804   -0.0490134      0.25268      0.116764
0.491271   -0.0483633      0.263022      0.114531
0.511965   -0.0476847      0.273393      0.112171
0.532902   -0.046977      0.283794      0.109689
0.554101   -0.0462396      0.294227      0.107093
0.575582   -0.0454719      0.304693      0.104393
0.597367   -0.044673      0.315193      0.101602
0.61948   -0.0438423      0.325729      0.0987363
0.641947   -0.0429786      0.336304      0.0958148
0.664798   -0.0420811      0.346917      0.09286
0.688066   -0.0411483      0.357571      0.0898981
0.711787   -0.040179      0.368268      0.0869584
0.736005   -0.0391715      0.379009      0.0840738
0.760766   -0.0381239      0.389796      0.0812803
0.786125   -0.037034      0.400632      0.0786171
0.812145   -0.0358991      0.411517      0.0761258
0.838901   -0.0347163      0.422454      0.0738498
0.866478   -0.0334818      0.433445      0.0718341
0.894981   -0.0321911      0.444493      0.070124
0.924536   -0.0308386      0.455599      0.0687641
0.955297   -0.0294176      0.466765      0.0677975
0.98746   -0.0279192      0.477995      0.0672641
1.02127   -0.0263321      0.489291      0.0671995
1.05707   -0.0246412      0.500655      0.0676343
1.09529   -0.0228255      0.51209      0.0685953
1.13659   -0.0208548      0.523599      0.0701616
1.18196   -0.0188261      0.535185      0.072536
1.23302   -0.0164091      0.546851      0.0752149
1.29291   -0.0135328      0.558601      0.0783444
1.36937   -0.00982783      0.570437      0.0818928
1.50639   -0.00314715      0.582364      0.0858005
1.5708   2.1684e-19      0.594386      0.0899868
1.5708   0      0.606506      0.0943514
1.5708   0      0.618729      0.0987762
1.5708   0      0.631059      0.103128
1.5708   0      0.643501      0.107259
1.5708   -6.93889e-18      0.656061      0.111016
1.5708   0      0.668743      0.114239
1.5708   0      0.681553      0.116773
1.5708   0      0.694498      0.118469
1.5708   0      0.707584      0.119196
1.5708   0      0.720819      0.118848
1.5708   0      0.734209      0.117351
1.5708   0      0.747763      0.11467
1.5708   0      0.761489      0.110817
1.5708   0      0.775397      0.105857
1.5708   -5.55112e-17      0.789498      0.099909
1.5708   0      0.803802      0.0931466
1.5708   6.93889e-18      0.818322      0.0857971
1.5708   0      0.83307      0.0781334
1.5708   -5.55112e-17      0.848062      0.0704642
1.5708   0      0.863313      0.0631198
1.5708   0      0.878841      0.0564339
1.5708   0      0.894666      0.0507234
1.5708   2.22045e-16      0.910809      0.0462652
1.5708   0      0.927295      0.0432734
1.5708   0      0.944152      0.0418774
1.5708   2.22045e-16      0.961411      0.0421032
1.5708   2.22045e-16      0.979108      0.0438609
1.5708   -2.22045e-16      0.997283      0.0469392
1.5708   0      1.01599      0.0510097
1.5708   0      1.03527      0.0556423
1.5708   0      1.0552      0.0603313
1.5708   0      1.07586      0.064533
1.5708   -4.44089e-16      1.09735      0.0677113
1.5708   8.88178e-16      1.11977      0.0693896
1.5708   8.88178e-16      1.14328      0.0692019
1.5708   0      1.16808      0.0669403
1.5708   0      1.19441      0.0625886
1.5708   -8.88178e-16      1.22263      0.0563376
1.5708   0      1.25324      0.0485742
1.5708   0      1.287      0.039838
1.5708   2.22045e-16      1.32523      0.0307387
1.5708   0      1.37046      0.021813
1.5708   0      1.42926      0.0132081
