200 0
300 0
379 0
380	4E-5
380.5	4.4E-5
381	4.8E-5
381.5	5.2E-5
382	5.6E-5
382.5	6E-5
383	6.4E-5
383.5	6.8E-5
384	7.2E-5
384.5	7.6E-5
385	8E-5
385.5	8.4E-5
386	8.8E-5
386.5	9.2E-5
387	9.6E-5
387.5	1E-4
388	1.04E-4
388.5	1.08E-4
389	1.12E-4
389.5	1.16E-4
390	1.2E-4
390.5	1.34E-4
391	1.48E-4
391.5	1.62E-4
392	1.76E-4
392.5	1.9E-4
393	2.04E-4
393.5	2.18E-4
394	2.32E-4
394.5	2.46E-4
395	2.6E-4
395.5	2.74E-4
396	2.88E-4
396.5	3.02E-4
397	3.16E-4
397.5	3.3E-4
398	3.44E-4
398.5	3.58E-4
399	3.72E-4
399.5	3.86E-4
400	4E-4
400.5	4.4E-4
401	4.8E-4
401.5	5.2E-4
402	5.6E-4
402.5	6E-4
403	6.4E-4
403.5	6.8E-4
404	7.2E-4
404.5	7.6E-4
405	8E-4
405.5	8.4E-4
406	8.8E-4
406.5	9.2E-4
407	9.6E-4
407.5	1E-3
408	0.00104
408.5	0.00108
409	0.00112
409.5	0.00116
410	0.0012
410.5	0.00134
411	0.00148
411.5	0.00162
412	0.00176
412.5	0.0019
413	0.00204
413.5	0.00218
414	0.00232
414.5	0.00246
415	0.0026
415.5	0.00274
416	0.00288
416.5	0.00302
417	0.00316
417.5	0.0033
418	0.00344
418.5	0.00358
419	0.00372
419.5	0.00386
420	0.004
420.5	0.00438
421	0.00476
421.5	0.00514
422	0.00552
422.5	0.0059
423	0.00628
423.5	0.00666
424	0.00704
424.5	0.00742
425	0.0078
425.5	0.00818
426	0.00856
426.5	0.00894
427	0.00932
427.5	0.0097
428	0.01008
428.5	0.01046
429	0.01084
429.5	0.01122
430	0.0116
430.5	0.01217
431	0.01274
431.5	0.01331
432	0.01388
432.5	0.01445
433	0.01502
433.5	0.01559
434	0.01616
434.5	0.01673
435	0.0173
435.5	0.01787
436	0.01844
436.5	0.01901
437	0.01958
437.5	0.02015
438	0.02072
438.5	0.02129
439	0.02186
439.5	0.02243
440	0.023
440.5	0.02375
441	0.0245
441.5	0.02525
442	0.026
442.5	0.02675
443	0.0275
443.5	0.02825
444	0.029
444.5	0.02975
445	0.0305
445.5	0.03125
446	0.032
446.5	0.03275
447	0.0335
447.5	0.03425
448	0.035
448.5	0.03575
449	0.0365
449.5	0.03725
450	0.038
450.5	0.0391
451	0.0402
451.5	0.0413
452	0.0424
452.5	0.0435
453	0.0446
453.5	0.0457
454	0.0468
454.5	0.0479
455	0.049
455.5	0.0501
456	0.0512
456.5	0.0523
457	0.0534
457.5	0.0545
458	0.0556
458.5	0.0567
459	0.0578
459.5	0.0589
460	0.06
460.5	0.06155
461	0.0631
