# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 GenerationRate
# 3 Intensity
# 4 External_Source_ElectricField
# 5 Transmission
# 6 Reflection
# 7 AVT
# x GenerationRate Intensity External_Source_ElectricField Transmission Reflection AVT 
27903.2 0 710.462 -27.0187 0 0 0 
28184.2 0 710.446 -8.8145 0 0 0 
28467.9 0 710.452 -25.5062 0 0 0 
28754.5 0 710.474 4.41948 0 0 0 
29044 0 710.491 15.9346 0 0 0 
29336.4 0 710.454 3.20683 0 0 0 
29631.8 0 710.39 -0.748338 0 0 0 
29930 0 710.308 -11.3764 0 0 0 
30231.3 0 710.179 -17.2143 0 0 0 
30535.7 0 710.024 -6.87142 0 0 0 
30843 0 709.883 2.23867 0 0 0 
31153.5 0 709.868 0.449381 0 0 0 
31467 0 710.023 5.90307 0 0 0 
31783.8 0 710.236 12.3387 0 0 0 
32103.7 0 710.429 24.6577 0 0 0 
32426.8 0 710.444 -9.83655 0 0 0 
32753.1 0 710.215 9.64279 0 0 0 
33082.8 0 709.915 -8.04646 0 0 0 
33415.7 0 709.827 -1.50115 0 0 0 
33752 0 710.123 -14.8898 0 0 0 
34091.6 0 710.48 -16.5383 0 0 0 
34434.7 0 710.382 5.9878 0 0 0 
34781.2 0 709.976 1.94352 0 0 0 
35131.2 0 709.984 31.4776 0 0 0 
35484.7 0 710.367 -56.5998 0 0 0 
35841.8 0 710.3 25.4515 0 0 0 
36202.4 0 709.914 -10.6967 0 0 0 
36566.7 0 710.104 -31.9777 0 0 0 
36934.6 0 710.465 52.4733 0 0 0 
37306.2 0 710.116 -74.2146 0 0 0 
37681.6 0 709.94 36.1394 0 0 0 
38060.7 0 710.395 23.3497 0 0 0 
38443.6 0 710.186 -85.7917 0 0 0 
38830.3 0 709.966 77.0709 0 0 0 
39221 0 710.342 -9.48455 0 0 0 
39615.5 0 710.116 -109.47 0 0 0 
40014.1 0 710.133 76.6166 0 0 0 
40416.6 0 710.267 34.8358 0 0 0 
40823.2 0 710.078 -122.615 0 0 0 
41233.8 0 710.27 30.2213 0 0 0 
41648.6 0 710.12 125.3 0 0 0 
42067.5 0 710.181 -69.7994 0 0 0 
42490.7 0 710.174 -114.25 0 0 0 
42918.1 0 710.193 106.961 0 0 0 
43349.8 0 710.16 94.995 0 0 0 
43785.8 0 710.185 -128.342 0 0 0 
44226.2 0 710.163 -104.63 0 0 0 
44671 0 710.168 119.884 0 0 0 
45120.3 0 710.183 182.495 0 0 0 
45574.1 0 710.127 -5.73439 0 0 0 
46032.4 0 710.301 -195.803 0 0 0 
46495.4 0 709.994 -147.267 0 0 0 
46962.9 0 710.322 70.6908 0 0 0 
47435.2 0 710.204 207.765 0 0 0 
47912.3 0 710.056 158.265 0 0 0 
48394.1 0 710.347 -21.2107 0 0 0 
48880.8 0 710.05 -188.609 0 0 0 
49372.3 0 710.144 -208.221 0 0 0 
49868.8 0 710.269 -99.8661 0 0 0 
50370.2 0 709.984 69.5257 0 0 0 
50876.7 0 710.234 221.113 0 0 0 
51388.3 0 710.478 270.399 0 0 0 
51905.1 0 709.998 228.553 0 0 0 
52427 0 709.768 132.096 0 0 0 
52954.1 0 710.277 24.7166 0 0 0 
53486.5 0 710.578 -75.3735 0 0 0 
54024.3 0 710.24 -163.155 0 0 0 
54567.5 0 709.972 -221.262 0 0 0 
55116.2 0 710.216 -258.434 0 0 0 
55670.3 0 710.625 -263.009 0 0 0 
56230 0 710.759 -273.303 0 0 0 
56795.3 0 710.545 -292.049 0 0 0 
57366.4 0 710.235 -286.078 0 0 0 
57943.1 0 710.047 -255.394 0 0 0 
58525.6 0 710.051 -192.517 0 0 0 
59114 0 710.128 -99.6636 0 0 0 
59708.3 0 710.185 32.6835 0 0 0 
60308.5 0 710.278 199.668 0 0 0 
60914.8 0 710.429 346.393 0 0 0 
61527.2 0 710.666 401.545 0 0 0 
62145.7 0 710.786 306.586 0 0 0 
62770.4 0 710.611 95.9215 0 0 0 
63401.4 0 710.41 -120.323 0 0 0 
64038.7 0 710.53 -264.303 0 0 0 
64682.4 0 710.719 -212.254 0 0 0 
65332.6 0 710.373 62.4439 0 0 0 
65989.3 0 710.056 368.886 0 0 0 
66652.7 0 710.13 406.402 0 0 0 
67322.6 0 709.778 89.2582 0 0 0 
67999.3 0 709.75 -219.606 0 0 0 
68682.8 0 710.039 -89.8284 0 0 0 
69373.2 0 710.207 238.929 0 0 0 
70070.4 0 710.522 131.011 0 0 0 
70774.7 0 710.425 -279.884 0 0 0 
71486.1 0 710.033 -224.471 0 0 0 
72204.6 0 709.875 262.685 0 0 0 
72930.3 0 710.116 210.254 0 0 0 
73663.3 0 710.535 -293.982 0 0 0 
74403.6 0 710.149 -105.679 0 0 0 
75151.4 0 709.805 275.539 0 0 0 
75906.7 0 710.43 -76.8524 0 0 0 
76669.6 0 710.256 -140.227 0 0 0 
77440.1 0 709.782 142.931 0 0 0 
78218.4 0 710.452 -84.1271 0 0 0 
79004.5 0 710.543 -30.6444 0 0 0 
79798.4 0 709.78 66.8194 0 0 0 
80600.4 0 709.95 -58.0933 0 0 0 
81410.4 0 710.156 69.9368 0 0 0 
82228.5 0 710.457 -40.0499 0 0 0 
83054.8 0 710.488 24.6342 0 0 0 
83889.5 0 710.175 -2.73128 0 0 0 
84732.5 0 710.071 -20.012 0 0 0 
85584 0 709.957 -5.7937 0 0 0 
86444 0 709.779 -13.0083 0 0 0 
87312.7 0 709.655 1.47812 0 0 0 
88190.1 0 709.572 -25.9785 0 0 0 
89076.3 0 709.721 10.1264 0 0 0 
89971.4 0 710.099 19.2021 0 0 0 
90875.4 0 710.232 -60.1521 0 0 0 
91788.6 0 710.5 45.8991 0 0 0 
92710.9 0 710.193 0.641344 0 0 0 
93642.5 0 710.217 -64.0392 0 0 0 
94583.4 0 710.31 170.625 0 0 0 
95533.8 0 709.779 -244.49 0 0 0 
96493.7 0 710.076 36.514 0 0 0 
97463.3 0 710.519 243.659 0 0 0 
98442.6 0 710.281 -280.459 0 0 0 
99431.7 0 709.919 40.9756 0 0 0 
100431 0 709.96 212.989 0 0 0 
101440 0 710.165 -128.583 0 0 0 
102459 0 710.396 16.008 0 0 0 
103489 0 710.487 37.8944 0 0 0 
104528 0 710.192 -267.578 0 0 0 
105579 0 709.791 -190.454 0 0 0 
106639 0 709.854 287.937 0 0 0 
107711 0 709.936 435.985 0 0 0 
108793 0 709.852 83.8797 0 0 0 
109886 0 709.736 -185.902 0 0 0 
110990 0 709.603 -10.2881 0 0 0 
112105 0 709.925 350.039 0 0 0 
113231 0 709.771 440.814 0 0 0 
114369 0 709.529 187.232 0 0 0 
115518 0 709.672 -121.798 0 0 0 
116679 0 709.721 -280.094 0 0 0 
117851 0 709.684 -316.791 0 0 0 
119035 0 709.838 -259.931 0 0 0 
120231 0 710.18 -246.323 0 0 0 
121438 0 710.516 -259.173 0 0 0 
122658 0 710.4 -119.824 0 0 0 
123891 0 709.95 169.161 0 0 0 
125135 0 710.223 458.165 0 0 0 
126392 0 710.656 417.926 0 0 0 
127662 0 710.533 72.0785 0 0 0 
128945 0 710.15 -20.5227 0 0 0 
130240 0 709.962 77.3404 0 0 0 
131548 0 710.187 -165.897 0 0 0 
132870 0 709.721 -370.558 0 0 0 
134205 0 709.845 -343.468 0 0 0 
135553 0 710.672 -383.904 0 0 0 
136914 0 710.359 -143.545 0 0 0 
138290 0 710.002 156.081 0 0 0 
139679 0 710.248 378.958 0 0 0 
141082 0 710.261 281.213 0 0 0 
142499 0 709.788 -183.92 0 0 0 
143931 0 709.727 -366.268 0 0 0 
145377 0 709.826 25.578 0 0 0 
146837 0 710.037 291.917 0 0 0 
148312 0 710.427 26.7042 0 0 0 
149802 0 710.394 -264.638 0 0 0 
151306 0 710.007 -32.9019 0 0 0 
152826 0 710.048 326.867 0 0 0 
154361 0 710.177 -167.807 0 0 0 
155912 0 709.987 -159.583 0 0 0 
157478 0 710.012 231.442 0 0 0 
159060 0 710.363 45.2323 0 0 0 
160657 0 710.503 175.671 0 0 0 
162271 0 710.141 -155.241 0 0 0 
163901 0 709.875 -470.42 0 0 0 
165547 0 709.612 -256.262 0 0 0 
167210 0 710.061 -96.6805 0 0 0 
168890 0 710.486 225.701 0 0 0 
170586 0 710.427 238.203 0 0 0 
172300 0 710.277 244.528 0 0 0 
174030 0 709.825 234.27 0 0 0 
175778 0 709.733 52.5714 0 0 0 
177544 0 709.878 202.204 0 0 0 
179327 0 710.05 164.146 0 0 0 
181128 0 710.297 324.856 0 0 0 
182947 0 710.361 257.016 0 0 0 
184785 0 710.158 -344.001 0 0 0 
186641 0 710.255 -87.0907 0 0 0 
188516 0 710.483 -30.3976 0 0 0 
190409 0 710.325 -122.953 0 0 0 
192321 0 710.465 331.308 0 0 0 
194253 0 710.23 121.612 0 0 0 
196204 0 709.825 -300.999 0 0 0 
198175 0 709.963 -211.539 0 0 0 
200165 0 710.237 88.467 0 0 0 
202175 0 710.166 306.571 0 0 0 
204206 0 710.063 153.037 0 0 0 
206257 0 710.515 -265.768 0 0 0 
208329 0 710.143 -348.045 0 0 0 
210421 0 710.074 -303.76 0 0 0 
212534 0 710.331 167.178 0 0 0 
214669 0 710.475 514.704 0 0 0 
216825 0 710.786 373.044 0 0 0 
219002 0 709.979 339.027 0 0 0 
221202 0 709.896 199.84 0 0 0 
223423 0 710.615 620.284 0 0 0 
225667 0 710.823 733.544 0 0 0 
227934 0 710.724 452.889 0 0 0 
230223 0 710.547 714.701 0 0 0 
232535 0 710.265 943.205 0 0 0 
234870 0 710.124 432.096 0 0 0 
237229 0 710.085 -464.012 0 0 0 
239612 0 710.155 -930.964 0 0 0 
242018 0 710.585 -553.771 0 0 0 
244449 0 710.258 224.83 0 0 0 
246904 0 709.998 649.354 0 0 0 
249383 0 710.486 562.965 0 0 0 
251888 0 710.53 51.6209 0 0 0 
254417 0 710.438 170.704 0 0 0 
256972 0 710.692 421.199 0 0 0 
259553 0 710.582 234.846 0 0 0 
262160 0 709.976 -167.136 0 0 0 
264793 0 709.933 -214.29 0 0 0 
267452 0 710.579 -172.189 0 0 0 
270138 0 710.239 82.4159 0 0 0 
272851 0 709.933 555.759 0 0 0 
275591 0 710.402 -318.747 0 0 0 
278358 0 710.402 -506.217 0 0 0 
281154 0 710.456 -122.361 0 0 0 
283977 0 710.089 -323.663 0 0 0 
286829 0 709.757 -413.172 0 0 0 
289709 0 710.083 -365.646 0 0 0 
292619 0 710.056 -263.256 0 0 0 
295557 0 709.915 -290.862 0 0 0 
298525 0 709.93 -211.749 0 0 0 
301523 0 709.738 -391.007 0 0 0 
304551 0 709.972 -335.004 0 0 0 
307610 0 710.394 -86.208 0 0 0 
310699 0 710.288 -23.6523 0 0 0 
313819 0 710.12 400.951 0 0 0 
316970 0 709.987 169.499 0 0 0 
320153 0 710.182 -259.308 0 0 0 
323368 0 710.336 -148.802 0 0 0 
326616 0 710.191 118.97 0 0 0 
329895 0 710.246 274.517 0 0 0 
333208 0 710.27 242.663 0 0 0 
336554 0 710.183 -65.0489 0 0 0 
339934 0 710.051 -36.1596 0 0 0 
343348 0 710.362 93.2342 0 0 0 
346795 0 710.485 -49.9483 0 0 0 
350278 0 710.129 154.488 0 0 0 
353795 0 710.103 359.613 0 0 0 
357348 0 710.257 301.694 0 0 0 
360937 0 709.865 -223.76 0 0 0 
364561 0 710.066 -399.792 0 0 0 
368222 0 710.08 94.5259 0 0 0 
371919 0 709.862 520.959 0 0 0 
375654 0 710.22 150.91 0 0 0 
379426 0 709.701 -51.9561 0 0 0 
383237 0 709.504 18.287 0 0 0 
387085 0 709.946 114.623 0 0 0 
390972 0 710.487 504.697 0 0 0 
394898 0 710.544 504.841 0 0 0 
398863 0 710.213 331.116 0 0 0 
402868 0 709.886 415.658 0 0 0 
406914 0 709.841 191.265 0 0 0 
411000 0 710.617 -2.46954 0 0 0 
415127 0 710.809 542.371 0 0 0 
419296 0 710.301 19.6572 0 0 0 
423506 0 710.002 -312.938 0 0 0 
427759 0 710.233 249.013 0 0 0 
432054 0 710.347 352.426 0 0 0 
436392 0 709.932 512.719 0 0 0 
440774 0 710.024 282.905 0 0 0 
445200 0 710.09 7.59955 0 0 0 
449671 0 710.135 244.433 0 0 0 
454186 0 709.978 179.205 0 0 0 
458747 0 709.706 441.816 0 0 0 
463353 0 709.972 917.038 0 0 0 
468006 0 710.149 870.681 0 0 0 
472705 0 710.487 252.402 0 0 0 
477452 0 710.606 78.1949 0 0 0 
482246 0 709.933 350.115 0 0 0 
487088 0 709.784 -277.305 0 0 0 
491979 0 710.038 -89.9911 0 0 0 
496919 0 710.273 64.0174 0 0 0 
501909 0 710.303 -608.426 0 0 0 
506949 0 710.29 -455.352 0 0 0 
512039 0 710.183 -318.219 0 0 0 
517181 0 709.73 -248.487 0 0 0 
522374 0 710.089 59.7515 0 0 0 
527619 0 709.899 -205.028 0 0 0 
532917 0 709.713 -161.445 0 0 0 
538268 0 710.162 193.731 0 0 0 
543673 0 710.008 355.036 0 0 0 
549132 0 710.076 362.638 0 0 0 
554646 0 709.957 -1.76083 0 0 0 
560215 0 709.805 -79.2473 0 0 0 
565840 0 709.941 -20.0977 0 0 0 
571521 0 709.941 -252.564 0 0 0 
577260 0 710.259 -232.94 0 0 0 
583056 0 710.104 -18.1009 0 0 0 
588911 0 709.989 -74.0977 0 0 0 
594824 0 710.324 -243.613 0 0 0 
600797 0 710.203 -236.543 0 0 0 
606829 0 710.074 28.4892 0 0 0 
612922 0 710.247 -27.3313 0 0 0 
619077 0 710.359 -372.676 0 0 0 
625293 0 710.408 -609.366 0 0 0 
631571 0 710.434 -368.313 0 0 0 
637913 0 710.087 -164.301 0 0 0 
644318 0 710.076 -360.67 0 0 0 
650787 0 710.012 21.1192 0 0 0 
657322 0 709.699 -76.8145 0 0 0 
663922 0 709.835 -472.367 0 0 0 
670588 0 710.128 -144.402 0 0 0 
677321 0 710.223 99.584 0 0 0 
684122 0 710.237 98.6058 0 0 0 
690991 0 710.161 56.0315 0 0 0 
697929 0 710.066 -43.1294 0 0 0 
704937 0 710.488 -250.217 0 0 0 
712015 0 710.715 -88.9415 0 0 0 
719164 0 710.502 290.061 0 0 0 
726385 0 710.22 236.664 0 0 0 
733679 0 710.025 212.577 0 0 0 
741045 0 710.321 -54.4549 0 0 0 
748486 0 710.449 -106.068 0 0 0 
756001 0 710.04 572.281 0 0 0 
763592 0 709.458 286.746 0 0 0 
771259 0 709.71 -330.114 0 0 0 
779003 0 710.101 -176.182 0 0 0 
786824 0 710.223 -166.131 0 0 0 
794725 0 710.164 -361.99 0 0 0 
802704 0 710.121 -452.994 0 0 0 
810764 0 710.161 -327.072 0 0 0 
818904 0 710.245 104.49 0 0 0 
827126 0 710.175 -108.492 0 0 0 
835431 0 710.055 -354.846 0 0 0 
843819 0 710.325 5.93897 0 0 0 
852292 0 710.146 -27.1955 0 0 0 
860849 0 710.417 -105.606 0 0 0 
869493 0 710.428 308.789 0 0 0 
878223 0 709.882 265.264 0 0 0 
887041 0 709.81 -449.51 0 0 0 
895947 0 710.142 -437.662 0 0 0 
904943 0 710.391 -81.9935 0 0 0 
914029 0 710.145 -174.885 0 0 0 
923206 0 709.992 -42.1907 0 0 0 
932475 0 710.277 207.244 0 0 0 
941838 0 710.276 -92.637 0 0 0 
951294 0 710.339 -592.511 0 0 0 
960846 0 710.103 -220.149 0 0 0 
970493 0 709.703 -270.532 0 0 0 
980237 0 710.005 -465.717 0 0 0 
990079 0 710.207 -261.057 0 0 0 
1.00002e+06 0 709.773 168.578 0 0 0 
1.00996e+06 0 709.931 401.882 0 0 0 
1.0198e+06 0 710.621 175.75 0 0 0 
1.02955e+06 0 710.471 276.079 0 0 0 
1.03919e+06 0 710.513 52.8302 0 0 0 
1.04875e+06 0 710.115 -58.4845 0 0 0 
1.0582e+06 0 709.572 -3.60874 0 0 0 
1.06756e+06 0 709.641 96.9992 0 0 0 
1.07683e+06 0 709.797 27.2329 0 0 0 
1.08601e+06 0 710.212 164.976 0 0 0 
1.0951e+06 0 710.469 -237.354 0 0 0 
1.10409e+06 0 710.498 -414.68 0 0 0 
1.113e+06 0 710.321 245.139 0 0 0 
1.12182e+06 0 710.338 -108.113 0 0 0 
1.13055e+06 0 710.349 -452.04 0 0 0 
1.13919e+06 0 709.788 -139.556 0 0 0 
1.14775e+06 0 709.532 366.893 0 0 0 
1.15622e+06 0 709.849 653.073 0 0 0 
1.16461e+06 0 709.815 177.529 0 0 0 
1.17291e+06 0 709.881 -236.815 0 0 0 
1.18114e+06 0 710.403 -377.597 0 0 0 
1.18928e+06 0 710.201 -290.966 0 0 0 
1.19734e+06 0 709.642 347.768 0 0 0 
1.20532e+06 0 709.826 242.58 0 0 0 
1.21322e+06 0 710.103 -240.839 0 0 0 
1.22104e+06 0 709.944 -303.951 0 0 0 
1.22878e+06 0 710.2 50.6806 0 0 0 
1.23645e+06 0 710.749 293.193 0 0 0 
1.24404e+06 0 710.391 502.638 0 0 0 
1.25155e+06 0 710.292 748.411 0 0 0 
1.25899e+06 0 710.151 234.163 0 0 0 
1.26636e+06 0 709.624 -148.628 0 0 0 
1.27365e+06 0 709.974 2.73408 0 0 0 
1.28088e+06 0 710.256 251.902 0 0 0 
1.28802e+06 0 710.403 449.173 0 0 0 
1.2951e+06 0 710.31 325.504 0 0 0 
1.30211e+06 0 709.953 55.1831 0 0 0 
1.30905e+06 0 710.089 27.7011 0 0 0 
1.31592e+06 0 710.449 -98.0291 0 0 0 
1.32272e+06 0 710.479 29.3154 0 0 0 
1.32945e+06 0 709.937 165.064 0 0 0 
1.33612e+06 0 709.815 131.573 0 0 0 
1.34272e+06 0 710.345 426.408 0 0 0 
1.34925e+06 0 710.126 437.094 0 0 0 
1.35572e+06 0 709.989 86.4724 0 0 0 
1.36213e+06 0 710.08 119.03 0 0 0 
1.36847e+06 0 710.109 187.409 0 0 0 
1.37475e+06 0 710.483 -333.698 0 0 0 
1.38096e+06 0 710.318 -265.578 0 0 0 
1.38712e+06 0 709.978 141.269 0 0 0 
1.39321e+06 0 709.96 -237.691 0 0 0 
1.39924e+06 0 710.501 -381.282 0 0 0 
1.40522e+06 0 710.877 -52.8323 0 0 0 
1.41113e+06 0 710.403 158.672 0 0 0 
1.41698e+06 0 710.163 -229.326 0 0 0 
1.42278e+06 0 710.453 -476.774 0 0 0 
1.42852e+06 0 710.535 -67.3611 0 0 0 
1.4342e+06 0 710.509 121.32 0 0 0 
1.43983e+06 0 710.238 128.328 0 0 0 
1.44539e+06 0 709.979 -38.1982 0 0 0 
1.45091e+06 0 710.03 57.9168 0 0 0 
1.45637e+06 0 710.097 0.179981 0 0 0 
1.46177e+06 0 709.926 -196.039 0 0 0 
1.46712e+06 0 709.912 -173.028 0 0 0 
1.47242e+06 0 710.513 96.2002 0 0 0 
1.47767e+06 0 710.349 87.8737 0 0 0 
1.48286e+06 0 710.057 -133.532 0 0 0 
1.488e+06 0 710.294 194.816 0 0 0 
1.49309e+06 0 710.464 196.889 0 0 0 
1.49813e+06 0 710.4 118.052 0 0 0 
1.50312e+06 0 710.345 -605.688 0 0 0 
1.50806e+06 0 710.201 -752.439 0 0 0 
1.51295e+06 0 710.07 353.076 0 0 0 
1.51779e+06 0 709.951 150.172 0 0 0 
1.52259e+06 0 709.586 -646.406 0 0 0 
1.52733e+06 0 709.661 -77.1477 0 0 0 
1.53203e+06 0 709.698 107.829 0 0 0 
1.53669e+06 0 709.707 -234.547 0 0 0 
1.54129e+06 0 709.977 -105.15 0 0 0 
1.54585e+06 0 709.957 -308.513 0 0 0 
1.55037e+06 0 710.002 -46.5537 0 0 0 
1.55484e+06 0 710.275 345.637 0 0 0 
1.55927e+06 0 710.416 103.787 0 0 0 
1.56365e+06 0 710.304 58.3663 0 0 0 
1.56799e+06 0 710.226 -284.562 0 0 0 
1.57228e+06 0 710.045 -326.772 0 0 0 
1.57653e+06 0 710.254 98.5922 0 0 0 
1.58074e+06 0 710.542 119.98 0 0 0 
1.58491e+06 0 710.278 -118.12 0 0 0 
1.58904e+06 0 710.017 -251.714 0 0 0 
1.59313e+06 0 710.121 95.6489 0 0 0 
1.59717e+06 0 710.147 94.3101 0 0 0 
1.60118e+06 0 710.026 64.9022 0 0 0 
1.60514e+06 0 710.525 -409.225 0 0 0 
1.60907e+06 0 710.376 -762.749 0 0 0 
1.61296e+06 0 709.886 -392.706 0 0 0 
1.6168e+06 0 709.748 -122.678 0 0 0 
1.62061e+06 0 709.326 123.715 0 0 0 
1.62439e+06 0 709.59 70.1721 0 0 0 
1.62812e+06 0 710.112 -108.292 0 0 0 
1.63182e+06 0 710.066 -439.179 0 0 0 
1.63548e+06 0 710.377 -265.208 0 0 0 
1.6391e+06 0 710.631 166.793 0 0 0 
1.64269e+06 0 710.525 -94.5591 0 0 0 
1.64624e+06 0 710.247 -570.675 0 0 0 
1.64976e+06 0 710.058 -277.79 0 0 0 
1.65324e+06 0 710.296 221.377 0 0 0 
1.65669e+06 0 710.12 135.446 0 0 0 
1.66011e+06 0 710.178 84.8504 0 0 0 
1.66349e+06 0 710.233 -185.499 0 0 0 
1.66683e+06 0 710.136 -201.158 0 0 0 
1.67014e+06 0 710.278 305.38 0 0 0 
1.67342e+06 0 710.364 142.34 0 0 0 
1.67667e+06 0 710.367 146.857 0 0 0 
1.67989e+06 0 710.32 571.065 0 0 0 
1.68307e+06 0 710.141 553.115 0 0 0 
1.68622e+06 0 710.171 224.858 0 0 0 
1.68934e+06 0 710.435 247.364 0 0 0 
1.69243e+06 0 710.406 147.16 0 0 0 
1.69549e+06 0 710.275 43.4928 0 0 0 
1.69852e+06 0 710.305 93.9544 0 0 0 
1.70151e+06 0 710.288 -227.207 0 0 0 
1.70448e+06 0 709.968 147.234 0 0 0 
1.70742e+06 0 709.965 473.053 0 0 0 
1.71033e+06 0 709.78 -130.977 0 0 0 
1.71321e+06 0 709.867 -161.628 0 0 0 
1.71606e+06 0 710.241 119.908 0 0 0 
1.71889e+06 0 710.154 135.796 0 0 0 
1.72168e+06 0 710.399 505.381 0 0 0 
1.72445e+06 0 710.601 902.384 0 0 0 
1.72719e+06 0 709.909 453.313 0 0 0 
1.7299e+06 0 710.036 -208.078 0 0 0 
1.73259e+06 0 710.65 151.359 0 0 0 
1.73525e+06 0 710.512 313.337 0 0 0 
1.73788e+06 0 710.414 203.727 0 0 0 
1.74049e+06 0 710.15 542.272 0 0 0 
1.74307e+06 0 710.074 644.119 0 0 0 
1.74562e+06 0 710.437 102.115 0 0 0 
1.74815e+06 0 710.707 -30.2318 0 0 0 
1.75066e+06 0 710.878 -93.8385 0 0 0 
1.75314e+06 0 710.605 -447.189 0 0 0 
1.75559e+06 0 710.301 113.868 0 0 0 
1.75802e+06 0 710.602 313.947 0 0 0 
1.76043e+06 0 710.563 -9.59251 0 0 0 
1.76281e+06 0 710.361 47.7749 0 0 0 
1.76517e+06 0 710.115 390.547 0 0 0 
1.7675e+06 0 710.187 270.19 0 0 0 
1.76982e+06 0 710.276 -404.239 0 0 0 
1.77211e+06 0 710.312 -578.832 0 0 0 
1.77437e+06 0 710.122 -567.455 0 0 0 
1.77662e+06 0 709.605 -394.192 0 0 0 
1.77884e+06 0 710.046 38.5303 0 0 0 
1.78104e+06 0 710.572 225.478 0 0 0 
1.78322e+06 0 710.538 -71.9915 0 0 0 
1.78537e+06 0 710.077 -318.136 0 0 0 
1.78751e+06 0 710.101 3.01154 0 0 0 
1.78962e+06 0 710.22 271.566 0 0 0 
1.79171e+06 0 710.013 -142.772 0 0 0 
1.79378e+06 0 709.944 -146.251 0 0 0 
1.79583e+06 0 710.036 1.20315 0 0 0 
1.79786e+06 0 709.953 -104.351 0 0 0 
1.79987e+06 0 709.48 34.5801 0 0 0 
1.80187e+06 0 710.024 -83.027 0 0 0 
1.80384e+06 0 710.562 193.963 0 0 0 
1.80579e+06 0 710.481 370.602 0 0 0 
1.80772e+06 0 710.577 -92.6905 0 0 0 
1.80963e+06 0 710.034 -135.578 0 0 0 
1.81152e+06 0 709.725 302.895 0 0 0 
1.8134e+06 0 709.786 247.837 0 0 0 
1.81526e+06 0 709.768 -21.7548 0 0 0 
1.81709e+06 0 710.264 44.3583 0 0 0 
1.81891e+06 0 710.351 -228.138 0 0 0 
1.82071e+06 0 710.19 -46.0403 0 0 0 
1.8225e+06 0 710.212 258.985 0 0 0 
1.82426e+06 0 710.198 -213.825 0 0 0 
1.82601e+06 0 710.183 -263.494 0 0 0 
1.82774e+06 0 710.26 -52.7157 0 0 0 
1.82945e+06 0 710.341 320.749 0 0 0 
1.83115e+06 0 710.817 657.592 0 0 0 
1.83283e+06 0 710.851 66.4922 0 0 0 
1.83449e+06 0 710.382 -82.6728 0 0 0 
1.83614e+06 0 710.358 417.168 0 0 0 
1.83777e+06 0 710.374 412.406 0 0 0 
1.83938e+06 0 710.162 143.474 0 0 0 
1.84098e+06 0 710.228 -26.5618 0 0 0 
1.84256e+06 0 710.22 80.5394 0 0 0 
1.84413e+06 0 710.04 665.224 0 0 0 
1.84568e+06 0 709.791 443.977 0 0 0 
1.84721e+06 0 709.351 -180.111 0 0 0 
1.84873e+06 0 709.681 -189.068 0 0 0 
1.85024e+06 0 710.052 -82.2561 0 0 0 
1.85173e+06 0 710.251 -13.9476 0 0 0 
1.8532e+06 0 710.19 -27.366 0 0 0 
1.85466e+06 0 710.054 -168.76 0 0 0 
1.85611e+06 0 710.09 -100.731 0 0 0 
1.85754e+06 0 709.973 -221.595 0 0 0 
1.85896e+06 0 709.854 -292.887 0 0 0 
1.86036e+06 0 710.03 -199.167 0 0 0 
1.86175e+06 0 710.484 -54.0918 0 0 0 
1.86313e+06 0 710.081 141.414 0 0 0 
1.86449e+06 0 709.821 218.979 0 0 0 
1.86584e+06 0 710.312 173.771 0 0 0 
1.86717e+06 0 710.601 -46.1449 0 0 0 
1.86849e+06 0 710.505 -162.873 0 0 0 
1.8698e+06 0 710.25 0.60826 0 0 0 
1.8711e+06 0 710.275 92.8189 0 0 0 
1.87238e+06 0 710.268 -266.502 0 0 0 
1.87365e+06 0 710.055 -219.318 0 0 0 
1.8749e+06 0 710.08 -457.363 0 0 0 
1.87615e+06 0 710.489 -549.076 0 0 0 
1.87738e+06 0 710.492 -277.017 0 0 0 
1.8786e+06 0 710.502 -250.445 0 0 0 
1.87981e+06 0 710.693 -80.8755 0 0 0 
1.88101e+06 0 710.3 152.017 0 0 0 
1.88219e+06 0 710.539 -132.006 0 0 0 
1.88336e+06 0 710.537 -417.076 0 0 0 
1.88452e+06 0 710.006 -505.138 0 0 0 
1.88567e+06 0 709.94 -421.792 0 0 0 
1.88681e+06 0 710.155 -99.5717 0 0 0 
1.88793e+06 0 710.233 257.232 0 0 0 
1.88905e+06 0 709.884 164.295 0 0 0 
1.89015e+06 0 709.951 -508.725 0 0 0 
1.89125e+06 0 709.956 -93.2915 0 0 0 
1.89233e+06 0 710.076 325.402 0 0 0 
1.8934e+06 0 710.251 -373.37 0 0 0 
1.89446e+06 0 710.311 -292.375 0 0 0 
1.89551e+06 0 710.185 406.783 0 0 0 
1.89655e+06 0 709.743 381.591 0 0 0 
1.89758e+06 0 709.992 -224.175 0 0 0 
1.8986e+06 0 710.326 -560.169 0 0 0 
1.89961e+06 0 710.458 -365.72 0 0 0 
1.90061e+06 0 710.721 35.2191 0 0 0 
1.9016e+06 0 710.417 95.0902 0 0 0 
1.90258e+06 0 710.129 155.394 0 0 0 
1.90355e+06 0 709.904 217.811 0 0 0 
1.90451e+06 0 709.675 242.882 0 0 0 
1.90546e+06 0 710.05 370.534 0 0 0 
1.9064e+06 0 710.536 552.49 0 0 0 
1.90733e+06 0 710.856 162.993 0 0 0 
1.90825e+06 0 710.436 -407.917 0 0 0 
