# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 GenerationRate
# 3 Intensity
# 4 External_Source_ElectricField
# 5 Transmission
# 6 Reflection
# 7 AVT
# x GenerationRate Intensity External_Source_ElectricField Transmission Reflection AVT 
8791.2 0 710.161 25.2434 0 0 0 
8880.26 0 710.203 15.6183 0 0 0 
8970.22 0 710.149 6.66513 0 0 0 
9061.08 0 710.162 27.6871 0 0 0 
9152.85 0 710.197 26.6772 0 0 0 
9245.54 0 710.161 19.6328 0 0 0 
9339.17 0 710.177 -28.7403 0 0 0 
9433.73 0 710.171 -87.0398 0 0 0 
9529.25 0 710.162 -39.4834 0 0 0 
9625.72 0 710.187 50.8974 0 0 0 
9723.16 0 710.152 91.1786 0 0 0 
9821.58 0 710.183 63.5787 0 0 0 
9920.99 0 710.191 -51.3441 0 0 0 
10021.4 0 710.141 -123.766 0 0 0 
10122.8 0 710.187 -39.1233 0 0 0 
10225.2 0 710.187 67.8386 0 0 0 
10328.7 0 710.144 92.25 0 0 0 
10433.2 0 710.169 23.1014 0 0 0 
10538.7 0 710.181 -59.4813 0 0 0 
10645.4 0 710.172 -65.1351 0 0 0 
10753 0 710.172 -6.58931 0 0 0 
10861.8 0 710.172 43.3615 0 0 0 
10971.6 0 710.145 30.4136 0 0 0 
11082.6 0 710.158 5.8591 0 0 0 
11194.7 0 710.205 -8.82545 0 0 0 
11307.9 0 710.146 -23.2407 0 0 0 
11422.2 0 710.159 -26.9652 0 0 0 
11537.7 0 710.174 0.102711 0 0 0 
11654.3 0 710.158 37.0449 0 0 0 
11772.1 0 710.188 39.0777 0 0 0 
11891.1 0 710.159 -13.58 0 0 0 
12011.3 0 710.147 -62.6377 0 0 0 
12132.7 0 710.161 -24.3193 0 0 0 
12255.3 0 710.174 55.6492 0 0 0 
12379.1 0 710.177 54.3299 0 0 0 
12504.2 0 710.194 -25.0541 0 0 0 
12630.6 0 710.15 -68.8898 0 0 0 
12758.2 0 710.158 -3.98765 0 0 0 
12887.1 0 710.155 62.7406 0 0 0 
13017.2 0 710.143 19.7448 0 0 0 
13148.7 0 710.159 -42.0404 0 0 0 
13281.5 0 710.144 -23.418 0 0 0 
13415.7 0 710.188 20.5771 0 0 0 
13551.2 0 710.178 18.5311 0 0 0 
13688 0 710.182 -7.74352 0 0 0 
13826.3 0 710.167 -8.5619 0 0 0 
13965.9 0 710.142 5.25705 0 0 0 
14106.9 0 710.142 -2.7475 0 0 0 
14249.3 0 710.142 -12.4247 0 0 0 
14393.2 0 710.174 18.1071 0 0 0 
14538.5 0 710.193 18.8804 0 0 0 
14685.2 0 710.183 -33.8078 0 0 0 
14833.5 0 710.162 -16.1206 0 0 0 
14983.2 0 710.153 37.3784 0 0 0 
15134.4 0 710.141 17.4533 0 0 0 
15287.2 0 710.165 -43.7877 0 0 0 
15441.5 0 710.174 -9.36216 0 0 0 
15597.3 0 710.179 44.3941 0 0 0 
15754.7 0 710.184 -7.73201 0 0 0 
15913.7 0 710.196 -27.5066 0 0 0 
16074.2 0 710.206 14.4557 0 0 0 
16236.4 0 710.162 5.32324 0 0 0 
16400.2 0 710.184 -5.84163 0 0 0 
16565.7 0 710.175 7.14126 0 0 0 
16732.8 0 710.157 -8.52354 0 0 0 
16901.6 0 710.157 -8.39774 0 0 0 
17072.1 0 710.151 24.0759 0 0 0 
17244.3 0 710.182 -2.92253 0 0 0 
17418.2 0 710.188 -33.1976 0 0 0 
17593.9 0 710.185 21.9866 0 0 0 
17771.3 0 710.117 27.6173 0 0 0 
17950.5 0 710.157 -34.5604 0 0 0 
18131.5 0 710.203 -8.04358 0 0 0 
18314.4 0 710.131 28.0479 0 0 0 
18499.1 0 710.195 -11.6213 0 0 0 
18685.6 0 710.157 -8.67139 0 0 0 
18874 0 710.157 10.1014 0 0 0 
19064.3 0 710.221 12.182 0 0 0 
19256.5 0 710.134 -9.54849 0 0 0 
19450.6 0 710.177 -25.3451 0 0 0 
19646.7 0 710.207 33.1832 0 0 0 
19844.7 0 710.1 0.0348406 0 0 0 
20044.8 0 710.157 -32.1893 0 0 0 
20246.8 0 710.232 32.6885 0 0 0 
20450.9 0 710.128 3.69711 0 0 0 
20657 0 710.116 -26.2604 0 0 0 
20865.2 0 710.245 7.97438 0 0 0 
21075.5 0 710.242 0.0740345 0 0 0 
21287.9 0 710.083 -14.2348 0 0 0 
21502.4 0 710.106 13.1086 0 0 0 
21719.1 0 710.259 12.9515 0 0 0 
21937.9 0 710.215 -32.6521 0 0 0 
22159 0 710.089 -4.71797 0 0 0 
22382.2 0 710.106 20.7402 0 0 0 
22607.8 0 710.241 -29.6353 0 0 0 
22835.5 0 710.315 5.45723 0 0 0 
23065.6 0 710.207 -5.46398 0 0 0 
23298 0 710.042 -20.4016 0 0 0 
23532.7 0 710.029 24.434 0 0 0 
23769.7 0 710.131 -10.1691 0 0 0 
24009.2 0 710.272 -19.5737 0 0 0 
24251 0 710.361 0.44998 0 0 0 
24495.3 0 710.293 -16.5546 0 0 0 
24742 0 710.173 1.86153 0 0 0 
24991.2 0 710.068 18.8374 0 0 0 
25242.9 0 709.991 -24.657 0 0 0 
25497.2 0 710 3.08111 0 0 0 
25753.9 0 710.083 -18.3075 0 0 0 
26013.3 0 710.198 -20.2221 0 0 0 
26275.3 0 710.306 -6.04637 0 0 0 
26539.9 0 710.374 -27.3511 0 0 0 
26807.1 0 710.422 17.4896 0 0 0 
27077.1 0 710.452 -6.68503 0 0 0 
27349.7 0 710.476 9.65366 0 0 0 
27625.1 0 710.486 -0.211211 0 0 0 
