# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 -1.2 -4.5 -2.71001 -3.99793 -1 19.9238 8.17924e+16 8.4401e-07 1.70092e-05 8.2803e-23 2.22899e-07 -17976.1 0 0 5.88152e-19 0 0 0.00282598 0 0 0 0 0 0 1.50417e+07 1.50417e+07 1.50417e+07 1.50417e+07 
9.79066e-05 -1.20018 -4.50018 -2.70994 -3.9978 -0.999824 20.1137 8.12028e+16 8.43996e-07 1.69372e-05 8.28287e-23 2.20355e-07 -17770.6 0 0 5.98772e-19 0 0 0.00282598 0 0 0 0 0 0 1.50148e+07 1.50148e+07 1.50148e+07 1.50148e+07 
0.000214985 -1.20038 -4.50038 -2.70986 -3.99765 -0.999619 20.3416 8.05094e+16 8.43961e-07 1.6852e-05 8.28594e-23 2.17375e-07 -17281.2 0 0 6.24143e-19 0 0 0.00282598 0 0 0 0 0 0 1.49831e+07 1.49831e+07 1.49831e+07 1.49831e+07 
0.000354988 -1.20062 -4.50062 -2.70975 -3.99747 -0.999381 20.6153 7.96967e+16 8.43922e-07 1.6752e-05 8.28962e-23 2.13904e-07 -16701.4 0 0 6.54408e-19 0 0 0.00282598 0 0 0 0 0 0 1.49464e+07 1.49464e+07 1.49464e+07 1.49464e+07 
0.000522406 -1.20089 -4.50089 -2.70961 -3.99724 -0.999107 20.9442 7.87477e+16 8.43877e-07 1.6635e-05 8.29406e-23 2.09879e-07 -16015.7 0 0 6.90496e-19 0 0 0.00282598 0 0 0 0 0 0 1.49041e+07 1.49041e+07 1.49041e+07 1.49041e+07 
0.000722606 -1.20121 -4.50121 -2.70944 -3.99697 -0.998795 21.3398 7.76442e+16 8.43827e-07 1.64985e-05 8.29939e-23 2.05241e-07 -15206.3 0 0 7.33508e-19 0 0 0.00282598 0 0 0 0 0 0 1.48559e+07 1.48559e+07 1.48559e+07 1.48559e+07 
0.000962009 -1.20156 -4.50156 -2.70922 -3.99664 -0.998442 21.8162 7.63676e+16 8.43773e-07 1.63402e-05 8.30581e-23 1.9993e-07 -14253.2 0 0 7.84748e-19 0 0 0.00282598 0 0 0 0 0 0 1.48015e+07 1.48015e+07 1.48015e+07 1.48015e+07 
0.00124829 -1.20195 -4.50195 -2.70894 -3.99623 -0.99805 22.3907 7.48997e+16 8.43714e-07 1.61575e-05 8.31355e-23 1.93894e-07 -13133.8 0 0 8.45759e-19 0 0 0.00282598 0 0 0 0 0 0 1.47408e+07 1.47408e+07 1.47408e+07 1.47408e+07 
0.00159063 -1.20238 -4.50238 -2.70858 -3.99572 -0.997623 23.0846 7.32233e+16 8.43653e-07 1.5948e-05 8.32291e-23 1.87096e-07 -11822.9 0 0 9.18365e-19 0 0 0.00282598 0 0 0 0 0 0 1.46744e+07 1.46744e+07 1.46744e+07 1.46744e+07 
0.002 -1.20283 -4.50283 -2.70811 -3.99509 -0.997171 23.9245 7.1324e+16 8.43632e-07 1.57102e-05 8.33426e-23 1.79526e-07 -11048.1 0 0 9.61666e-19 0 0 0.00282598 0 0 0 0 0 0 1.4604e+07 1.4604e+07 1.4604e+07 1.4604e+07 
0.002 -1.20283 -4.50283 -2.70811 -3.99509 -0.997171 23.9245 7.1324e+16 8.43553e-07 1.57087e-05 8.33423e-23 1.79509e-07 -9371.42 0 0 1.05732e-18 0 0 0.00282598 0 0 0 0 0 0 1.46026e+07 1.46026e+07 1.46026e+07 1.46026e+07 
0.0025 -1.2033 -4.5033 -2.70747 -3.99428 -0.996702 24.9655 6.91478e+16 8.43538e-07 1.54346e-05 8.34829e-23 1.70995e-07 -8477.68 0 0 1.10959e-18 0 0 0.00282598 0 0 0 0 0 0 1.45284e+07 1.45284e+07 1.45284e+07 1.45284e+07 
