# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 -2.2 -5.5 -3.68968 -4.99369 0 43.713 7.38407e+16 8.43883e-07 1.6023e-05 8.6019e-23 1.89562e-07 9970.89 0 0 1.06358e-18 0 0 0.00567147 0 0 0 0 0 0 2.81473e+07 2.81473e+07 2.81473e+07 2.81473e+07 
9.79066e-05 -2.1999 -5.4999 -3.68956 -4.99339 -9.76216e-05 43.7526 7.34903e+16 8.43893e-07 1.59797e-05 8.60245e-23 1.88151e-07 10156.9 0 0 1.08428e-18 0 0 0.00567147 0 0 0 0 0 0 2.79669e+07 2.79669e+07 2.79669e+07 2.79669e+07 
0.000214985 -2.19978 -5.49978 -3.6894 -4.99304 -0.00021914 43.8024 7.30766e+16 8.43915e-07 1.59286e-05 8.60313e-23 1.86494e-07 10600.5 0 0 1.13358e-18 0 0 0.00567148 0 0 0 0 0 0 2.77567e+07 2.77567e+07 2.77567e+07 2.77567e+07 
0.000354988 -2.19963 -5.49963 -3.68921 -4.99261 -0.000371253 43.8652 7.25894e+16 8.43942e-07 1.58684e-05 8.604e-23 1.84551e-07 11127.6 0 0 1.19204e-18 0 0 0.00567148 0 0 0 0 0 0 2.75122e+07 2.75122e+07 2.75122e+07 2.75122e+07 
0.000522406 -2.19944 -5.49944 -3.68898 -4.99209 -0.000562809 43.9452 7.20175e+16 8.43977e-07 1.57976e-05 8.60511e-23 1.8228e-07 11753.5 0 0 1.26125e-18 0 0 0.00567148 0 0 0 0 0 0 2.72294e+07 2.72294e+07 2.72294e+07 2.72294e+07 
0.000722606 -2.19919 -5.49919 -3.68867 -4.99147 -0.000805576 44.0476 7.13482e+16 8.4402e-07 1.57147e-05 8.60652e-23 1.79638e-07 12495.4 0 0 1.34305e-18 0 0 0.00567148 0 0 0 0 0 0 2.69045e+07 2.69045e+07 2.69045e+07 2.69045e+07 
0.000962009 -2.19888 -5.49888 -3.68829 -4.9907 -0.00111529 44.1794 7.05681e+16 8.44075e-07 1.56179e-05 8.60835e-23 1.7658e-07 13373.7 0 0 1.43954e-18 0 0 0.00567149 0 0 0 0 0 0 2.6534e+07 2.6534e+07 2.6534e+07 2.6534e+07 
0.00124829 -2.19849 -5.49849 -3.68779 -4.98977 -0.0015131 44.3502 6.96631e+16 8.44144e-07 1.55053e-05 8.6107e-23 1.73059e-07 14411.4 0 0 1.55313e-18 0 0 0.00567149 0 0 0 0 0 0 2.61153e+07 2.61153e+07 2.61153e+07 2.61153e+07 
0.00159063 -2.19797 -5.49797 -3.68714 -4.98864 -0.00202756 44.573 6.86189e+16 8.44233e-07 1.53751e-05 8.61378e-23 1.69034e-07 15635.1 0 0 1.68655e-18 0 0 0.00567149 0 0 0 0 0 0 2.56474e+07 2.56474e+07 2.56474e+07 2.56474e+07 
0.002 -2.1973 -5.4973 -3.68631 -4.98725 -0.00269735 44.8651 6.74216e+16 8.44284e-07 1.52243e-05 8.61777e-23 1.64455e-07 16361.3 0 0 1.76556e-18 0 0 0.0056715 0 0 0 0 0 0 2.51292e+07 2.51292e+07 2.51292e+07 2.51292e+07 
0.002 -2.1973 -5.4973 -3.68631 -4.98725 -0.00269735 44.8651 6.74216e+16 8.4441e-07 1.52266e-05 8.61786e-23 1.64479e-07 17946.2 0 0 1.93729e-18 0 0 0.0056715 0 0 0 0 0 0 2.51329e+07 2.51329e+07 2.51329e+07 2.51329e+07 
