# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 -5.2 -8.5 -6.66866 -7.99113 3 98.4322 6.93999e+16 8.73411e-07 1.59999e-05 9.3883e-23 1.77904e-07 111960 0 0 6.75046e-18 0 0 0.0212739 0 0 0 0 0 0 5.95921e+07 5.95921e+07 5.95921e+07 5.95921e+07 
9.79066e-05 -5.1989 -8.4989 -6.66796 -7.98996 2.9989 96.9553 6.92712e+16 8.73504e-07 1.59849e-05 9.36778e-23 1.77408e-07 112135 0 0 6.79997e-18 0 0 0.0212739 0 0 0 0 0 0 5.85377e+07 5.85377e+07 5.85377e+07 5.85377e+07 
0.000214985 -5.19759 -8.49759 -6.6671 -7.98855 2.99759 95.259 6.91182e+16 8.73717e-07 1.59691e-05 9.34436e-23 1.76841e-07 112554 0 0 6.91728e-18 0 0 0.0212739 0 0 0 0 0 0 5.73332e+07 5.73332e+07 5.73332e+07 5.73332e+07 
0.000354988 -5.19601 -8.49601 -6.66605 -7.98687 2.99601 93.3252 6.89364e+16 8.73973e-07 1.59503e-05 9.31768e-23 1.76168e-07 113054 0 0 7.05474e-18 0 0 0.0212739 0 0 0 0 0 0 5.59598e+07 5.59598e+07 5.59598e+07 5.59598e+07 
0.000522406 -5.19411 -8.49411 -6.66477 -7.98484 2.99411 91.1399 6.8721e+16 8.74281e-07 1.5928e-05 9.28753e-23 1.75372e-07 113649 0 0 7.2153e-18 0 0 0.0212739 0 0 0 0 0 0 5.44075e+07 5.44075e+07 5.44075e+07 5.44075e+07 
0.000722606 -5.19183 -8.49183 -6.66319 -7.9824 2.99183 88.6958 6.84658e+16 8.7465e-07 1.59016e-05 9.25382e-23 1.74432e-07 114359 0 0 7.40217e-18 0 0 0.0212739 0 0 0 0 0 0 5.26703e+07 5.26703e+07 5.26703e+07 5.26703e+07 
0.000962009 -5.18908 -8.48908 -6.66124 -7.97948 2.98908 85.9952 6.81643e+16 8.75095e-07 1.58705e-05 9.21658e-23 1.73324e-07 115205 0 0 7.61883e-18 0 0 0.0212739 0 0 0 0 0 0 5.07488e+07 5.07488e+07 5.07488e+07 5.07488e+07 
0.00124829 -5.18577 -8.48577 -6.65883 -7.97595 2.98577 83.0534 6.78088e+16 8.7563e-07 1.58339e-05 9.17605e-23 1.72022e-07 116211 0 0 7.86902e-18 0 0 0.0212739 0 0 0 0 0 0 4.86521e+07 4.86521e+07 4.86521e+07 4.86521e+07 
0.00159063 -5.18177 -8.48177 -6.65583 -7.9717 2.98177 79.9027 6.73907e+16 8.76275e-07 1.5791e-05 9.13267e-23 1.70498e-07 117408 0 0 8.15674e-18 0 0 0.0212739 0 0 0 0 0 0 4.64001e+07 4.64001e+07 4.64001e+07 4.64001e+07 
0.002 -5.17693 -8.47693 -6.65209 -7.96656 2.97693 76.5953 6.69005e+16 8.76614e-07 1.57329e-05 9.08666e-23 1.68635e-07 118121 0 0 8.32523e-18 0 0 0.0212739 0 0 0 0 0 0 4.40029e+07 4.40029e+07 4.40029e+07 4.40029e+07 
0.002 -5.17693 -8.47693 -6.65209 -7.96656 2.97693 76.5953 6.69005e+16 8.77503e-07 1.57488e-05 9.08775e-23 1.68806e-07 119693 0 0 8.68307e-18 0 0 0.0212739 0 0 0 0 0 0 4.40475e+07 4.40475e+07 4.40475e+07 4.40475e+07 
0.0025 -5.17095 -8.47095 -6.6473 -7.96022 2.97095 73.1414 6.63158e+16 8.77966e-07 1.56802e-05 9.03973e-23 1.66602e-07 120551 0 0 8.87035e-18 0 0 0.0212739 0 0 0 0 0 0 4.15229e+07 4.15229e+07 4.15229e+07 4.15229e+07 
