# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 -5.35 -8.65 -6.476 -7.98979 3.15 1.30517e+07 2.69683e+14 0.000163469 0.000569292 3.41833e-16 2.4598e-08 320349 0 0 3.84281e-10 0 0 0.00788051 0 0 0 0 0 0 1.33345e+12 1.33345e+12 1.33345e+12 1.33345e+12 
9.79066e-05 -5.34686 -8.64686 -6.46636 -7.98665 3.14686 1.67238e+07 2.69681e+14 0.000163867 0.000569293 4.39075e-16 2.45978e-08 320349 0 0 3.84284e-10 0 0 0.00788051 0 0 0 0 0 0 1.70954e+12 1.70954e+12 1.70954e+12 1.70954e+12 
0.000214985 -5.34311 -8.64311 -6.45718 -7.9829 3.14311 2.05695e+07 2.69678e+14 0.000164216 0.000569295 5.41189e-16 2.45977e-08 320351 0 0 3.84289e-10 0 0 0.00788051 0 0 0 0 0 0 2.10363e+12 2.10363e+12 2.10363e+12 2.10363e+12 
0.000354988 -5.33863 -8.63863 -6.44812 -7.97841 3.13863 2.44933e+07 2.69675e+14 0.000164522 0.000569298 6.45627e-16 2.45975e-08 320353 0 0 3.84295e-10 0 0 0.00788051 0 0 0 0 0 0 2.50594e+12 2.50594e+12 2.50594e+12 2.50594e+12 
0.000522406 -5.33326 -8.63326 -6.43889 -7.97305 3.13326 2.83753e+07 2.69672e+14 0.000164789 0.000569301 7.49168e-16 2.45973e-08 320355 0 0 3.84302e-10 0 0 0.00788051 0 0 0 0 0 0 2.90415e+12 2.90415e+12 2.90415e+12 2.90415e+12 
0.000722606 -5.32685 -8.62685 -6.42926 -7.96664 3.12685 3.20772e+07 2.69668e+14 0.000165018 0.000569305 8.48084e-16 2.45971e-08 320358 0 0 3.84312e-10 0 0 0.00788051 0 0 0 0 0 0 3.28402e+12 3.28402e+12 3.28402e+12 3.28402e+12 
0.000962009 -5.31918 -8.61918 -6.41896 -7.95897 3.11918 3.54554e+07 2.69663e+14 0.000165211 0.00056931 9.38493e-16 2.45969e-08 320361 0 0 3.84326e-10 0 0 0.00788051 0 0 0 0 0 0 3.63079e+12 3.63079e+12 3.63079e+12 3.63079e+12 
0.00124829 -5.31001 -8.61001 -6.4077 -7.94979 3.11001 3.838e+07 2.69657e+14 0.000165367 0.000569316 1.01687e-15 2.45966e-08 320365 0 0 3.84343e-10 0 0 0.00788051 0 0 0 0 0 0 3.93106e+12 3.93106e+12 3.93106e+12 3.93106e+12 
0.00159063 -5.29904 -8.59904 -6.39516 -7.93883 3.09904 4.07567e+07 2.6965e+14 0.000165488 0.000569322 1.08062e-15 2.45962e-08 320370 0 0 3.84365e-10 0 0 0.00788051 0 0 0 0 0 0 4.1751e+12 4.1751e+12 4.1751e+12 4.1751e+12 
0.002 -5.28593 -8.58593 -6.38091 -7.92571 3.08593 4.25464e+07 2.69641e+14 0.000165574 0.000569324 1.12867e-15 2.45955e-08 320373 0 0 3.84379e-10 0 0 0.00788051 0 0 0 0 0 0 4.35882e+12 4.35882e+12 4.35882e+12 4.35882e+12 
0.002 -5.28593 -8.58593 -6.38091 -7.92571 3.08593 4.25464e+07 2.69641e+14 0.000165578 0.000569337 1.1287e-15 2.45961e-08 320379 0 0 3.84411e-10 0 0 0.00788051 0 0 0 0 0 0 4.35893e+12 4.35893e+12 4.35893e+12 4.35893e+12 
0.0025 -5.26991 -8.56991 -6.36413 -7.90969 3.06991 4.37956e+07 2.6963e+14 0.000165638 0.00056934 1.16226e-15 2.45952e-08 320383 0 0 3.84429e-10 0 0 0.00788051 0 0 0 0 0 0 4.48712e+12 4.48712e+12 4.48712e+12 4.48712e+12 
0.003 -5.25389 -8.55389 -6.34772 -7.89367 3.05389 4.44567e+07 2.6962e+14 0.000165673 0.000569349 1.18005e-15 2.45947e-08 320390 0 0 3.84465e-10 0 0 0.00788051 0 0 0 0 0 0 4.55495e+12 4.55495e+12 4.55495e+12 4.55495e+12 
0.0035 -5.23787 -8.53787 -6.33149 -7.87765 3.03787 4.48071e+07 2.6961e+14 0.000165693 0.000569359 1.18949e-15 2.45941e-08 320397 0 0 3.84502e-10 0 0 0.00788051 0 0 0 0 0 0 4.59086e+12 4.59086e+12 4.59086e+12 4.59086e+12 
0.004 -5.22185 -8.52185 -6.31536 -7.86163 3.02185 4.49933e+07 2.69599e+14 0.000165706 0.000569369 1.19453e-15 2.45936e-08 320404 0 0 3.84538e-10 0 0 0.00788051 0 0 0 0 0 0 4.6099e+12 4.6099e+12 4.6099e+12 4.6099e+12 
0.0045 -5.20583 -8.50583 -6.29929 -7.8456 3.00583 4.50927e+07 2.69589e+14 0.000165715 0.000569378 1.19723e-15 2.45931e-08 320411 0 0 3.84575e-10 0 0 0.00788051 0 0 0 0 0 0 4.62003e+12 4.62003e+12 4.62003e+12 4.62003e+12 
