# tmm TMMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
300 0.92593 0.074069 0
302 0.926048 0.073951 0
304 0.926165 0.073834 0
306 0.926283 0.073716 0
308 0.9264 0.073599 0
310 0.926541 0.073458 0
312 0.926635 0.073364 0
314 0.926752 0.073247 0
316 0.926869 0.07313 0
318 0.926987 0.073012 0
320 0.92708 0.072919 0
322 0.927198 0.072801 0
324 0.927315 0.072684 0
326 0.927408 0.072591 0
328 0.927526 0.072473 0
330 0.927642 0.072357 0
332 0.927736 0.072263 0
334 0.927806 0.072193 0
336 0.9279 0.072099 0
338 0.92797 0.072029 0
340 0.928063 0.071936 0
342 0.928134 0.071865 0
344 0.928227 0.071772 0
346 0.928297 0.071702 0
348 0.928391 0.071608 0
350 0.928461 0.071538 0
352 0.928554 0.071445 0
354 0.928624 0.071375 0
356 0.928717 0.071282 0
358 0.928787 0.071212 0
360 0.928881 0.071118 0
362 0.928927 0.071072 0
364 0.928997 0.071002 0
366 0.929067 0.070932 0
368 0.929114 0.070885 0
370 0.929184 0.070815 0
372 0.929254 0.070745 0
374 0.9293 0.070699 0
376 0.92937 0.070629 0
378 0.929416 0.070583 0
380 0.929486 0.070513 0
382 0.929533 0.070466 0
384 0.929603 0.070396 0
386 0.929649 0.07035 0
388 0.929719 0.07028 0
390 0.929765 0.070234 0
392 0.929835 0.070164 0
394 0.929882 0.070117 0
396 0.929952 0.070047 0
398 0.929998 0.070001 0
400 0.930068 0.069931 0
402 0.930114 0.069885 0
404 0.930161 0.069838 0
406 0.930231 0.069768 0
408 0.930277 0.069722 0
410 0.930323 0.069676 0
412 0.93037 0.069629 0
414 0.930416 0.069583 0
416 0.930463 0.069536 0
418 0.930486 0.069513 0
420 0.930532 0.069467 0
422 0.930579 0.06942 0
424 0.930625 0.069374 0
426 0.930672 0.069327 0
428 0.930718 0.069281 0
430 0.930764 0.069235 0
432 0.930788 0.069211 0
434 0.930834 0.069165 0
436 0.93088 0.069119 0
438 0.930927 0.069072 0
440 0.93095 0.069049 0
442 0.930996 0.069003 0
444 0.931019 0.06898 0
446 0.931066 0.068933 0
448 0.931089 0.06891 0
450 0.931135 0.068864 0
452 0.931159 0.06884 0
454 0.931205 0.068794 0
456 0.931228 0.068771 0
458 0.931274 0.068725 0
460 0.931297 0.068702 0
462 0.931344 0.068655 0
464 0.931367 0.068632 0
466 0.931413 0.068586 0
468 0.931436 0.068563 0
470 0.931459 0.06854 0
472 0.931506 0.068493 0
474 0.931529 0.06847 0
476 0.931552 0.068447 0
478 0.931575 0.068424 0
480 0.931598 0.068401 0
482 0.931645 0.068354 0
484 0.931668 0.068331 0
486 0.931691 0.068308 0
488 0.931714 0.068285 0
490 0.931737 0.068262 0
492 0.93176 0.068239 0
494 0.931806 0.068193 0
496 0.93183 0.068169 0
498 0.931853 0.068146 0
500 0.931876 0.068123 0
502 0.931899 0.0681 0
504 0.931945 0.068054 0
506 0.931968 0.068031 0
508 0.931992 0.068007 0
510 0.932014 0.067985 0
512 0.932038 0.067961 0
514 0.932061 0.067938 0
516 0.932084 0.067915 0
518 0.932107 0.067892 0
520 0.93213 0.067869 0
522 0.932153 0.067846 0
524 0.932176 0.067823 0
526 0.932199 0.0678 0
528 0.932223 0.067776 0
530 0.932245 0.067754 0
532 0.932246 0.067753 0
534 0.932269 0.06773 0
536 0.932292 0.067707 0
538 0.932315 0.067684 0
540 0.932338 0.067661 0
542 0.932361 0.067638 0
544 0.932384 0.067615 0
546 0.932407 0.067592 0
548 0.93243 0.067569 0
550 0.932453 0.067546 0
552 0.932476 0.067523 0
554 0.932476 0.067523 0
556 0.932499 0.0675 0
558 0.932522 0.067477 0
560 0.932546 0.067453 0
562 0.932569 0.06743 0
564 0.932569 0.06743 0
566 0.932592 0.067407 0
568 0.932615 0.067384 0
570 0.932638 0.067361 0
572 0.932638 0.067361 0
574 0.932661 0.067338 0
576 0.932684 0.067315 0
578 0.932707 0.067292 0
580 0.93273 0.067269 0
582 0.93273 0.067269 0
584 0.932753 0.067246 0
586 0.932776 0.067223 0
588 0.932776 0.067223 0
590 0.932799 0.0672 0
592 0.932822 0.067177 0
594 0.932822 0.067177 0
596 0.932845 0.067154 0
598 0.932868 0.067131 0
600 0.932868 0.067131 0
602 0.932891 0.067108 0
604 0.932891 0.067108 0
606 0.932914 0.067085 0
608 0.932938 0.067061 0
610 0.932937 0.067062 0
612 0.932961 0.067038 0
614 0.932984 0.067015 0
616 0.932984 0.067015 0
618 0.933007 0.066992 0
620 0.933007 0.066992 0
622 0.93303 0.066969 0
624 0.933053 0.066946 0
626 0.933053 0.066946 0
628 0.933076 0.066923 0
630 0.933099 0.0669 0
632 0.933099 0.0669 0
634 0.933122 0.066877 0
636 0.933122 0.066877 0
638 0.933145 0.066854 0
640 0.933168 0.066831 0
642 0.933168 0.066831 0
644 0.933191 0.066808 0
646 0.933191 0.066808 0
648 0.933214 0.066785 0
650 0.933237 0.066762 0
652 0.933237 0.066762 0
654 0.93326 0.066739 0
656 0.93326 0.066739 0
658 0.933283 0.066716 0
660 0.933283 0.066716 0
662 0.933306 0.066693 0
664 0.933306 0.066693 0
666 0.933329 0.06667 0
668 0.933329 0.06667 0
670 0.933352 0.066647 0
672 0.933352 0.066647 0
674 0.933375 0.066624 0
676 0.933375 0.066624 0
678 0.933398 0.066601 0
680 0.933398 0.066601 0
682 0.933421 0.066578 0
684 0.933421 0.066578 0
686 0.933444 0.066555 0
688 0.933444 0.066555 0
690 0.933467 0.066532 0
692 0.933467 0.066532 0
694 0.933467 0.066532 0
696 0.93349 0.066509 0
698 0.93349 0.066509 0
700 0.933513 0.066486 0
702 0.933513 0.066486 0
704 0.933536 0.066463 0
706 0.933536 0.066463 0
708 0.933559 0.06644 0
710 0.933559 0.06644 0
712 0.933582 0.066417 0
714 0.933582 0.066417 0
716 0.933582 0.066417 0
718 0.933605 0.066394 0
720 0.933605 0.066394 0
722 0.933605 0.066394 0
724 0.933628 0.066371 0
726 0.933628 0.066371 0
728 0.933628 0.066371 0
730 0.933651 0.066348 0
732 0.933651 0.066348 0
734 0.933674 0.066325 0
736 0.933674 0.066325 0
738 0.933674 0.066325 0
740 0.933697 0.066302 0
742 0.933697 0.066302 0
744 0.933697 0.066302 0
746 0.93372 0.066279 0
748 0.93372 0.066279 0
750 0.93372 0.066279 0
752 0.933743 0.066256 0
754 0.933743 0.066256 0
756 0.933766 0.066233 0
758 0.933766 0.066233 0
760 0.933766 0.066233 0
762 0.933789 0.06621 0
764 0.933789 0.06621 0
766 0.933789 0.06621 0
768 0.933812 0.066187 0
770 0.933812 0.066187 0
772 0.933835 0.066164 0
774 0.933835 0.066164 0
776 0.933835 0.066164 0
778 0.933858 0.066141 0
780 0.933858 0.066141 0
782 0.933858 0.066141 0
784 0.933881 0.066118 0
786 0.933881 0.066118 0
788 0.933881 0.066118 0
790 0.933904 0.066095 0
792 0.933904 0.066095 0
794 0.933927 0.066072 0
796 0.933927 0.066072 0
798 0.933927 0.066072 0
800 0.93395 0.066049 0
802 0.93395 0.066049 0
804 0.93395 0.066049 0
806 0.933973 0.066026 0
808 0.933973 0.066026 0
810 0.933973 0.066026 0
812 0.933996 0.066003 0
814 0.933996 0.066003 0
816 0.934019 0.06598 0
818 0.934019 0.06598 0
820 0.934018 0.065981 0
822 0.934042 0.065957 0
824 0.934042 0.065957 0
826 0.934041 0.065958 0
828 0.934065 0.065934 0
830 0.934064 0.065935 0
832 0.934088 0.065911 0
834 0.934087 0.065912 0
836 0.934088 0.065911 0
838 0.93411 0.065889 0
840 0.93411 0.065889 0
842 0.93411 0.065889 0
844 0.934133 0.065866 0
846 0.934133 0.065866 0
848 0.934133 0.065866 0
850 0.934156 0.065843 0
852 0.934156 0.065843 0
854 0.934156 0.065843 0
856 0.934179 0.06582 0
858 0.934179 0.06582 0
860 0.934179 0.06582 0
862 0.934202 0.065797 0
864 0.934202 0.065797 0
866 0.934202 0.065797 0
868 0.934225 0.065774 0
870 0.934225 0.065774 0
872 0.934225 0.065774 0
874 0.934225 0.065774 0
876 0.934248 0.065751 0
878 0.934248 0.065751 0
880 0.934248 0.065751 0
882 0.934271 0.065728 0
884 0.934271 0.065728 0
886 0.934271 0.065728 0
888 0.934294 0.065705 0
890 0.934294 0.065705 0
892 0.934294 0.065705 0
894 0.934294 0.065705 0
896 0.934317 0.065682 0
898 0.934317 0.065682 0
900 0.934317 0.065682 0
902 0.93434 0.065659 0
904 0.93434 0.065659 0
906 0.93434 0.065659 0
908 0.93434 0.065659 0
910 0.934363 0.065636 0
912 0.934363 0.065636 0
914 0.934363 0.065636 0
916 0.934363 0.065636 0
918 0.934386 0.065613 0
920 0.934386 0.065613 0
922 0.934386 0.065613 0
924 0.934386 0.065613 0
926 0.934409 0.06559 0
928 0.934409 0.06559 0
930 0.934409 0.06559 0
932 0.934432 0.065567 0
934 0.934432 0.065567 0
936 0.934432 0.065567 0
938 0.934432 0.065567 0
940 0.934454 0.065545 0
942 0.934455 0.065544 0
944 0.934455 0.065544 0
946 0.934455 0.065544 0
948 0.934478 0.065521 0
950 0.934477 0.065522 0
