# tmm TMMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
300 0 0.034654 0.965345
301 0 0.034466 0.965533
302 0 0.03428 0.965719
303 0 0.034094 0.965905
304 0 0.033909 0.96609
305 0 0.033724 0.966275
306 0 0.03354 0.966459
307 0 0.033357 0.966642
308 0 0.033174 0.966825
309 0 0.03299 0.967009
310 0 0.032807 0.967192
311 0 0.032623 0.967376
312 0 0.032438 0.967561
313 0 0.032255 0.967744
314 0 0.032072 0.967927
315 0 0.03189 0.968109
316 0 0.031711 0.968288
317 0 0.031532 0.968467
318 0 0.031356 0.968643
319 0 0.03118 0.968819
320 0 0.031004 0.968995
321 0 0.030828 0.969171
322 0 0.030652 0.969347
323 0 0.030476 0.969523
324 0 0.030302 0.969697
325 0 0.030128 0.969871
326 0 0.029956 0.970043
327 0 0.029786 0.970213
328 0 0.029618 0.970381
329 0 0.02945 0.970549
330 0 0.029284 0.970715
331 0 0.029118 0.970881
332 0 0.028953 0.971046
333 0 0.028789 0.97121
334 0 0.028627 0.971372
335 0 0.028466 0.971533
336 0 0.028308 0.971691
337 0 0.028151 0.971848
338 0 0.027996 0.972003
339 0 0.027842 0.972157
340 0 0.02769 0.972309
341 0 0.027538 0.972461
342 0 0.027387 0.972612
343 0 0.027237 0.972762
344 0 0.027089 0.97291
345 0 0.026942 0.973057
346 0 0.026798 0.973201
347 0 0.026655 0.973344
348 0 0.026515 0.973484
349 0 0.026376 0.973623
350 0 0.026242 0.973757
351 0 0.026114 0.973885
352 0 0.02599 0.974009
353 0 0.025874 0.974125
354 0 0.02577 0.974229
355 0 0.025682 0.974317
356 0 0.025613 0.974386
357 0 0.025573 0.974426
358 0 0.025571 0.974428
359 0 0.025622 0.974377
360 0 0.025687 0.974312
361 0 0.025805 0.974194
362 0 0.026089 0.97391
363 0 0.026389 0.97361
364 0 0.026803 0.973196
365 0 0.02736 0.972639
366 0 0.028081 0.971918
367 0 0.029014 0.970985
368 0 0.030201 0.969798
369 0 0.031708 0.968291
370 0 0.033607 0.966392
371 0 0.035139 0.96486
372 0 0.037804 0.962195
373 0 0.039934 0.960065
374 0 0.042375 0.957624
375 0 0.045161 0.954838
376 0 0.049952 0.950047
377 0 0.053582 0.946417
378 0 0.057659 0.94234
379 0 0.062226 0.937773
380 0 0.06732 0.932679
381 0 0.069803 0.930196
382 0 0.07575 0.924249
383 0 0.082357 0.917642
384 0 0.089692 0.910307
385 0 0.093332 0.906667
386 0 0.097057 0.902942
387 0 0.100881 0.899118
388 0 0.110354 0.889645
389 0 0.11392 0.886079
390 0 0.11721 0.882789
391 0 0.120423 0.879576
392 0 0.123565 0.876434
393 0 0.126488 0.873511
394 0 0.129256 0.870743
395 0 0.131882 0.868117
396 0 0.134304 0.865695
397 0 0.129385 0.870614
398 0 0.131297 0.868702
399 0 0.126167 0.873832
400 0 0.127602 0.872397
401 0 0.122219 0.87778
402 0 0.117553 0.882446
403 0 0.119324 0.880675
404 0 0.115064 0.884935
405 0 0.11104 0.888959
406 0 0.107894 0.892105
407 0 0.105796 0.894203
408 0 0.103941 0.896058
409 0 0.102336 0.897663
410 0 0.101115 0.898884
411 0 0.101194 0.898805
412 0 0.101665 0.898334
413 0 0.102538 0.897461
414 0 0.103822 0.896177
415 0 0.107186 0.892813
416 0 0.111471 0.888528
417 0 0.11617 0.883829
418 0 0.121278 0.878721
419 0 0.126014 0.873985
420 0 0.130422 0.869577
421 0 0.134884 0.865115
422 0 0.139269 0.86073
423 0 0.143197 0.856802
424 0 0.144142 0.855857
425 0 0.144979 0.85502
426 0 0.145707 0.854292
427 0 0.146329 0.85367
428 0 0.146191 0.853808
429 0 0.145737 0.854262
430 0 0.145206 0.854793
431 0 0.144657 0.855342
432 0 0.14392 0.856079
433 0 0.142942 0.857057
434 0 0.141905 0.858094
435 0 0.14081 0.859189
436 0 0.139649 0.86035
437 0 0.138248 0.861751
438 0 0.136802 0.863197
439 0 0.135314 0.864685
440 0 0.133785 0.866214
441 0 0.132184 0.867815
442 0 0.130541 0.869458
443 0 0.128864 0.871135
444 0 0.127155 0.872844
