# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 -1.2 -4.5 -3.1292 -3.89288 -1 6.36855e-08 1.81685e+14 0.00012981 0.000754246 8.01088e-23 2.19554e-08 107603 0 0 6.37992e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
9.79066e-05 -1.19895 -4.49895 -3.1292 -3.89183 -1.00105 6.11426e-08 1.81683e+14 0.00012981 0.000754245 8.01088e-23 2.19552e-08 107603 0 0 6.37992e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.000214985 -1.19769 -4.49769 -3.1292 -3.89057 -1.00231 5.82347e-08 1.81681e+14 0.000129811 0.000754247 8.01088e-23 2.19549e-08 107604 0 0 6.37992e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.000354988 -1.19618 -4.49618 -3.1292 -3.88906 -1.00382 5.49383e-08 1.81678e+14 0.000129811 0.000754248 8.01088e-23 2.19547e-08 107606 0 0 6.37991e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.000522406 -1.19438 -4.49438 -3.1292 -3.88726 -1.00562 5.12404e-08 1.81675e+14 0.000129812 0.00075425 8.01088e-23 2.19543e-08 107607 0 0 6.37989e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.000722606 -1.19222 -4.49222 -3.1292 -3.8851 -1.00778 4.71438e-08 1.81671e+14 0.000129813 0.000754252 8.01088e-23 2.1954e-08 107609 0 0 6.37991e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.000962009 -1.18965 -4.48965 -3.1292 -3.88252 -1.01035 4.26725e-08 1.81667e+14 0.000129815 0.000754255 8.01088e-23 2.19535e-08 107611 0 0 6.37994e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.00124829 -1.18657 -4.48657 -3.1292 -3.87944 -1.01343 3.78789e-08 1.81662e+14 0.000129816 0.000754258 8.01088e-23 2.1953e-08 107614 0 0 6.37994e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.00159063 -1.18288 -4.48288 -3.1292 -3.87576 -1.01712 3.28482e-08 1.81655e+14 0.000129818 0.000754261 8.01088e-23 2.19523e-08 107617 0 0 6.37994e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.002 -1.17848 -4.47848 -3.1292 -3.87135 -1.02152 2.77016e-08 1.81648e+14 0.000129819 0.000754258 8.01088e-23 2.19513e-08 107619 0 0 6.37995e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.002 -1.17848 -4.47848 -3.1292 -3.87135 -1.02152 2.77016e-08 1.81648e+14 0.000129821 0.000754274 8.01088e-23 2.19518e-08 107624 0 0 6.37992e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0025 -1.1731 -4.4731 -3.1292 -3.86597 -1.0269 2.24962e-08 1.81639e+14 0.000129822 0.00075427 8.01088e-23 2.19506e-08 107626 0 0 6.37992e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.003 -1.16772 -4.46772 -3.1292 -3.86058 -1.03228 1.82689e-08 1.81629e+14 0.000129825 0.000754276 8.01088e-23 2.19496e-08 107631 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0035 -1.16233 -4.46233 -3.1292 -3.8552 -1.03767 1.48357e-08 1.8162e+14 0.000129828 0.000754281 8.01088e-23 2.19486e-08 107635 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.004 -1.15695 -4.45695 -3.1292 -3.84982 -1.04305 1.20476e-08 1.81611e+14 0.00012983 0.000754286 8.01088e-23 2.19477e-08 107640 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0045 -1.15157 -4.45157 -3.1292 -3.84443 -1.04843 9.78343e-09 1.81602e+14 0.000129833 0.000754292 8.01088e-23 2.19467e-08 107645 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.005 -1.14619 -4.44619 -3.1292 -3.83905 -1.05381 7.94468e-09 1.81593e+14 0.000129836 0.000754297 8.01088e-23 2.19458e-08 107649 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0055 -1.1408 -4.4408 -3.1292 -3.83366 -1.0592 6.45145e-09 1.81583e+14 0.000129839 0.000754302 8.01088e-23 2.19448e-08 107654 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.006 -1.13542 -4.43542 -3.1292 -3.82828 -1.06458 5.23883e-09 1.81574e+14 0.000129841 0.000754307 8.01088e-23 2.19439e-08 107659 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0065 -1.13004 -4.43004 -3.1292 -3.8229 -1.06996 4.25409e-09 1.81565e+14 0.000129844 0.000754313 8.01088e-23 2.19429e-08 107663 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.007 -1.12466 -4.42466 -3.1292 -3.81751 -1.07534 3.45442e-09 1.81556e+14 0.000129847 0.000754318 8.01088e-23 2.1942e-08 107668 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0075 -1.11927 -4.41927 -3.1292 -3.81212 -1.08073 2.80504e-09 1.81547e+14 0.00012985 0.000754323 8.01088e-23 2.1941e-08 107673 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.008 -1.11389 -4.41389 -3.1292 -3.80674 -1.08611 2.27772e-09 1.81538e+14 0.000129853 0.000754329 8.01088e-23 2.194e-08 107678 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0085 -1.1085 -4.4085 -3.1292 -3.80135 -1.0915 1.84951e-09 1.81528e+14 0.000129855 0.000754334 8.01088e-23 2.19391e-08 107682 0 0 6.37992e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.009 -1.10312 -4.40312 -3.1292 -3.79597 -1.09688 1.50179e-09 1.81519e+14 0.000129858 0.000754339 8.01088e-23 2.19381e-08 107687 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0095 -1.09774 -4.39774 -3.1292 -3.79058 -1.10226 1.21943e-09 1.8151e+14 0.000129861 0.000754344 8.01088e-23 2.19372e-08 107692 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.01 -1.09235 -4.39235 -3.1292 -3.78519 -1.10765 9.90151e-10 1.81501e+14 0.000129864 0.00075435 8.01088e-23 2.19362e-08 107696 0 0 6.37994e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0105 -1.08697 -4.38697 -3.1292 -3.77981 -1.11303 8.03974e-10 1.81492e+14 0.000129867 0.000754355 8.01088e-23 2.19353e-08 107701 0 0 6.37994e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.011 -1.08158 -4.38158 -3.1292 -3.77442 -1.11842 6.52797e-10 1.81483e+14 0.00012987 0.00075436 8.01088e-23 2.19343e-08 107706 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0115 -1.0762 -4.3762 -3.1292 -3.76903 -1.1238 5.30042e-10 1.81473e+14 0.000129873 0.000754366 8.01088e-23 2.19334e-08 107710 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.012 -1.07081 -4.37081 -3.1292 -3.76365 -1.12919 4.30366e-10 1.81464e+14 0.000129876 0.000754371 8.01088e-23 2.19324e-08 107715 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0125 -1.06542 -4.36542 -3.1292 -3.75826 -1.13458 3.49432e-10 1.81455e+14 0.000129878 0.000754376 8.01088e-23 2.19314e-08 107720 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.013 -1.06004 -4.36004 -3.1292 -3.75287 -1.13996 2.83715e-10 1.81446e+14 0.000129881 0.000754381 8.01088e-23 2.19305e-08 107724 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
0.0135 -1.05465 -4.35465 -3.1292 -3.74748 -1.14535 2.30355e-10 1.81437e+14 0.000129884 0.000754387 8.01088e-23 2.19295e-08 107729 0 0 6.37993e-25 0 0 0.00236323 0 0 0 0 0 0 0 0 0 0 
