# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 -2.3 -5.6 -4.23848 -4.99151 0.1 4.44802e-08 1.74737e+14 0.000182287 0.0010452 8.01088e-23 2.92614e-08 161881 0 0 7.72978e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
9.79066e-05 -2.29842 -5.59842 -4.23848 -4.98993 0.0984151 4.18353e-08 1.74736e+14 0.000182287 0.0010452 8.01088e-23 2.92612e-08 161881 0 0 7.72981e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.000214985 -2.29652 -5.59652 -4.23848 -4.98803 0.0965198 3.88782e-08 1.74734e+14 0.000182289 0.00104521 8.01088e-23 2.9261e-08 161882 0 0 7.72984e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.000354988 -2.29425 -5.59425 -4.23848 -4.98576 0.0942534 3.56151e-08 1.74732e+14 0.00018229 0.00104521 8.01088e-23 2.92608e-08 161883 0 0 7.72984e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.000522406 -2.29154 -5.59154 -4.23848 -4.98305 0.0915432 3.20706e-08 1.74729e+14 0.000182292 0.00104522 8.01088e-23 2.92605e-08 161885 0 0 7.72986e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.000722606 -2.2883 -5.5883 -4.23848 -4.97981 0.0883022 2.82921e-08 1.74726e+14 0.000182294 0.00104522 8.01088e-23 2.92602e-08 161887 0 0 7.72985e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.000962009 -2.28443 -5.58443 -4.23848 -4.97593 0.0844266 2.43535e-08 1.74722e+14 0.000182296 0.00104523 8.01088e-23 2.92598e-08 161889 0 0 7.72985e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.00124829 -2.27979 -5.57979 -4.23848 -4.9713 0.079792 2.03567e-08 1.74717e+14 0.000182299 0.00104524 8.01088e-23 2.92593e-08 161891 0 0 7.72986e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.00159063 -2.27425 -5.57425 -4.23848 -4.96576 0.0742498 1.64289e-08 1.74712e+14 0.000182302 0.00104526 8.01088e-23 2.92588e-08 161894 0 0 7.72987e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.002 -2.26762 -5.56762 -4.23848 -4.95913 0.0676222 1.27138e-08 1.74705e+14 0.000182304 0.00104526 8.01088e-23 2.92577e-08 161896 0 0 7.72989e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.002 -2.26762 -5.56762 -4.23848 -4.95913 0.0676222 1.27138e-08 1.74705e+14 0.000182309 0.00104529 8.01088e-23 2.92585e-08 161900 0 0 7.72989e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.0025 -2.25953 -5.55953 -4.23848 -4.95103 0.0595272 9.29592e-09 1.74698e+14 0.000182311 0.00104529 8.01088e-23 2.92572e-08 161903 0 0 7.72988e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.003 -2.25143 -5.55143 -4.23848 -4.94293 0.0514319 6.79681e-09 1.7469e+14 0.000182316 0.00104531 8.01088e-23 2.92564e-08 161907 0 0 7.72988e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
0.0035 -2.24334 -5.54334 -4.23848 -4.93484 0.0433364 4.96951e-09 1.74682e+14 0.000182321 0.00104532 8.01088e-23 2.92556e-08 161912 0 0 7.72988e-25 0 0 0.00473776 0 0 0 0 0 0 0 0 0 0 
