# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 1.2 -2.1 -0.107895 -1.49992 -3.4 1701.56 2.21753e+14 9.87318e-05 0.00060724 2.69963e-20 2.15745e-08 -3655.21 0 0 3.54272e-15 0 0 6.52978e-06 0 0 0 0 0 0 1.3772e+08 1.3772e+08 1.3772e+08 1.3772e+08 
9.79066e-05 1.19996 -2.10004 -0.106642 -1.49992 -3.39996 1788.15 2.21511e+14 9.87439e-05 0.000607004 2.83695e-20 2.15426e-08 -3654.65 0 0 3.54319e-15 0 0 6.52979e-06 0 0 0 0 0 0 1.44525e+08 1.44525e+08 1.44525e+08 1.44525e+08 
0.000214985 1.19992 -2.10008 -0.105221 -1.49991 -3.39992 1891.87 2.21222e+14 9.87578e-05 0.000606723 3.00147e-20 2.15045e-08 -3653.31 0 0 3.54424e-15 0 0 6.52981e-06 0 0 0 0 0 0 1.52651e+08 1.52651e+08 1.52651e+08 1.52651e+08 
0.000354988 1.19987 -2.10013 -0.10362 -1.49991 -3.39987 2016.15 2.20878e+14 9.87737e-05 0.000606386 3.19863e-20 2.14591e-08 -3651.71 0 0 3.54536e-15 0 0 6.52984e-06 0 0 0 0 0 0 1.62351e+08 1.62351e+08 1.62351e+08 1.62351e+08 
0.000522406 1.19981 -2.10019 -0.10183 -1.4999 -3.39981 2165.11 2.20466e+14 9.87917e-05 0.000605985 3.43499e-20 2.14049e-08 -3649.8 0 0 3.54654e-15 0 0 6.52988e-06 0 0 0 0 0 0 1.73927e+08 1.73927e+08 1.73927e+08 1.73927e+08 
0.000722606 1.19974 -2.10026 -0.0998446 -1.4999 -3.39974 2343.73 2.19975e+14 9.88121e-05 0.000605505 3.71847e-20 2.13403e-08 -3647.52 0 0 3.5478e-15 0 0 6.52992e-06 0 0 0 0 0 0 1.87733e+08 1.87733e+08 1.87733e+08 1.87733e+08 
0.000962009 1.19965 -2.10035 -0.0976599 -1.49989 -3.39965 2558 2.19389e+14 9.88349e-05 0.000604933 4.05863e-20 2.12634e-08 -3644.8 0 0 3.54918e-15 0 0 6.52997e-06 0 0 0 0 0 0 2.04192e+08 2.04192e+08 2.04192e+08 2.04192e+08 
0.00124829 1.19954 -2.10046 -0.0952758 -1.49988 -3.39954 2815.21 2.18691e+14 9.88604e-05 0.000604249 4.46707e-20 2.11717e-08 -3641.56 0 0 3.55072e-15 0 0 6.53003e-06 0 0 0 0 0 0 2.23799e+08 2.23799e+08 2.23799e+08 2.23799e+08 
0.00159063 1.19942 -2.10058 -0.0926958 -1.49987 -3.39942 3124.17 2.17859e+14 9.88886e-05 0.000603434 4.95784e-20 2.10627e-08 -3637.7 0 0 3.5525e-15 0 0 6.53011e-06 0 0 0 0 0 0 2.47138e+08 2.47138e+08 2.47138e+08 2.47138e+08 
0.002 1.19927 -2.10073 -0.0899264 -1.49986 -3.39927 3495.61 2.16869e+14 9.89197e-05 0.000602462 5.54809e-20 2.09332e-08 -3635.39 0 0 3.55355e-15 0 0 6.53015e-06 0 0 0 0 0 0 2.74895e+08 2.74895e+08 2.74895e+08 2.74895e+08 
