# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential eDensity hDensity eMobility hMobility eConductivity hConductivity ElField_x ElField_y ElField_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors IonizedElectronTraps IonizedHoleTraps eNetRecombination eLangevinRecombination hNetRecombination hLangevinRecombination 
0 -2.3 -5.6 -3.40778 -4.99148 0.1 3.65922e+06 1.74595e+14 0.000200879 0.00108852 1.1777e-16 3.04494e-08 167431 0 0 7.2295e-11 0 0 0.00509912 0 0 0 0 0 0 4.25894e+11 4.25894e+11 4.25894e+11 4.25894e+11 
9.79066e-05 -2.29836 -5.59836 -3.40223 -4.98984 0.0983607 4.24815e+06 1.74594e+14 0.000201213 0.00108852 1.36951e-16 3.04491e-08 167432 0 0 7.22962e-11 0 0 0.00509912 0 0 0 0 0 0 4.94562e+11 4.94562e+11 4.94562e+11 4.94562e+11 
0.000214985 -2.2964 -5.5964 -3.39649 -4.98788 0.0964005 4.90423e+06 1.74592e+14 0.000201545 0.00108852 1.58363e-16 3.0449e-08 167433 0 0 7.22988e-11 0 0 0.00509912 0 0 0 0 0 0 5.71086e+11 5.71086e+11 5.71086e+11 5.71086e+11 
0.000354988 -2.29406 -5.59406 -3.39054 -4.98554 0.0940564 5.62538e+06 1.7459e+14 0.000201871 0.00108853 1.81944e-16 3.04487e-08 167434 0 0 7.23012e-11 0 0 0.00509912 0 0 0 0 0 0 6.55223e+11 6.55223e+11 6.55223e+11 6.55223e+11 
0.000522406 -2.29125 -5.59125 -3.38433 -4.98273 0.0912532 6.40543e+06 1.74587e+14 0.00020219 0.00108854 2.075e-16 3.04485e-08 167436 0 0 7.23038e-11 0 0 0.00509912 0 0 0 0 0 0 7.46256e+11 7.46256e+11 7.46256e+11 7.46256e+11 
0.000722606 -2.2879 -5.5879 -3.37778 -4.97938 0.0879011 7.23314e+06 1.74584e+14 0.000202496 0.00108854 2.34668e-16 3.04481e-08 167437 0 0 7.23068e-11 0 0 0.00509912 0 0 0 0 0 0 8.42878e+11 8.42878e+11 8.42878e+11 8.42878e+11 
0.000962009 -2.28389 -5.58389 -3.37082 -4.97537 0.0838926 8.09156e+06 1.7458e+14 0.000202786 0.00108855 2.62894e-16 3.04477e-08 167439 0 0 7.23105e-11 0 0 0.00509912 0 0 0 0 0 0 9.43108e+11 9.43108e+11 9.43108e+11 9.43108e+11 
0.00124829 -2.2791 -5.5791 -3.36335 -4.97058 0.0790991 8.95778e+06 1.74576e+14 0.000203056 0.00108857 2.91425e-16 3.04473e-08 167442 0 0 7.23152e-11 0 0 0.00509912 0 0 0 0 0 0 1.04427e+12 1.04427e+12 1.04427e+12 1.04427e+12 
0.00159063 -2.27337 -5.57337 -3.35525 -4.96484 0.0733669 9.80371e+06 1.7457e+14 0.000203302 0.00108858 3.19332e-16 3.04467e-08 167445 0 0 7.23213e-11 0 0 0.00509912 0 0 0 0 0 0 1.14308e+12 1.14308e+12 1.14308e+12 1.14308e+12 
0.002 -2.26651 -5.56651 -3.34634 -4.95799 0.066512 1.05981e+07 1.74564e+14 0.000203516 0.00108858 3.45572e-16 3.04456e-08 167447 0 0 7.23251e-11 0 0 0.00509912 0 0 0 0 0 0 1.23587e+12 1.23587e+12 1.23587e+12 1.23587e+12 
0.002 -2.26651 -5.56651 -3.34634 -4.95799 0.066512 1.05981e+07 1.74564e+14 0.000203522 0.00108861 3.45582e-16 3.04465e-08 167451 0 0 7.23341e-11 0 0 0.00509912 0 0 0 0 0 0 1.2359e+12 1.2359e+12 1.2359e+12 1.2359e+12 
0.0025 -2.25814 -5.55814 -3.33623 -4.94961 0.0581395 1.13231e+07 1.74556e+14 0.000203708 0.00108861 3.6956e-16 3.04452e-08 167453 0 0 7.23394e-11 0 0 0.00509912 0 0 0 0 0 0 1.32058e+12 1.32058e+12 1.32058e+12 1.32058e+12 
0.003 -2.24977 -5.54977 -3.32666 -4.94124 0.0497667 1.18469e+07 1.74548e+14 0.000203841 0.00108863 3.86907e-16 3.04444e-08 167458 0 0 7.23502e-11 0 0 0.00509912 0 0 0 0 0 0 1.38177e+12 1.38177e+12 1.38177e+12 1.38177e+12 
0.0035 -2.24139 -5.54139 -3.31746 -4.93287 0.0413937 1.22254e+07 1.7454e+14 0.000203936 0.00108865 3.99455e-16 3.04436e-08 167462 0 0 7.23614e-11 0 0 0.00509912 0 0 0 0 0 0 1.42598e+12 1.42598e+12 1.42598e+12 1.42598e+12 
0.004 -2.23302 -5.53302 -3.3085 -4.92449 0.0330205 1.24991e+07 1.74532e+14 0.000204006 0.00108867 4.08538e-16 3.04427e-08 167467 0 0 7.2373e-11 0 0 0.00509912 0 0 0 0 0 0 1.45794e+12 1.45794e+12 1.45794e+12 1.45794e+12 
0.0045 -2.22465 -5.52465 -3.29972 -4.91612 0.024647 1.26972e+07 1.74524e+14 0.000204057 0.00108869 4.15116e-16 3.04419e-08 167471 0 0 7.23847e-11 0 0 0.00509912 0 0 0 0 0 0 1.48105e+12 1.48105e+12 1.48105e+12 1.48105e+12 
0.005 -2.21627 -5.51627 -3.29105 -4.90774 0.0162733 1.28406e+07 1.74516e+14 0.000204096 0.00108871 4.19884e-16 3.04411e-08 167476 0 0 7.23966e-11 0 0 0.00509912 0 0 0 0 0 0 1.49778e+12 1.49778e+12 1.49778e+12 1.49778e+12 
0.0055 -2.2079 -5.5079 -3.28246 -4.89936 0.00789941 1.29445e+07 1.74508e+14 0.000204126 0.00108873 4.23346e-16 3.04403e-08 167480 0 0 7.24086e-11 0 0 0.00509912 0 0 0 0 0 0 1.5099e+12 1.5099e+12 1.5099e+12 1.5099e+12 
0.006 -2.19953 -5.49953 -3.27393 -4.89099 -0.000474723 1.302e+07 1.745e+14 0.00020415 0.00108875 4.25864e-16 3.04395e-08 167485 0 0 7.24207e-11 0 0 0.00509912 0 0 0 0 0 0 1.51869e+12 1.51869e+12 1.51869e+12 1.51869e+12 
0.0065 -2.19115 -5.49115 -3.26545 -4.88261 -0.00884908 1.30749e+07 1.74493e+14 0.000204168 0.00108877 4.27699e-16 3.04386e-08 167489 0 0 7.24329e-11 0 0 0.00509912 0 0 0 0 0 0 1.52507e+12 1.52507e+12 1.52507e+12 1.52507e+12 
0.007 -2.18278 -5.48278 -3.25699 -4.87424 -0.0172237 1.3115e+07 1.74485e+14 0.000204184 0.00108879 4.29043e-16 3.04378e-08 167494 0 0 7.24451e-11 0 0 0.00509912 0 0 0 0 0 0 1.52971e+12 1.52971e+12 1.52971e+12 1.52971e+12 
0.0075 -2.1744 -5.4744 -3.24856 -4.86586 -0.0255985 1.31443e+07 1.74477e+14 0.000204197 0.00108881 4.3003e-16 3.0437e-08 167498 0 0 7.24573e-11 0 0 0.00509912 0 0 0 0 0 0 1.53311e+12 1.53311e+12 1.53311e+12 1.53311e+12 
0.008 -2.16603 -5.46603 -3.24014 -4.85748 -0.0339735 1.31659e+07 1.74469e+14 0.000204209 0.00108883 4.3076e-16 3.04362e-08 167503 0 0 7.24696e-11 0 0 0.00509912 0 0 0 0 0 0 1.53559e+12 1.53559e+12 1.53559e+12 1.53559e+12 
0.0085 -2.15765 -5.45765 -3.23173 -4.84911 -0.0423488 1.31819e+07 1.74461e+14 0.000204219 0.00108885 4.31305e-16 3.04354e-08 167507 0 0 7.24819e-11 0 0 0.00509912 0 0 0 0 0 0 1.53742e+12 1.53742e+12 1.53742e+12 1.53742e+12 
0.009 -2.14928 -5.44928 -3.22333 -4.84073 -0.0507243 1.31938e+07 1.74453e+14 0.000204229 0.00108887 4.31716e-16 3.04345e-08 167512 0 0 7.24941e-11 0 0 0.00509912 0 0 0 0 0 0 1.53878e+12 1.53878e+12 1.53878e+12 1.53878e+12 
0.0095 -2.1409 -5.4409 -3.21494 -4.83235 -0.0591 1.32028e+07 1.74445e+14 0.000204238 0.00108889 4.32029e-16 3.04337e-08 167517 0 0 7.25064e-11 0 0 0.00509912 0 0 0 0 0 0 1.53979e+12 1.53979e+12 1.53979e+12 1.53979e+12 
0.01 -2.13252 -5.43252 -3.20655 -4.82398 -0.0674759 1.32097e+07 1.74437e+14 0.000204246 0.00108891 4.32273e-16 3.04329e-08 167521 0 0 7.25187e-11 0 0 0.00509912 0 0 0 0 0 0 1.54056e+12 1.54056e+12 1.54056e+12 1.54056e+12 
0.0105 -2.12415 -5.42415 -3.19816 -4.8156 -0.0758521 1.32151e+07 1.74429e+14 0.000204254 0.00108893 4.32467e-16 3.04321e-08 167526 0 0 7.25311e-11 0 0 0.00509912 0 0 0 0 0 0 1.54116e+12 1.54116e+12 1.54116e+12 1.54116e+12 
0.011 -2.11577 -5.41577 -3.18978 -4.80722 -0.0842285 1.32194e+07 1.74422e+14 0.000204262 0.00108895 4.32623e-16 3.04313e-08 167530 0 0 7.25434e-11 0 0 0.00509912 0 0 0 0 0 0 1.54162e+12 1.54162e+12 1.54162e+12 1.54162e+12 
0.0115 -2.10739 -5.40739 -3.1814 -4.79884 -0.0926051 1.32229e+07 1.74414e+14 0.000204269 0.00108897 4.32754e-16 3.04305e-08 167535 0 0 7.25557e-11 0 0 0.00509912 0 0 0 0 0 0 1.54199e+12 1.54199e+12 1.54199e+12 1.54199e+12 
0.012 -2.09902 -5.39902 -3.17301 -4.79046 -0.100982 1.32258e+07 1.74406e+14 0.000204277 0.00108899 4.32865e-16 3.04296e-08 167539 0 0 7.2568e-11 0 0 0.00509912 0 0 0 0 0 0 1.54229e+12 1.54229e+12 1.54229e+12 1.54229e+12 
0.0125 -2.09064 -5.39064 -3.16463 -4.78208 -0.109359 1.32283e+07 1.74398e+14 0.000204284 0.00108901 4.32963e-16 3.04288e-08 167544 0 0 7.25803e-11 0 0 0.00509912 0 0 0 0 0 0 1.54255e+12 1.54255e+12 1.54255e+12 1.54255e+12 
0.013 -2.08226 -5.38226 -3.15625 -4.77371 -0.117736 1.32305e+07 1.7439e+14 0.000204292 0.00108903 4.33051e-16 3.0428e-08 167548 0 0 7.25927e-11 0 0 0.00509912 0 0 0 0 0 0 1.54277e+12 1.54277e+12 1.54277e+12 1.54277e+12 
0.0135 -2.07389 -5.37389 -3.14787 -4.76533 -0.126114 1.32325e+07 1.74382e+14 0.000204299 0.00108905 4.33131e-16 3.04272e-08 167553 0 0 7.2605e-11 0 0 0.00509912 0 0 0 0 0 0 1.54296e+12 1.54296e+12 1.54296e+12 1.54296e+12 
0.014 -2.06551 -5.36551 -3.13949 -4.75695 -0.134492 1.32344e+07 1.74374e+14 0.000204306 0.00108907 4.33207e-16 3.04264e-08 167557 0 0 7.26173e-11 0 0 0.00509912 0 0 0 0 0 0 1.54314e+12 1.54314e+12 1.54314e+12 1.54314e+12 
0.0145 -2.05713 -5.35713 -3.13111 -4.74857 -0.14287 1.32361e+07 1.74366e+14 0.000204314 0.00108909 4.33278e-16 3.04255e-08 167562 0 0 7.26296e-11 0 0 0.00509912 0 0 0 0 0 0 1.5433e+12 1.5433e+12 1.5433e+12 1.5433e+12 
0.015 -2.04875 -5.34875 -3.12272 -4.74019 -0.151248 1.32377e+07 1.74359e+14 0.000204321 0.00108911 4.33347e-16 3.04247e-08 167566 0 0 7.2642e-11 0 0 0.00509912 0 0 0 0 0 0 1.54346e+12 1.54346e+12 1.54346e+12 1.54346e+12 
0.0155 -2.04037 -5.34037 -3.11434 -4.73181 -0.159626 1.32393e+07 1.74351e+14 0.000204328 0.00108913 4.33414e-16 3.04239e-08 167571 0 0 7.26543e-11 0 0 0.00509912 0 0 0 0 0 0 1.5436e+12 1.5436e+12 1.5436e+12 1.5436e+12 
0.016 -2.032 -5.332 -3.10596 -4.72343 -0.168005 1.32408e+07 1.74343e+14 0.000204335 0.00108915 4.3348e-16 3.04231e-08 167575 0 0 7.26666e-11 0 0 0.00509912 0 0 0 0 0 0 1.54374e+12 1.54374e+12 1.54374e+12 1.54374e+12 
0.0165 -2.02362 -5.32362 -3.09758 -4.71505 -0.176384 1.32423e+07 1.74335e+14 0.000204342 0.00108917 4.33544e-16 3.04223e-08 167580 0 0 7.2679e-11 0 0 0.00509912 0 0 0 0 0 0 1.54388e+12 1.54388e+12 1.54388e+12 1.54388e+12 
0.017 -2.01524 -5.31524 -3.0892 -4.70667 -0.184763 1.32438e+07 1.74327e+14 0.00020435 0.00108919 4.33608e-16 3.04215e-08 167584 0 0 7.26913e-11 0 0 0.00509912 0 0 0 0 0 0 1.54402e+12 1.54402e+12 1.54402e+12 1.54402e+12 
0.0175 -2.00686 -5.30686 -3.08081 -4.69829 -0.193142 1.32453e+07 1.74319e+14 0.000204357 0.00108921 4.33672e-16 3.04206e-08 167589 0 0 7.27036e-11 0 0 0.00509912 0 0 0 0 0 0 1.54415e+12 1.54415e+12 1.54415e+12 1.54415e+12 
0.018 -1.99848 -5.29848 -3.07243 -4.6899 -0.201522 1.32467e+07 1.74311e+14 0.000204364 0.00108923 4.33734e-16 3.04198e-08 167593 0 0 7.2716e-11 0 0 0.00509912 0 0 0 0 0 0 1.54428e+12 1.54428e+12 1.54428e+12 1.54428e+12 
0.0185 -1.9901 -5.2901 -3.06405 -4.68152 -0.209901 1.32482e+07 1.74303e+14 0.000204371 0.00108925 4.33797e-16 3.0419e-08 167598 0 0 7.27283e-11 0 0 0.00509912 0 0 0 0 0 0 1.54442e+12 1.54442e+12 1.54442e+12 1.54442e+12 
0.019 -1.98172 -5.28172 -3.05567 -4.67314 -0.218281 1.32496e+07 1.74295e+14 0.000204378 0.00108927 4.3386e-16 3.04182e-08 167602 0 0 7.27406e-11 0 0 0.00509912 0 0 0 0 0 0 1.54455e+12 1.54455e+12 1.54455e+12 1.54455e+12 
0.0195 -1.97334 -5.27334 -3.04728 -4.66476 -0.226662 1.32511e+07 1.74288e+14 0.000204386 0.00108929 4.33922e-16 3.04174e-08 167607 0 0 7.2753e-11 0 0 0.00509912 0 0 0 0 0 0 1.54468e+12 1.54468e+12 1.54468e+12 1.54468e+12 
