# tmm TMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
300 0 0.088173 0.911826
301 0 0.088191 0.911808
302 0 0.088223 0.911776
303 0 0.088227 0.911772
304 0 0.088234 0.911765
305 0 0.088214 0.911785
306 0 0.087966 0.912033
307 0 0.087688 0.912311
308 0 0.087376 0.912623
309 0 0.087071 0.912928
310 0 0.086763 0.913236
311 0 0.085856 0.914143
312 0 0.084884 0.915115
313 0 0.083885 0.916114
314 0 0.082883 0.917116
315 0 0.081884 0.918115
316 0 0.080621 0.919378
317 0 0.079264 0.920735
318 0 0.077873 0.922126
319 0 0.076478 0.923521
320 0 0.07506 0.924939
321 0 0.073344 0.926655
322 0 0.071562 0.928437
323 0 0.069787 0.930212
324 0 0.068035 0.931964
325 0 0.066245 0.933754
326 0 0.064399 0.9356
327 0 0.062583 0.937416
328 0 0.060825 0.939174
329 0 0.059081 0.940918
330 0 0.057394 0.942605
331 0 0.055718 0.944281
332 0 0.054169 0.94583
333 0 0.052775 0.947224
334 0 0.051399 0.9486
335 0 0.050111 0.949888
336 0 0.049047 0.950952
337 0 0.048215 0.951784
338 0 0.047609 0.95239
339 0 0.047203 0.952796
340 0 0.046834 0.953165
341 0 0.046364 0.953635
342 0 0.046093 0.953906
343 0 0.046123 0.953876
344 0 0.04643 0.953569
345 0 0.04713 0.952869
346 0 0.047897 0.952102
347 0 0.048669 0.95133
348 0 0.049416 0.950583
349 0 0.050681 0.949318
350 0 0.052229 0.94777
351 0 0.053893 0.946106
352 0 0.0559 0.944099
353 0 0.057917 0.942082
354 0 0.059939 0.94006
355 0 0.06215 0.937849
356 0 0.064661 0.935338
357 0 0.06721 0.932789
358 0 0.069936 0.930063
359 0 0.072865 0.927134
360 0 0.075943 0.924056
361 0 0.078826 0.921173
362 0 0.081782 0.918217
363 0 0.084891 0.915108
364 0 0.088087 0.911912
365 0 0.091194 0.908805
366 0 0.094345 0.905654
367 0 0.097581 0.902418
368 0 0.100847 0.899152
369 0 0.104124 0.895875
370 0 0.107516 0.892483
371 0 0.110575 0.889424
372 0 0.113629 0.88637
373 0 0.116448 0.883551
374 0 0.119343 0.880656
375 0 0.122261 0.877738
376 0 0.125127 0.874872
377 0 0.127956 0.872043
378 0 0.130472 0.869527
379 0 0.133122 0.866877
380 0 0.135584 0.864415
381 0 0.137911 0.862088
382 0 0.140289 0.85971
383 0 0.142469 0.85753
384 0 0.1446 0.855399
385 0 0.146623 0.853376
386 0 0.14853 0.851469
387 0 0.149851 0.850148
388 0 0.151358 0.848641
389 0 0.152874 0.847125
390 0 0.154531 0.845468
391 0 0.156317 0.843682
392 0 0.158065 0.841934
393 0 0.159439 0.84056
394 0 0.160577 0.839422
395 0 0.161768 0.838231
396 0 0.162484 0.837515
397 0 0.163221 0.836778
398 0 0.164304 0.835695
399 0 0.165456 0.834543
400 0 0.166401 0.833598
401 0 0.168069 0.83193
402 0 0.169528 0.830471
403 0 0.170788 0.829211
404 0 0.172043 0.827956
405 0 0.17336 0.826639
406 0 0.17441 0.825589
407 0 0.175548 0.824451
408 0 0.176788 0.823211
409 0 0.178165 0.821834
410 0 0.179396 0.820603
411 0 0.181338 0.818661
412 0 0.183399 0.8166
413 0 0.185373 0.814626
414 0 0.187318 0.812681
415 0 0.189142 0.810857
416 0 0.190871 0.809128
417 0 0.192735 0.807264
418 0 0.194695 0.805304
419 0 0.196633 0.803366
420 0 0.198509 0.80149
421 0 0.199903 0.800096
422 0 0.201287 0.798712
423 0 0.202656 0.797343
424 0 0.203853 0.796146
425 0 0.205044 0.794955
426 0 0.206233 0.793766
427 0 0.207344 0.792655
428 0 0.208338 0.791661
429 0 0.209351 0.790648
430 0 0.210331 0.789668
431 0 0.210164 0.789835
432 0 0.209791 0.790208
433 0 0.209408 0.790591
434 0 0.208926 0.791073
435 0 0.208373 0.791626
436 0 0.207819 0.79218
437 0 0.207145 0.792854
438 0 0.206385 0.793614
439 0 0.205519 0.79448
440 0 0.204674 0.795325
441 0 0.203083 0.796916
442 0 0.201468 0.798531
443 0 0.199691 0.800308
444 0 0.197854 0.802145
445 0 0.196056 0.803943
446 0 0.194146 0.805853
447 0 0.192132 0.807867
448 0 0.190072 0.809927
449 0 0.187973 0.812026
450 0 0.185763 0.814236
451 0 0.183267 0.816732
452 0 0.180771 0.819228
453 0 0.178157 0.821842
454 0 0.175569 0.82443
455 0 0.172879 0.82712
456 0 0.170119 0.82988
457 0 0.167373 0.832626
458 0 0.164573 0.835426
459 0 0.161756 0.838243
460 0 0.158824 0.841175
461 0 0.156298 0.843701
462 0 0.15377 0.846229
463 0 0.151218 0.848781
464 0 0.148564 0.851435
465 0 0.145902 0.854097
466 0 0.142904 0.857095
467 0 0.139893 0.860106
468 0 0.136949 0.86305
469 0 0.133939 0.86606
470 0 0.130884 0.869115
471 0 0.127914 0.872085
472 0 0.124989 0.87501
473 0 0.121971 0.878028
474 0 0.119012 0.880987
475 0 0.115941 0.884058
476 0 0.112983 0.887016
477 0 0.110018 0.889981
478 0 0.107113 0.892886
479 0 0.104222 0.895777
480 0 0.101408 0.898591
481 0 0.098687 0.901312
482 0 0.096057 0.903942
483 0 0.093497 0.906502
484 0 0.09094 0.909059
485 0 0.088439 0.91156
486 0 0.085925 0.914074
487 0 0.083511 0.916488
488 0 0.081109 0.91889
489 0 0.078745 0.921254
490 0 0.076505 0.923494
491 0 0.074332 0.925667
492 0 0.072144 0.927855
493 0 0.070118 0.929881
494 0 0.068135 0.931864
495 0 0.066153 0.933846
496 0 0.064278 0.935721
497 0 0.062417 0.937582
498 0 0.060597 0.939402
499 0 0.058897 0.941102
500 0 0.057239 0.94276
501 0 0.055622 0.944377
502 0 0.054075 0.945924
503 0 0.052576 0.947423
504 0 0.051138 0.948861
505 0 0.049777 0.950222
506 0 0.048513 0.951486
507 0 0.04726 0.952739
508 0 0.046109 0.95389
509 0 0.045018 0.954981
510 0 0.044018 0.955981
511 0 0.043079 0.95692
512 0 0.042207 0.957792
513 0 0.041393 0.958606
514 0 0.04064 0.959359
515 0 0.039972 0.960027
516 0 0.039366 0.960633
517 0 0.038786 0.961213
518 0 0.038279 0.96172
519 0 0.037839 0.96216
520 0 0.03746 0.962539
521 0 0.0371 0.962899
522 0 0.036824 0.963175
523 0 0.036577 0.963422
524 0 0.036373 0.963626
525 0 0.036236 0.963763
526 0 0.03613 0.963869
527 0 0.036062 0.963937
528 0 0.03603 0.963969
529 0 0.036048 0.963951
530 0 0.036114 0.963885
531 0 0.036201 0.963798
532 0 0.036306 0.963693
533 0 0.036486 0.963513
534 0 0.036684 0.963314
535 0 0.036918 0.963081
536 0 0.037148 0.962851
537 0 0.037438 0.962561
538 0 0.037761 0.962238
539 0 0.038103 0.961896
540 0 0.038447 0.961552
541 0 0.038842 0.961157
542 0 0.039233 0.960766
543 0 0.039658 0.96034
544 0 0.040101 0.959898
545 0 0.040571 0.959428
546 0 0.041056 0.958942
547 0 0.041568 0.958431
548 0 0.042084 0.957915
549 0 0.042627 0.957371
550 0 0.043176 0.956823
551 0 0.043737 0.956262
552 0 0.044299 0.9557
553 0 0.044879 0.95512
554 0 0.045483 0.954515
555 0 0.046109 0.95389
556 0 0.046714 0.953285
557 0 0.047351 0.952647
558 0 0.047984 0.952014
559 0 0.048617 0.951382
560 0 0.049269 0.95073
561 0 0.04994 0.950058
562 0 0.050615 0.949383
563 0 0.051326 0.948672
564 0 0.05205 0.947948
565 0 0.052751 0.947247
566 0 0.053491 0.946507
567 0 0.054236 0.945763
568 0 0.054994 0.945004
569 0 0.055736 0.944263
570 0 0.056535 0.943463
571 0 0.057322 0.942677
572 0 0.058122 0.941876
573 0 0.058936 0.941062
574 0 0.059755 0.940243
575 0 0.060624 0.939374
576 0 0.061457 0.938541
577 0 0.062289 0.937709
578 0 0.063145 0.936853
579 0 0.064011 0.935987
580 0 0.064875 0.935124
581 0 0.065732 0.934266
582 0 0.066606 0.933393
583 0 0.067491 0.932507
584 0 0.068338 0.93166
585 0 0.069243 0.930755
586 1e-06 0.070149 0.929849
587 1e-06 0.071052 0.928946
588 1e-06 0.071971 0.928027
589 1e-06 0.072868 0.92713
590 1e-06 0.073758 0.92624
591 1e-06 0.074671 0.925327
592 1e-06 0.075577 0.92442
593 1e-06 0.07647 0.923528
594 1e-06 0.077351 0.922647
595 1e-06 0.07824 0.921758
596 1e-06 0.079125 0.920872
597 1e-06 0.080017 0.91998
