# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Internal_Source_ElectricField
# 3 Internal_Poynting
# 4 Internal_Power
# 5 Internal_Intensity
# 6 Internal_Absorption
# x Internal_Source_ElectricField Internal_Poynting Internal_Power Internal_Intensity Internal_Absorption 
167 -0.227664 -0.14097 0 0.000187013 0.000482772 
168 -0.226826 -0.141029 0 0.000187092 0.000482974 
169 -0.225255 -0.141089 0 0.00018717 0.000483176 
170 -0.222957 -0.141148 0 0.000187249 0.000483379 
171 -0.219937 -0.141207 0 0.000187327 0.000483581 
172 -0.216206 -0.141266 0 0.000187406 0.000483784 
173 -0.211775 -0.141325 0 0.000187484 0.000483986 
174 -0.206658 -0.141384 0 0.000187563 0.000484189 
175 -0.200872 -0.141444 0 0.000187641 0.000484392 
176 -0.194435 -0.141503 0 0.00018772 0.000484595 
177 -0.187367 -0.141562 0 0.000187798 0.000484798 
178 -0.179691 -0.141621 0 0.000187877 0.000485001 
179 -0.171432 -0.141681 0 0.000187956 0.000485204 
180 -0.162616 -0.14174 0 0.000188035 0.000485408 
181 -0.153271 -0.1418 0 0.000188113 0.000485611 
182 -0.143427 -0.141859 0 0.000188192 0.000485815 
183 -0.133116 -0.141918 0 0.000188271 0.000486018 
184 -0.122371 -0.141978 0 0.00018835 0.000486222 
185 -0.111226 -0.142037 0 0.000188429 0.000486425 
186 -0.0997177 -0.142097 0 0.000188508 0.000486629 
187 -0.0878821 -0.142156 0 0.000188587 0.000486833 
188 -0.0757579 -0.142216 0 0.000188666 0.000487037 
189 -0.0633839 -0.142276 0 0.000188745 0.000487241 
190 -0.0508001 -0.142335 0 0.000188824 0.000487445 
191 -0.038047 -0.142395 0 0.000188903 0.000487649 
192 -0.0251657 -0.142454 0 0.000188982 0.000487854 
193 -0.0121977 -0.142514 0 0.000189061 0.000488058 
194 0.000815088 -0.142574 0 0.000189141 0.000488263 
195 0.0138307 -0.142634 0 0.00018922 0.000488467 
196 0.0268071 -0.142693 0 0.000189299 0.000488672 
197 0.0397024 -0.142753 0 0.000189378 0.000488877 
198 0.0524749 -0.142813 0 0.000189458 0.000489081 
199 0.0650833 -0.142873 0 0.000189537 0.000489286 
200 0.0774868 -0.142933 0 0.000189616 0.000489491 
201 0.0896453 -0.142992 0 0.000189696 0.000489696 
202 0.101519 -0.143052 0 0.000189775 0.000489902 
203 0.113071 -0.143112 0 0.000189855 0.000490107 
204 0.124262 -0.143172 0 0.000189934 0.000490312 
205 0.135056 -0.143232 0 0.000190014 0.000490518 
206 0.145419 -0.143292 0 0.000190094 0.000490723 
207 0.155317 -0.143352 0 0.000190173 0.000490929 
208 0.164717 -0.143412 0 0.000190253 0.000491134 
209 0.173589 -0.143472 0 0.000190333 0.00049134 
210 0.181905 -0.143533 0 0.000190412 0.000491546 
211 0.189636 -0.143593 0 0.000190492 0.000491752 
212 0.196759 -0.143653 0 0.000190572 0.000491958 
213 0.203249 -0.143713 0 0.000190652 0.000492164 
214 0.209085 -0.143773 0 0.000190732 0.00049237 
215 0.214249 -0.143833 0 0.000190812 0.000492577 
216 0.218723 -0.143894 0 0.000190892 0.000492783 
217 0.222493 -0.143954 0 0.000190972 0.000492989 
218 0.225546 -0.144014 0 0.000191052 0.000493196 
219 0.227872 -0.144075 0 0.000191132 0.000493403 
220 0.229463 -0.144135 0 0.000191212 0.000493609 
221 0.230314 -0.144195 0 0.000191292 0.000493816 
222 0.230421 -0.144256 0 0.000191372 0.000494023 
223 0.229784 -0.144316 0 0.000191452 0.00049423 
224 0.228405 -0.144377 0 0.000191532 0.000494437 
225 0.226288 -0.144437 0 0.000191613 0.000494644 
226 0.22344 -0.144498 0 0.000191693 0.000494851 
227 0.219868 -0.144558 0 0.000191773 0.000495059 
228 0.215586 -0.144619 0 0.000191854 0.000495266 
229 0.210605 -0.144679 0 0.000191934 0.000495474 
230 0.204942 -0.14474 0 0.000192014 0.000495681 
231 0.198615 -0.144801 0 0.000192095 0.000495889 
232 0.191644 -0.144861 0 0.000192175 0.000496097 
233 0.184051 -0.144922 0 0.000192256 0.000496305 
234 0.175861 -0.144983 0 0.000192336 0.000496512 
235 0.1671 -0.145044 0 0.000192417 0.000496721 
236 0.157795 -0.145104 0 0.000192498 0.000496929 
237 0.147976 -0.145165 0 0.000192578 0.000497137 
238 0.137676 -0.145226 0 0.000192659 0.000497345 
239 0.126927 -0.145287 0 0.00019274 0.000497553 
240 0.115764 -0.145348 0 0.00019282 0.000497762 
241 0.104222 -0.145409 0 0.000192901 0.00049797 
242 0.0923386 -0.145469 0 0.000192982 0.000498179 
243 0.0801522 -0.14553 0 0.000193063 0.000498388 
244 0.0677018 -0.145591 0 0.000193144 0.000498597 
245 0.0550277 -0.145652 0 0.000193225 0.000498806 
246 0.0421705 -0.145713 0 0.000193306 0.000499015 
247 0.0291717 -0.145774 0 0.000193387 0.000499224 
248 0.0160733 -0.145835 0 0.000193468 0.000499433 
249 0.00291754 -0.145897 0 0.000193549 0.000499642 
250 -0.0102532 -0.145958 0 0.00019363 0.000499851 
251 -0.0233963 -0.146019 0 0.000193711 0.000500061 
252 -0.0364694 -0.14608 0 0.000193792 0.00050027 
253 -0.0494302 -0.146141 0 0.000193873 0.00050048 
254 -0.0622368 -0.146202 0 0.000193954 0.00050069 
255 -0.0748478 -0.146264 0 0.000194036 0.000500899 
256 -0.0872224 -0.146325 0 0.000194117 0.000501109 
257 -0.0993205 -0.146386 0 0.000194198 0.000501319 
258 -0.111103 -0.146448 0 0.00019428 0.000501529 
259 -0.122532 -0.146509 0 0.000194361 0.000501739 
260 -0.13357 -0.14657 0 0.000194442 0.000501949 
261 -0.144181 -0.146632 0 0.000194524 0.00050216 
262 -0.154331 -0.146693 0 0.000194605 0.00050237 
263 -0.163986 -0.146755 0 0.000194687 0.000502581 
264 -0.173117 -0.146816 0 0.000194769 0.000502791 
265 -0.181692 -0.146878 0 0.00019485 0.000503002 
266 -0.189684 -0.146939 0 0.000194932 0.000503213 
267 -0.197067 -0.147001 0 0.000195013 0.000503423 
268 -0.203817 -0.147062 0 0.000195095 0.000503634 
269 -0.209911 -0.147124 0 0.000195177 0.000503845 
270 -0.21533 -0.147186 0 0.000195259 0.000504056 
271 -0.220057 -0.147247 0 0.00019534 0.000504268 
272 -0.224074 -0.147309 0 0.000195422 0.000504479 
273 -0.22737 -0.147371 0 0.000195504 0.00050469 
274 -0.229932 -0.147432 0 0.000195586 0.000504902 
275 -0.231754 -0.147494 0 0.000195668 0.000505113 
276 -0.232828 -0.147556 0 0.00019575 0.000505325 
277 -0.23315 -0.147618 0 0.000195832 0.000505537 
278 -0.23272 -0.14768 0 0.000195914 0.000505748 
279 -0.231538 -0.147742 0 0.000195996 0.00050596 
280 -0.229608 -0.147803 0 0.000196078 0.000506172 
281 -0.226935 -0.147865 0 0.00019616 0.000506384 
282 -0.223529 -0.147927 0 0.000196243 0.000506596 
283 -0.2194 -0.147989 0 0.000196325 0.000506809 
284 -0.21456 -0.148051 0 0.000196407 0.000507021 
285 -0.209026 -0.148113 0 0.000196489 0.000507234 
286 -0.202814 -0.148175 0 0.000196572 0.000507446 
287 -0.195944 -0.148237 0 0.000196654 0.000507659 
288 -0.18844 -0.1483 0 0.000196736 0.000507871 
289 -0.180323 -0.148362 0 0.000196819 0.000508084 
290 -0.171621 -0.148424 0 0.000196901 0.000508297 
291 -0.162361 -0.148486 0 0.000196984 0.00050851 
292 -0.152573 -0.148548 0 0.000197066 0.000508723 
293 -0.142288 -0.14861 0 0.000197149 0.000508936 
294 -0.131539 -0.148673 0 0.000197232 0.000509149 
295 -0.120361 -0.148735 0 0.000197314 0.000509363 
296 -0.10879 -0.148797 0 0.000197397 0.000509576 
297 -0.0968622 -0.14886 0 0.00019748 0.00050979 
298 -0.084617 -0.148922 0 0.000197562 0.000510003 
299 -0.0720934 -0.148984 0 0.000197645 0.000510217 
300 -0.0593318 -0.149047 0 0.000197728 0.000510431 
301 -0.0463732 -0.149109 0 0.000197811 0.000510644 
302 -0.0332595 -0.149172 0 0.000197894 0.000510858 
303 -0.0200329 -0.149234 0 0.000197976 0.000511072 
304 -0.006736 -0.149297 0 0.000198059 0.000511287 
305 0.00658818 -0.149359 0 0.000198142 0.000511501 
306 0.0198967 -0.149422 0 0.000198225 0.000511715 
307 0.0331465 -0.149485 0 0.000198308 0.000511929 
308 0.0462948 -0.149547 0 0.000198392 0.000512144 
309 0.0592992 -0.14961 0 0.000198475 0.000512358 
310 0.0721175 -0.149673 0 0.000198558 0.000512573 
311 0.0847083 -0.149735 0 0.000198641 0.000512788 
312 0.0970309 -0.149798 0 0.000198724 0.000513003 
313 0.109045 -0.149861 0 0.000198807 0.000513218 
314 0.120713 -0.149924 0 0.000198891 0.000513433 
315 0.131995 -0.149986 0 0.000198974 0.000513648 
316 0.142856 -0.150049 0 0.000199057 0.000513863 
317 0.15326 -0.150112 0 0.000199141 0.000514078 
318 0.163174 -0.150175 0 0.000199224 0.000514294 
319 0.172565 -0.150238 0 0.000199308 0.000514509 
320 0.181402 -0.150301 0 0.000199391 0.000514725 
321 0.189658 -0.150364 0 0.000199475 0.00051494 
322 0.197304 -0.150427 0 0.000199558 0.000515156 
323 0.204317 -0.15049 0 0.000199642 0.000515372 
324 0.210673 -0.150553 0 0.000199726 0.000515588 
325 0.216351 -0.150616 0 0.000199809 0.000515804 
326 0.221333 -0.150679 0 0.000199893 0.00051602 
327 0.225603 -0.150742 0 0.000199977 0.000516236 
328 0.229145 -0.150805 0 0.000200061 0.000516452 
329 0.23195 -0.150868 0 0.000200144 0.000516669 
330 0.234006 -0.150932 0 0.000200228 0.000516885 
331 0.235308 -0.150995 0 0.000200312 0.000517102 
332 0.23585 -0.151058 0 0.000200396 0.000517319 
333 0.235631 -0.151121 0 0.00020048 0.000517535 
334 0.234651 -0.151185 0 0.000200564 0.000517752 
335 0.232913 -0.151248 0 0.000200648 0.000517969 
336 0.230422 -0.151311 0 0.000200732 0.000518186 
337 0.227186 -0.151375 0 0.000200816 0.000518403 
338 0.223215 -0.151438 0 0.0002009 0.00051862 
339 0.218522 -0.151502 0 0.000200984 0.000518838 
340 0.213121 -0.151565 0 0.000201069 0.000519055 
341 0.20703 -0.151629 0 0.000201153 0.000519272 
342 0.200267 -0.151692 0 0.000201237 0.00051949 
343 0.192855 -0.151756 0 0.000201322 0.000519708 
344 0.184817 -0.151819 0 0.000201406 0.000519925 
345 0.176179 -0.151883 0 0.00020149 0.000520143 
346 0.166969 -0.151947 0 0.000201575 0.000520361 
347 0.157215 -0.15201 0 0.000201659 0.000520579 
348 0.14695 -0.152074 0 0.000201744 0.000520797 
349 0.136206 -0.152138 0 0.000201828 0.000521015 
350 0.125017 -0.152201 0 0.000201913 0.000521234 
351 0.113421 -0.152265 0 0.000201997 0.000521452 
352 0.101453 -0.152329 0 0.000202082 0.000521671 
353 0.0891522 -0.152393 0 0.000202167 0.000521889 
354 0.0765587 -0.152457 0 0.000202251 0.000522108 
355 0.0637127 -0.152521 0 0.000202336 0.000522327 
356 0.0506555 -0.152584 0 0.000202421 0.000522545 
357 0.0374293 -0.152648 0 0.000202506 0.000522764 
358 0.0240767 -0.152712 0 0.00020259 0.000522983 
359 0.0106408 -0.152776 0 0.000202675 0.000523202 
360 -0.00283516 -0.15284 0 0.00020276 0.000523422 
361 -0.0163076 -0.152904 0 0.000202845 0.000523641 
362 -0.029733 -0.152968 0 0.00020293 0.00052386 
363 -0.043068 -0.153032 0 0.000203015 0.00052408 
364 -0.0562695 -0.153097 0 0.0002031 0.000524299 
365 -0.0692949 -0.153161 0 0.000203185 0.000524519 
366 -0.082102 -0.153225 0 0.00020327 0.000524739 
367 -0.0946493 -0.153289 0 0.000203356 0.000524959 
368 -0.106896 -0.153353 0 0.000203441 0.000525179 
369 -0.118803 -0.153418 0 0.000203526 0.000525399 
370 -0.130331 -0.153482 0 0.000203611 0.000525619 
371 -0.141444 -0.153546 0 0.000203697 0.000525839 
372 -0.152104 -0.153611 0 0.000203782 0.000526059 
373 -0.162277 -0.153675 0 0.000203867 0.00052628 
374 -0.171931 -0.153739 0 0.000203953 0.0005265 
375 -0.181034 -0.153804 0 0.000204038 0.000526721 
376 -0.189555 -0.153868 0 0.000204124 0.000526941 
377 -0.197469 -0.153933 0 0.000204209 0.000527162 
378 -0.204748 -0.153997 0 0.000204295 0.000527383 
379 -0.211369 -0.154062 0 0.00020438 0.000527604 
380 -0.21731 -0.154126 0 0.000204466 0.000527825 
381 -0.222552 -0.154191 0 0.000204552 0.000528046 
382 -0.227077 -0.154255 0 0.000204637 0.000528267 
383 -0.230871 -0.15432 0 0.000204723 0.000528489 
384 -0.233921 -0.154385 0 0.000204809 0.00052871 
385 -0.236218 -0.154449 0 0.000204895 0.000528932 
386 -0.237752 -0.154514 0 0.000204981 0.000529153 
387 -0.238519 -0.154579 0 0.000205066 0.000529375 
388 -0.238517 -0.154643 0 0.000205152 0.000529597 
389 -0.237744 -0.154708 0 0.000205238 0.000529819 
390 -0.236203 -0.154773 0 0.000205324 0.000530041 
391 -0.233899 -0.154838 0 0.00020541 0.000530263 
392 -0.230838 -0.154903 0 0.000205496 0.000530485 
393 -0.227031 -0.154968 0 0.000205582 0.000530707 
394 -0.222489 -0.155033 0 0.000205669 0.00053093 
395 -0.217227 -0.155098 0 0.000205755 0.000531152 
396 -0.211261 -0.155163 0 0.000205841 0.000531374 
397 -0.204611 -0.155228 0 0.000205927 0.000531597 
398 -0.197297 -0.155293 0 0.000206013 0.00053182 
399 -0.189343 -0.155358 0 0.0002061 0.000532043 
400 -0.180774 -0.155423 0 0.000206186 0.000532266 
401 -0.171618 -0.155488 0 0.000206273 0.000532489 
402 -0.161903 -0.155553 0 0.000206359 0.000532712 
403 -0.151662 -0.155618 0 0.000206445 0.000532935 
404 -0.140927 -0.155683 0 0.000206532 0.000533158 
405 -0.129733 -0.155749 0 0.000206618 0.000533382 
406 -0.118114 -0.155814 0 0.000206705 0.000533605 
407 -0.10611 -0.155879 0 0.000206792 0.000533829 
408 -0.0937577 -0.155944 0 0.000206878 0.000534052 
409 -0.0810975 -0.15601 0 0.000206965 0.000534276 
410 -0.0681703 -0.156075 0 0.000207052 0.0005345 
411 -0.0550174 -0.156141 0 0.000207138 0.000534724 
412 -0.0416814 -0.156206 0 0.000207225 0.000534948 
413 -0.0282052 -0.156271 0 0.000207312 0.000535172 
414 -0.0146323 -0.156337 0 0.000207399 0.000535396 
415 -0.00100647 -0.156402 0 0.000207486 0.00053562 
416 0.0126283 -0.156468 0 0.000207573 0.000535845 
417 0.0262281 -0.156533 0 0.00020766 0.000536069 
418 0.0397488 -0.156599 0 0.000207747 0.000536294 
419 0.0531469 -0.156665 0 0.000207834 0.000536519 
420 0.0663789 -0.15673 0 0.000207921 0.000536743 
421 0.0794022 -0.156796 0 0.000208008 0.000536968 
422 0.0921745 -0.156862 0 0.000208095 0.000537193 
423 0.104655 -0.156927 0 0.000208182 0.000537418 
424 0.116802 -0.156993 0 0.000208269 0.000537643 
425 0.128577 -0.157059 0 0.000208357 0.000537869 
426 0.139942 -0.157125 0 0.000208444 0.000538094 
427 0.15086 -0.157191 0 0.000208531 0.00053832 
428 0.161295 -0.157256 0 0.000208619 0.000538545 
429 0.171214 -0.157322 0 0.000208706 0.000538771 
430 0.180584 -0.157388 0 0.000208794 0.000538996 
431 0.189375 -0.157454 0 0.000208881 0.000539222 
432 0.197558 -0.15752 0 0.000208968 0.000539448 
433 0.205107 -0.157586 0 0.000209056 0.000539674 
434 0.211996 -0.157652 0 0.000209144 0.0005399 
435 0.218204 -0.157718 0 0.000209231 0.000540126 
436 0.22371 -0.157784 0 0.000209319 0.000540353 
437 0.228496 -0.15785 0 0.000209407 0.000540579 
438 0.232546 -0.157916 0 0.000209494 0.000540806 
439 0.235846 -0.157983 0 0.000209582 0.000541032 
440 0.238387 -0.158049 0 0.00020967 0.000541259 
441 0.240159 -0.158115 0 0.000209758 0.000541486 
442 0.241156 -0.158181 0 0.000209846 0.000541713 
443 0.241374 -0.158248 0 0.000209934 0.000541939 
444 0.240814 -0.158314 0 0.000210022 0.000542167 
445 0.239475 -0.15838 0 0.00021011 0.000542394 
446 0.237363 -0.158447 0 0.000210198 0.000542621 
447 0.234483 -0.158513 0 0.000210286 0.000542848 
448 0.230845 -0.158579 0 0.000210374 0.000543076 
449 0.226461 -0.158646 0 0.000210462 0.000543303 
450 0.221342 -0.158712 0 0.00021055 0.000543531 
451 0.215508 -0.158779 0 0.000210638 0.000543759 
452 0.208974 -0.158845 0 0.000210727 0.000543986 
453 0.201764 -0.158912 0 0.000210815 0.000544214 
454 0.193898 -0.158978 0 0.000210903 0.000544442 
455 0.185404 -0.159045 0 0.000210991 0.00054467 
456 0.176307 -0.159112 0 0.00021108 0.000544899 
457 0.166637 -0.159178 0 0.000211168 0.000545127 
458 0.156424 -0.159245 0 0.000211257 0.000545355 
459 0.145703 -0.159312 0 0.000211345 0.000545584 
460 0.134506 -0.159378 0 0.000211434 0.000545812 
461 0.122871 -0.159445 0 0.000211522 0.000546041 
462 0.110833 -0.159512 0 0.000211611 0.00054627 
463 0.0984331 -0.159579 0 0.0002117 0.000546499 
464 0.0857099 -0.159646 0 0.000211788 0.000546728 
465 0.0727046 -0.159713 0 0.000211877 0.000546957 
466 0.0594591 -0.15978 0 0.000211966 0.000547186 
467 0.046016 -0.159846 0 0.000212055 0.000547415 
468 0.0324187 -0.159913 0 0.000212144 0.000547644 
469 0.0187111 -0.15998 0 0.000212232 0.000547874 
470 0.00493722 -0.160047 0 0.000212321 0.000548103 
471 -0.00885833 -0.160115 0 0.00021241 0.000548333 
