# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Internal_Source_ElectricField
# 3 Internal_Poynting
# 4 Internal_Power
# 5 Internal_Absorption
# x Internal_Source_ElectricField Internal_Poynting Internal_Power Internal_Absorption 
0 -0.000920433 0 0 0 
1 -0.000925209 3.38813e-22 2.85299e-22 0 
2 -0.000934809 3.38813e-22 2.85299e-22 0 
3 -0.000944509 -3.38813e-22 -2.85299e-22 0 
4 -0.000954309 -3.38813e-22 -2.85299e-22 0 
5 -0.000964212 -3.38813e-22 -2.85299e-22 0 
6 -0.000974217 -3.38813e-22 -2.85299e-22 0 
7 -0.000984326 0 0 0 
8 -0.000994539 0 0 0 
9 -0.00100486 0 0 0 
10 -0.00101529 0 0 0 
11 -0.00102582 0 0 0 
12 -0.00103647 3.38813e-22 2.85299e-22 0 
13 -0.00104722 3.38813e-22 2.85299e-22 0 
14 -0.00105809 -3.38813e-22 -2.85299e-22 0 
15 -0.00106907 1.44821e-35 1.21781e-35 0 
16 -0.00108016 3.38813e-22 2.85299e-22 0 
17 -0.00109137 -3.38813e-22 -2.85299e-22 0 
18 -0.00110269 -3.38813e-22 -2.85299e-22 0 
19 -0.00111413 0 0 0 
20 -0.00112569 0 0 0 
21 -0.00113737 0 0 0 
22 -0.00114918 -6.77626e-22 -5.70598e-22 0 
23 -0.0011611 -6.77626e-22 -5.70598e-22 0 
24 -0.00117315 0 0 0 
25 -0.00118532 0 0 0 
26 -0.00119762 0 0 0 
27 -0.00121005 6.77626e-22 5.70598e-22 0 
28 -0.0012226 6.77626e-22 5.70598e-22 0 
29 -0.00123529 0 0 0 
30 -0.00124811 6.77626e-22 5.70598e-22 0 
31 -0.00126106 6.77626e-22 5.70598e-22 0 
32 -0.00127414 0 0 0 
33 -0.00128736 0 0 0 
34 -0.00130072 0 0 0 
35 -0.00131422 6.77626e-22 5.70598e-22 0 
36 -0.00132786 6.77626e-22 5.70598e-22 0 
37 -0.00134163 0 0 0 
38 -0.00135556 6.77626e-22 5.70598e-22 0 
39 -0.00136962 6.77626e-22 5.70598e-22 0 
40 -0.00138383 6.77626e-22 5.70598e-22 0 
41 -0.00139819 6.77626e-22 5.70598e-22 0 
42 -0.0014127 0 0 0 
43 -0.00142736 0 0 0 
44 -0.00144217 6.77626e-22 5.70598e-22 0 
45 -0.00145713 -1.44821e-35 -1.22251e-35 0 
46 -0.00147225 -6.77626e-22 -5.70598e-22 0 
47 -0.00148753 6.77626e-22 5.70598e-22 0 
48 -0.00150297 6.77626e-22 5.70598e-22 0 
49 -0.00151856 0 0 0 
50 -0.00153432 0 0 0 
51 -0.00155024 0 0 0 
52 -0.00156632 0 0 0 
53 -0.00158258 0 0 0 
54 -0.001599 0 0 0 
55 -0.00161559 0 0 0 
56 -0.00163235 -1.35525e-21 -1.1412e-21 0 
57 -0.00164929 -1.35525e-21 -1.1412e-21 0 
58 -0.00166641 0 0 0 
59 -0.0016837 -1.35525e-21 -1.1412e-21 0 
60 -0.00170117 -1.35525e-21 -1.1412e-21 0 
61 -0.00171882 0 0 0 
62 -0.00173666 0 0 0 
63 -0.00175468 -1.35525e-21 -1.1412e-21 0 
64 -0.00177288 -1.35525e-21 -1.1412e-21 0 
65 -0.00179128 0 0 0 
66 -0.00180987 -1.35525e-21 -1.1412e-21 0 
67 -0.00182865 -5.77403e-35 -4.87125e-35 0 
68 -0.00184762 1.35525e-21 1.1412e-21 0 
69 -0.00186679 1.35525e-21 1.1412e-21 0 
70 -0.00188616 1.35525e-21 1.1412e-21 0 
71 -0.00190573 0 0 0 
72 -0.00192551 0 0 0 
73 -0.00194549 1.35525e-21 1.1412e-21 0 
74 -0.00196568 1.35525e-21 1.1412e-21 0 
75 -0.00198607 0 0 0 
76 -0.00200668 0 0 0 
77 -0.0020275 0 0 0 
78 -0.00204854 0 0 0 
79 -0.0020698 1.35525e-21 1.1412e-21 0 
80 -0.00209127 -1.91841e-35 -1.61748e-35 0 
81 -0.00211297 -1.35525e-21 -1.1412e-21 0 
82 -0.0021349 1.35525e-21 1.1412e-21 0 
83 -0.00215705 2.71051e-21 2.28239e-21 0 
84 -0.00217943 1.35525e-21 1.1412e-21 0 
85 -0.00220205 0 0 0 
86 -0.0022249 -1.35525e-21 -1.1412e-21 0 
87 -0.00224798 -1.91841e-35 -1.61748e-35 0 
88 -0.00227131 1.35525e-21 1.1412e-21 0 
89 -0.00229488 -2.71051e-21 -2.28239e-21 0 
90 -0.00231869 -2.71051e-21 -2.28239e-21 0 
91 -0.00234275 0 0 0 
92 -0.00236706 0 0 0 
93 -0.00239162 2.71051e-21 2.28239e-21 0 
94 -0.00241644 2.71051e-21 2.28239e-21 0 
95 -0.00244151 0 0 0 
96 -0.00246684 0 0 0 
97 -0.00249244 0 0 0 
98 -0.0025183 0 0 0 
99 -0.00254443 2.71051e-21 2.28239e-21 0 
100 -0.00257084 2.71051e-21 2.28239e-21 0 
101 -0.00259751 0 0 0 
102 -0.00262446 -2.71051e-21 -2.28239e-21 0 
103 -0.0026517 -2.71051e-21 -2.28239e-21 0 
104 -0.00267921 2.71051e-21 2.28239e-21 0 
105 -0.00270701 5.42101e-21 4.56478e-21 0 
106 -0.0027351 2.71051e-21 2.28239e-21 0 
107 -0.00276348 0 0 0 
108 -0.00279216 -2.71051e-21 -2.28239e-21 0 
109 -0.00282113 -2.71051e-21 -2.28239e-21 0 
110 -0.0028504 0 0 0 
111 -0.00287998 -2.71051e-21 -2.28239e-21 0 
112 -0.00290986 -2.71051e-21 -2.28239e-21 0 
113 -0.00294006 2.71051e-21 2.28239e-21 0 
114 -0.00297056 5.42101e-21 4.56478e-21 0 
115 -0.00300139 2.71051e-21 2.28239e-21 0 
116 -0.00303253 -2.71051e-21 -2.28239e-21 0 
117 -0.003064 -2.71051e-21 -2.28239e-21 0 
118 -0.00309579 0 0 0 
119 -0.00312791 0 0 0 
120 -0.00316037 0 0 0 
121 -0.00319316 -5.42101e-21 -4.56478e-21 0 
122 -0.0032263 -5.42101e-21 -4.56478e-21 0 
123 -0.00325977 -5.42101e-21 -4.56478e-21 0 
124 -0.0032936 0 0 0 
125 -0.00332777 9.78312e-33 8.23862e-33 0 
126 -0.0033623 -5.42101e-21 -4.56478e-21 0 
127 -0.00339719 0 0 0 
128 -0.00343244 -5.42101e-21 -4.56478e-21 0 
129 -0.00346806 -1.0842e-20 -9.12956e-21 0 
130 -0.00350405 -5.42101e-21 -4.56478e-21 0 
131 -0.0035404 0 0 0 
132 -0.00357714 0 0 0 
133 -0.00361426 5.42101e-21 4.56478e-21 0 
134 -0.00365176 5.42101e-21 4.56478e-21 0 
135 -0.00368965 0 0 0 
136 -0.00372794 0 0 0 
137 -0.00376662 0 0 0 
138 -0.00380571 0 0 0 
139 -0.00384519 5.42101e-21 4.56478e-21 0 
140 -0.00388509 5.42101e-21 4.56478e-21 0 
141 -0.00392541 0 0 0 
142 -0.00396614 0 0 0 
143 -0.00400729 -5.42101e-21 -4.56478e-21 0 
144 -0.00404887 -5.42101e-21 -4.56478e-21 0 
145 -0.00409089 0 0 0 
146 -0.00413333 0 0 0 
147 -0.00417622 0 0 0 
148 -0.00421956 5.42101e-21 4.56478e-21 0 
149 -0.00426334 5.42101e-21 4.56478e-21 0 
150 -0.00430758 5.42101e-21 4.56478e-21 0 
151 -0.00435228 -4.61922e-34 -3.88948e-34 0 
152 -0.00439744 -5.42101e-21 -4.56478e-21 0 
153 -0.00444307 0 0 0 
154 -0.00448917 -5.42101e-21 -4.56478e-21 0 
155 -0.00453575 -5.42101e-21 -4.56478e-21 0 
156 -0.00458282 0 0 0 
157 -0.00463037 0 0 0 
158 -0.00467841 0 0 0 
159 -0.00472696 0 0 0 
160 -0.00477601 0 0 0 
161 -0.00482557 0 0 0 
162 -0.00487564 -1.0842e-20 -9.12956e-21 0 
163 -0.00492623 -1.23229e-33 -1.0382e-33 0 
164 -0.00497735 1.0842e-20 9.12956e-21 0 
165 -0.00502899 0 0 0 
166 -0.00508117 0 0 0 
167 -0.0051339 0 0 0 
168 -0.00518717 0 0 0 
169 -0.00524099 0 0 0 
170 -0.00529538 0 0 0 
171 -0.00535032 -1.0842e-20 -9.12956e-21 0 
172 -0.00540584 -1.0842e-20 -9.12956e-21 0 
173 -0.00546193 0 0 0 
174 -0.00551861 0 0 0 
175 -0.00557587 1.0842e-20 9.12956e-21 0 
176 -0.00563373 2.1684e-20 1.82591e-20 0 
177 -0.00569219 1.0842e-20 9.12956e-21 0 
178 -0.00575125 0 0 0 
179 -0.00581093 0 0 0 
180 -0.00587122 0 0 0 
181 -0.00593215 0 0 0 
182 -0.0059937 0 0 0 
183 -0.00605589 0 0 0 
184 -0.00611873 -1.0842e-20 -9.12956e-21 0 
185 -0.00618222 -1.0842e-20 -9.12956e-21 0 
186 -0.00624637 0 0 0 
187 -0.00631118 1.0842e-20 9.12956e-21 0 
188 -0.00637667 1.0842e-20 9.12956e-21 0 
189 -0.00644284 0 0 0 
190 -0.00650969 0 0 0 
191 -0.00657724 0 0 0 
192 -0.00664549 0 0 0 
193 -0.00671444 0 0 0 
194 -0.00678411 0 0 0 
195 -0.00685451 0 0 0 
196 -0.00692563 0 0 0 
197 -0.0069975 0 0 0 
198 -0.0070701 0 0 0 
199 -0.00714347 0 0 0 
200 -0.00721759 0 0 0 
201 -0.00729248 -2.1684e-20 -1.82591e-20 0 
202 -0.00736815 -4.33681e-20 -3.65183e-20 0 
203 -0.00744461 -2.1684e-20 -1.82591e-20 0 
204 -0.00752185 2.1684e-20 1.82591e-20 0 
205 -0.0075999 -1.23079e-33 -1.0382e-33 0 
206 -0.00767876 -2.1684e-20 -1.82591e-20 0 
207 -0.00775844 2.1684e-20 1.82591e-20 0 
208 -0.00783894 2.46459e-33 2.07639e-33 0 
209 -0.00792028 0 0 0 
210 -0.00800247 0 0 0 
211 -0.0080855 -2.1684e-20 -1.82591e-20 0 
212 -0.0081694 2.1684e-20 1.82591e-20 0 
213 -0.00825417 -1.23079e-33 -1.0382e-33 0 
214 -0.00833982 -2.1684e-20 -1.82591e-20 0 
215 -0.00842636 0 0 0 
216 -0.00851379 0 0 0 
217 -0.00860213 -2.1684e-20 -1.82591e-20 0 
218 -0.00869139 -2.1684e-20 -1.82591e-20 0 
219 -0.00878158 0 0 0 
220 -0.0088727 0 0 0 
221 -0.00896477 0 0 0 
222 -0.00905779 0 0 0 
223 -0.00915177 0 0 0 
224 -0.00924674 0 0 0 
225 -0.00934268 0 0 0 
226 -0.00943963 0 0 0 
227 -0.00953758 0 0 0 
228 -0.00963654 0 0 0 
229 -0.00973653 0 0 0 
230 -0.00983756 0 0 0 
231 -0.00993964 -4.33681e-20 -3.65183e-20 0 
232 -0.0100428 -4.33681e-20 -3.65183e-20 0 
233 -0.010147 -4.33681e-20 -3.65183e-20 0 
234 -0.0102523 -8.67362e-20 -7.30365e-20 0 
235 -0.0103587 -4.33681e-20 -3.65183e-20 0 
236 -0.0104661 0 0 0 
237 -0.0105747 0 0 0 
238 -0.0106845 0 0 0 
239 -0.0107953 0 0 0 
240 -0.0109074 4.33681e-20 3.65183e-20 0 
241 -0.0110205 4.33681e-20 3.65183e-20 0 
242 -0.0111349 0 0 0 
243 -0.0112504 4.33681e-20 3.65183e-20 0 
244 -0.0113672 4.33681e-20 3.65183e-20 0 
245 -0.0114851 -4.33681e-20 -3.65183e-20 0 
246 -0.0116043 -4.33681e-20 -3.65183e-20 0 
247 -0.0117247 0 0 0 
248 -0.0118464 0 0 0 
249 -0.0119693 -4.33681e-20 -3.65183e-20 0 
250 -0.0120935 -4.33681e-20 -3.65183e-20 0 
251 -0.012219 -4.33681e-20 -3.65183e-20 0 
252 -0.0123457 -4.33681e-20 -3.65183e-20 0 
253 -0.0124739 0 0 0 
254 -0.0126033 0 0 0 
255 -0.0127341 0 0 0 
256 -0.0128662 8.67362e-20 7.30365e-20 0 
257 -0.0129997 8.67362e-20 7.30365e-20 0 
258 -0.0131346 0 0 0 
259 -0.0132709 0 0 0 
260 -0.0134086 8.67362e-20 7.30365e-20 0 
261 -0.0135477 8.67362e-20 7.30365e-20 0 
262 -0.0136883 0 0 0 
263 -0.0138303 0 0 0 
264 -0.0139738 -8.67362e-20 -7.30365e-20 0 
265 -0.0141188 -9.85835e-33 -8.30557e-33 0 
266 -0.0142653 1.73472e-19 1.46073e-19 0 
267 -0.0144134 8.67362e-20 7.30365e-20 0 
268 -0.0145629 0 0 0 
269 -0.014714 0 0 0 
270 -0.0148667 0 0 0 
271 -0.015021 0 0 0 
272 -0.0151768 0 0 0 
273 -0.0153343 -8.67362e-20 -7.30365e-20 0 
274 -0.0154934 -8.67362e-20 -7.30365e-20 0 
275 -0.0156542 0 0 0 
276 -0.0158166 0 0 0 
277 -0.0159807 0 0 0 
278 -0.0161466 -8.67362e-20 -7.30365e-20 0 
279 -0.0163141 -8.67362e-20 -7.30365e-20 0 
280 -0.0164834 0 0 0 
281 -0.0166544 0 0 0 
282 -0.0168272 0 0 0 
283 -0.0170018 8.67362e-20 7.30365e-20 0 
284 -0.0171783 -1.47935e-32 -1.24584e-32 0 
285 -0.0173565 -9.85835e-33 -8.30557e-33 0 
286 -0.0175366 8.67362e-20 7.30365e-20 0 
287 -0.0177186 0 0 0 
288 -0.0179024 0 0 0 
289 -0.0180882 0 0 0 
290 -0.0182759 -1.73472e-19 -1.46073e-19 0 
291 -0.0184655 -1.73472e-19 -1.46073e-19 0 
292 -0.0186571 0 0 0 
293 -0.0188507 1.73472e-19 1.46073e-19 0 
294 -0.0190463 3.46945e-19 2.92146e-19 0 
295 -0.0192439 3.46945e-19 2.92146e-19 0 
296 -0.0194436 1.73472e-19 1.46073e-19 0 
297 -0.0196454 0 0 0 
298 -0.0198492 0 0 0 
299 -0.0200552 0 0 0 
300 -0.0202633 0 0 0 
301 -0.0204736 1.73472e-19 1.46073e-19 0 
302 -0.020686 3.46945e-19 2.92146e-19 0 
303 -0.0209006 9.84632e-33 8.30557e-33 0 
304 -0.0211175 -1.73472e-19 -1.46073e-19 0 
305 -0.0213366 0 0 0 
306 -0.021558 1.73472e-19 1.46073e-19 0 
307 -0.0217817 -9.84632e-33 -8.30557e-33 0 
308 -0.0220077 -9.84632e-33 -8.30557e-33 0 
309 -0.0222361 1.73472e-19 1.46073e-19 0 
310 -0.0224668 0 0 0 
311 -0.0227 0 0 0 
312 -0.0229355 1.73472e-19 1.46073e-19 0 
313 -0.0231735 9.87039e-33 8.30557e-33 0 
314 -0.0234139 -1.73472e-19 -1.46073e-19 0 
315 -0.0236569 -1.73472e-19 -1.46073e-19 0 
316 -0.0239024 -1.73472e-19 -1.46073e-19 0 
317 -0.0241504 0 0 0 
318 -0.024401 0 0 0 
319 -0.0246542 1.73472e-19 1.46073e-19 0 
320 -0.02491 -1.97167e-32 -1.66111e-32 0 
321 -0.0251685 0 0 0 
322 -0.0254296 3.94334e-32 3.32223e-32 0 
323 -0.0256935 -1.73472e-19 -1.46073e-19 0 
324 -0.0259601 0 0 0 
325 -0.0262295 0 0 0 
326 -0.0265016 0 0 0 
327 -0.0267766 0 0 0 
328 -0.0270545 0 0 0 
329 -0.0273352 -3.46945e-19 -2.92146e-19 0 
330 -0.0276188 -3.46945e-19 -2.92146e-19 0 
331 -0.0279054 0 0 0 
332 -0.028195 3.46945e-19 2.92146e-19 0 
333 -0.0284875 0 0 0 
334 -0.0287831 -3.46945e-19 -2.92146e-19 0 
335 -0.0290818 0 0 0 
336 -0.0293836 0 0 0 
337 -0.0296885 0 0 0 
338 -0.0299965 0 0 0 
339 -0.0303078 0 0 0 
340 -0.0306223 -3.46945e-19 -2.92146e-19 0 
341 -0.03094 -6.93889e-19 -5.84292e-19 0 
342 -0.031261 -3.46945e-19 -2.92146e-19 0 
343 -0.0315854 0 0 0 
344 -0.0319132 -3.46945e-19 -2.92146e-19 0 
345 -0.0322443 -3.46945e-19 -2.92146e-19 0 
346 -0.0325789 0 0 0 
347 -0.0329169 0 0 0 
348 -0.0332585 0 0 0 
349 -0.0336036 3.46945e-19 2.92146e-19 0 
350 -0.0339523 3.46945e-19 2.92146e-19 0 
351 -0.0343046 0 0 0 
352 -0.0346605 0 0 0 
353 -0.0350202 3.46945e-19 2.92146e-19 0 
354 -0.0353836 3.46945e-19 2.92146e-19 0 
355 -0.0357507 0 0 0 
356 -0.0361217 0 0 0 
357 -0.0364965 0 0 0 
358 -0.0368752 -6.93889e-19 -5.84292e-19 0 
359 -0.0372578 -6.93889e-19 -5.84292e-19 0 
360 -0.0376444 0 0 0 
361 -0.038035 0 0 0 
362 -0.0384297 0 0 0 
363 -0.0388285 -6.93889e-19 -5.84292e-19 0 
364 -0.0392314 -6.93889e-19 -5.84292e-19 0 
365 -0.0396384 0 0 0 
366 -0.0400497 0 0 0 
367 -0.0404653 -6.93889e-19 -5.84292e-19 0 
368 -0.0408852 -1.38778e-18 -1.16858e-18 0 
369 -0.0413094 -6.93889e-19 -5.84292e-19 0 
370 -0.0417381 0 0 0 
371 -0.0421712 -6.93889e-19 -5.84292e-19 0 
372 -0.0426088 -6.93889e-19 -5.84292e-19 0 
373 -0.0430509 0 0 0 
374 -0.0434976 0 0 0 
375 -0.0439489 0 0 0 
376 -0.044405 6.93889e-19 5.84292e-19 0 
377 -0.0448657 6.93889e-19 5.84292e-19 0 
378 -0.0453313 6.93889e-19 5.84292e-19 0 
379 -0.0458016 1.38778e-18 1.16858e-18 0 
380 -0.0462769 6.93889e-19 5.84292e-19 0 
381 -0.0467571 0 0 0 
382 -0.0472423 6.93889e-19 5.84292e-19 0 
383 -0.0477325 6.93889e-19 5.84292e-19 0 
384 -0.0482277 -6.93889e-19 -5.84292e-19 0 
385 -0.0487282 -6.93889e-19 -5.84292e-19 0 
386 -0.0492338 -6.93889e-19 -5.84292e-19 0 
387 -0.0497447 -1.38778e-18 -1.16858e-18 0 
388 -0.0502608 -6.93889e-19 -5.84292e-19 0 
389 -0.0507824 6.93889e-19 5.84292e-19 0 
390 -0.0513093 -6.93889e-19 -5.84292e-19 0 
391 -0.0518417 -1.38778e-18 -1.16858e-18 0 
392 -0.0523796 0 0 0 
393 -0.0529231 -1.38778e-18 -1.16858e-18 0 
394 -0.0534723 -1.38778e-18 -1.16858e-18 0 
395 -0.0540271 0 0 0 
396 -0.0545877 0 0 0 
397 -0.0551542 0 0 0 
398 -0.0557265 0 0 0 
399 -0.0563047 0 0 0 
400 -0.0565953 0 0 0 
400 -0.0571539 5.55112e-18 4.67434e-18 0 
401 -0.0574073 2.77556e-18 2.33717e-18 0 
402 -0.0578881 1.38778e-18 1.16858e-18 0 
403 -0.0583165 2.08167e-18 1.75288e-18 0 
404 -0.0586921 3.46945e-18 2.92146e-18 0 
405 -0.0590147 2.77556e-18 2.33717e-18 0 
406 -0.0592839 -1.04083e-18 -8.76438e-19 0 
407 -0.0594995 3.46945e-19 2.92146e-19 0 
408 -0.0596613 2.42861e-18 2.04502e-18 0 
409 -0.0597691 3.46945e-19 2.92146e-19 0 
410 -0.0598228 -1.61478e-18 -1.35973e-18 0 
411 -0.0598225 4.66885e-19 3.93142e-19 0 
412 -0.059768 6.93889e-18 5.84292e-18 0 
413 -0.0596595 8.67362e-18 7.30365e-18 0 
414 -0.059497 5.20417e-18 4.38219e-18 0 
415 -0.0592807 8.32667e-18 7.01151e-18 0 
416 -0.0590107 1.31839e-17 1.11016e-17 0 
417 -0.0586874 1.31839e-17 1.11016e-17 0 
418 -0.058311 1.04083e-17 8.76438e-18 0 
419 -0.0578819 6.93889e-18 5.84292e-18 0 
420 -0.0574004 1.11022e-17 9.34867e-18 0 
421 -0.056867 1.38778e-17 1.16858e-17 0 
422 -0.0562822 1.11022e-17 9.34867e-18 0 
423 -0.0556465 8.32667e-18 7.01151e-18 0 
424 -0.0549604 1.11022e-17 9.34867e-18 0 
425 -0.0542246 1.38778e-17 1.16858e-17 0 
426 -0.0534398 1.11022e-17 9.34867e-18 0 
427 -0.0526067 1.52656e-17 1.28544e-17 0 
428 -0.0517259 1.38778e-17 1.16858e-17 0 
429 -0.0507984 9.71445e-18 8.18009e-18 0 
430 -0.0498249 1.11022e-17 9.34867e-18 0 
431 -0.0488064 1.52656e-17 1.28544e-17 0 
432 -0.0477437 1.80411e-17 1.51916e-17 0 
433 -0.0466378 2.08167e-17 1.75288e-17 0 
434 -0.0454898 2.35922e-17 1.98659e-17 0 
435 -0.0443006 1.94289e-17 1.63602e-17 0 
436 -0.0430713 1.249e-17 1.05173e-17 0 
437 -0.0418031 1.11022e-17 9.34867e-18 0 
438 -0.0404971 1.38778e-17 1.16858e-17 0 
439 -0.0391544 1.38778e-17 1.16858e-17 0 
440 -0.0377763 6.93889e-18 5.84292e-18 0 
441 -0.0363641 4.16334e-18 3.50575e-18 0 
442 -0.034919 1.38778e-17 1.16858e-17 0 
443 -0.0334422 1.52656e-17 1.28544e-17 0 
444 -0.0319353 8.32667e-18 7.01151e-18 0 
445 -0.0303994 5.55112e-18 4.67434e-18 0 
446 -0.0288361 1.11022e-17 9.34867e-18 0 
447 -0.0272466 1.66533e-17 1.4023e-17 0 
448 -0.0256326 1.249e-17 1.05173e-17 0 
449 -0.0239953 1.11022e-17 9.34867e-18 0 
450 -0.0223364 1.11022e-17 9.34867e-18 0 
451 -0.0206572 9.71445e-18 8.18009e-18 0 
452 -0.0189594 9.71445e-18 8.18009e-18 0 
453 -0.0172444 9.71445e-18 8.18009e-18 0 
454 -0.0155138 7.63278e-18 6.42721e-18 0 
455 -0.0137691 5.55112e-18 4.67434e-18 0 
456 -0.0120121 9.02056e-18 7.5958e-18 0 
457 -0.0102441 1.249e-17 1.05173e-17 0 
458 -0.00846691 9.71445e-18 8.18009e-18 0 
459 -0.00668204 7.97973e-18 6.71936e-18 0 
460 -0.00489113 1.17961e-17 9.93297e-18 0 
461 -0.0030958 1.00614e-17 8.47224e-18 0 
462 -0.00129767 1.02349e-17 8.61831e-18 0 
463 0.000501643 1.04951e-17 8.83742e-18 0 
464 0.0023005 1.0842e-17 9.12956e-18 0 
465 0.00409727 1.30104e-17 1.09555e-17 0 
466 0.00589034 9.71445e-18 8.18009e-18 0 
467 0.00767808 1.00614e-17 8.47224e-18 0 
468 0.00945887 1.38778e-17 1.16858e-17 0 
469 0.0112311 1.249e-17 1.05173e-17 0 
470 0.0129932 1.31839e-17 1.11016e-17 0 
471 0.0147435 1.52656e-17 1.28544e-17 0 
