# tmm TMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
300 0 0.078133 0.921866
301 0 0.078253 0.921746
302 0 0.078357 0.921642
303 0 0.078495 0.921504
304 0 0.078652 0.921347
305 0 0.078834 0.921165
306 0 0.07909 0.920909
307 0 0.079393 0.920606
308 0 0.079739 0.92026
309 0 0.080091 0.919908
310 0 0.080499 0.9195
311 0 0.081093 0.918906
312 0 0.081763 0.918236
313 0 0.082473 0.917526
314 0 0.083267 0.916732
315 0 0.084114 0.915885
316 0 0.085145 0.914854
317 0 0.086218 0.913781
318 0 0.087333 0.912666
319 0 0.088529 0.91147
320 0 0.089885 0.910114
321 0 0.091511 0.908488
322 0 0.093185 0.906814
323 0 0.094806 0.905193
324 0 0.096491 0.903508
325 0 0.098373 0.901626
326 0 0.100358 0.899641
327 0 0.102333 0.897666
328 0 0.104349 0.89565
329 0 0.106478 0.893521
330 0 0.108602 0.891397
331 0 0.110798 0.889201
332 0 0.112777 0.887222
333 0 0.114602 0.885397
334 0 0.116842 0.883157
335 0 0.119246 0.880753
336 0 0.121436 0.878563
337 0 0.123258 0.876741
338 0 0.12479 0.875209
339 0 0.126218 0.873781
340 0 0.128057 0.871942
341 0 0.130549 0.86945
342 0 0.132973 0.867026
343 0 0.134971 0.865028
344 0 0.136623 0.863376
345 0 0.137594 0.862405
346 0 0.138931 0.861068
347 0 0.140883 0.859116
348 0 0.143687 0.856312
349 0 0.145299 0.8547
350 0 0.146546 0.853453
351 0 0.147579 0.85242
352 0 0.147967 0.852032
353 0 0.148912 0.851087
354 0 0.15039 0.849609
355 0 0.15169 0.848309
356 0 0.152185 0.847814
357 0 0.152956 0.847043
358 0 0.153595 0.846404
359 0 0.15376 0.846239
360 0 0.153629 0.84637
361 0 0.153984 0.846015
362 0 0.154111 0.845888
363 0 0.153433 0.846566
364 0 0.152868 0.847131
365 0 0.152631 0.847368
366 0 0.15277 0.847229
367 0 0.152222 0.847777
368 0 0.15169 0.848309
369 0 0.150746 0.849253
370 0 0.149659 0.85034
371 0 0.14743 0.852569
372 0 0.146051 0.853948
373 0 0.145763 0.854236
374 0 0.145334 0.854665
375 0 0.144832 0.855167
376 0 0.143398 0.856601
377 0 0.141117 0.858882
378 0 0.138607 0.861392
379 0 0.135631 0.864368
380 0 0.133548 0.866451
381 0 0.132706 0.867293
382 0 0.131908 0.868091
383 0 0.130824 0.869175
384 0 0.129122 0.870877
385 0 0.126719 0.87328
386 0 0.124333 0.875666
387 0 0.120749 0.87925
388 0 0.118038 0.881961
389 0 0.116072 0.883927
390 0 0.114623 0.885376
391 0 0.113517 0.886482
392 0 0.112175 0.887824
393 0 0.109664 0.890335
394 0 0.107194 0.892805
395 0 0.104421 0.895578
396 0 0.101623 0.898376
397 0 0.098784 0.901215
398 0 0.096775 0.903224
399 0 0.095333 0.904666
400 0 0.093569 0.90643
401 0 0.091806 0.908193
402 0 0.089803 0.910196
403 0 0.087424 0.912575
404 0 0.085396 0.914603
405 0 0.083367 0.916632
406 0 0.081107 0.918892
407 0 0.079136 0.920863
408 0 0.077329 0.92267
409 0 0.075756 0.924243
410 0 0.074052 0.925947
411 0 0.072207 0.927792
412 0 0.070443 0.929556
413 0 0.068735 0.931264
414 0 0.067017 0.932982
415 0 0.065364 0.934635
416 0 0.063712 0.936287
417 0 0.062135 0.937864
418 0 0.060627 0.939372
419 0 0.059134 0.940865
420 0 0.057728 0.942271
421 0 0.056136 0.943863
422 0 0.054549 0.94545
423 0 0.053023 0.946976
424 0 0.051505 0.948494
425 0 0.050052 0.949947
426 0 0.048674 0.951325
427 0 0.04731 0.952689
428 0 0.045957 0.954042
429 0 0.044677 0.955322
430 0 0.043432 0.956567
431 0 0.042113 0.957886
432 0 0.040838 0.959161
433 0 0.039626 0.960373
434 0 0.038455 0.961544
435 0 0.037381 0.962618
436 0 0.036371 0.963628
437 0 0.035409 0.96459
438 0 0.034483 0.965516
439 0 0.033637 0.966362
440 0 0.032837 0.967162
441 0 0.032077 0.967922
442 0 0.03137 0.968629
443 0 0.030731 0.969268
444 0 0.030124 0.969875
445 0 0.029624 0.970375
446 0 0.029168 0.970831
447 0 0.028784 0.971215
448 0 0.028473 0.971526
449 0 0.02821 0.971789
450 0 0.028029 0.97197
451 0 0.027891 0.972108
452 0 0.027839 0.97216
453 0 0.027842 0.972157
454 0 0.027936 0.972063
455 0 0.028083 0.971916
456 0 0.028307 0.971692
457 0 0.028612 0.971387
458 0 0.02896 0.971039
459 0 0.029395 0.970604
460 0 0.029867 0.970132
461 0 0.030374 0.969625
462 0 0.030929 0.96907
463 0 0.031536 0.968463
464 0 0.032206 0.967793
465 0 0.032896 0.967103
466 0 0.033751 0.966248
467 0 0.034645 0.965354
468 0 0.035604 0.964395
469 0 0.036627 0.963372
470 0 0.037672 0.962327
471 0 0.038742 0.961257
472 0 0.03987 0.960129
473 0 0.041022 0.958977
474 0 0.042218 0.957781
475 0 0.04344 0.956559
476 0 0.044732 0.955267
477 0 0.046087 0.953912
478 0 0.047422 0.952577
479 0 0.048838 0.951161
480 0 0.050238 0.949761
481 0 0.051614 0.948385
482 0 0.053026 0.946973
483 0 0.054452 0.945547
484 0 0.0559 0.944099
485 0 0.05734 0.942659
486 0 0.058752 0.941247
487 0 0.060183 0.939816
488 0 0.061663 0.938336
489 0 0.063132 0.936867
490 0 0.064584 0.935415
491 0 0.066044 0.933955
492 0 0.067476 0.932523
493 0 0.068938 0.931061
494 0 0.070431 0.929568
495 0 0.071882 0.928117
496 0 0.073296 0.926703
497 0 0.074714 0.925285
498 0 0.076118 0.923881
499 0 0.077493 0.922506
500 0 0.078885 0.921114
501 0 0.08017 0.919829
502 0 0.081426 0.918573
503 0 0.082659 0.91734
504 0 0.083847 0.916152
505 0 0.084997 0.915002
506 0 0.086135 0.913864
507 0 0.087203 0.912796
508 0 0.088265 0.911734
509 0 0.089296 0.910703
510 0 0.0903 0.909699
511 0 0.091268 0.908731
512 0 0.092179 0.90782
513 0 0.09306 0.906938
514 0 0.093937 0.906062
515 0 0.094779 0.90522
516 0 0.095612 0.904387
517 0 0.096422 0.903577
518 0 0.097235 0.902764
519 0 0.098013 0.901986
520 0 0.098782 0.901217
521 0 0.099517 0.900482
522 0 0.100273 0.899726
523 0 0.100945 0.899054
524 0 0.101639 0.89836
525 0 0.102322 0.897677
526 0 0.102967 0.897032
527 0 0.103565 0.896434
528 0 0.104194 0.895805
529 0 0.104773 0.895226
530 0 0.105367 0.894632
531 0 0.105889 0.89411
532 0 0.106382 0.893617
533 0 0.106918 0.893081
534 0 0.107393 0.892606
535 0 0.107883 0.892116
536 0 0.108291 0.891708
537 0 0.108734 0.891265
538 0 0.10916 0.890839
539 0 0.109575 0.890424
540 0 0.109921 0.890078
541 0 0.110294 0.889705
542 0 0.110594 0.889405
543 0 0.110924 0.889075
544 0 0.111225 0.888774
545 0 0.111531 0.888467
546 0 0.111807 0.888192
547 0 0.112059 0.887939
548 0 0.112339 0.88766
549 0 0.112583 0.887415
550 0 0.112806 0.887192
551 0 0.113009 0.886989
552 0 0.113199 0.8868
553 0 0.113359 0.88664
554 0 0.113535 0.886463
555 0 0.113736 0.886262
556 0 0.113882 0.886117
557 0 0.114049 0.885949
558 0 0.114176 0.885822
559 0 0.114325 0.885674
560 0 0.114471 0.885527
561 0 0.114616 0.885382
562 0 0.114782 0.885217
563 0 0.114946 0.885052
564 0 0.115117 0.884881
565 0 0.11528 0.884718
566 0 0.115425 0.884573
567 0 0.11561 0.884388
568 0 0.115758 0.88424
569 0 0.115919 0.88408
570 0 0.116129 0.883869
571 0 0.116325 0.883673
572 0 0.116475 0.883524
573 0 0.116682 0.883317
574 0 0.116885 0.883113
575 0 0.11712 0.882878
576 0 0.117271 0.882727
577 0 0.117419 0.88258
578 0 0.117618 0.882381
579 0 0.117772 0.882226
580 0 0.117943 0.882055
581 0 0.118086 0.881913
582 0 0.118237 0.881761
583 0 0.118412 0.881586
584 0 0.118511 0.881487
585 0 0.118674 0.881324
586 0 0.118829 0.881169
587 1e-06 0.118951 0.881047
588 1e-06 0.119057 0.880941
589 1e-06 0.119167 0.880831
590 1e-06 0.119234 0.880764
591 1e-06 0.119337 0.880661
592 1e-06 0.119473 0.880525
593 1e-06 0.119541 0.880456
594 1e-06 0.119602 0.880396
595 1e-06 0.119659 0.880339
596 1e-06 0.119684 0.880314
597 1e-06 0.119718 0.88028
598 1e-06 0.119749 0.880249
599 1e-06 0.119777 0.88022
600 1e-06 0.119763 0.880234
601 1e-06 0.119821 0.880176
602 1e-06 0.119853 0.880144
603 1e-06 0.119839 0.880158
604 1e-06 0.119844 0.880153
605 2e-06 0.119871 0.880126
606 2e-06 0.119907 0.880089
607 2e-06 0.119897 0.8801
608 2e-06 0.1199 0.880096
609 2e-06 0.119924 0.880072
610 2e-06 0.119921 0.880076
611 2e-06 0.119931 0.880065
612 2e-06 0.119918 0.880078
613 2e-06 0.119907 0.88009
614 3e-06 0.119924 0.880072
615 3e-06 0.119911 0.880085
616 3e-06 0.119884 0.880111
617 3e-06 0.119861 0.880135
618 3e-06 0.119833 0.880163
619 3e-06 0.119778 0.880218
620 3e-06 0.119699 0.880296
621 3e-06 0.119615 0.88038
622 4e-06 0.119473 0.880522
623 4e-06 0.119282 0.880713
624 4e-06 0.119102 0.880892
625 4e-06 0.118866 0.881128
626 4e-06 0.118571 0.881423
627 4e-06 0.118265 0.881729
628 5e-06 0.117915 0.882079
629 5e-06 0.117502 0.882492
630 5e-06 0.11705 0.882944
631 5e-06 0.116566 0.883428
632 5e-06 0.115988 0.884005
633 5e-06 0.115424 0.884569
634 5e-06 0.114795 0.885198
635 6e-06 0.114073 0.88592
636 6e-06 0.113313 0.88668
637 6e-06 0.112546 0.887447
638 6e-06 0.111669 0.888324
639 6e-06 0.110814 0.889178
640 6e-06 0.109934 0.890058
641 6e-06 0.109055 0.890937
642 7e-06 0.108037 0.891955
643 7e-06 0.107077 0.892914
644 7e-06 0.106062 0.893929
645 7e-06 0.104965 0.895027
646 7e-06 0.103941 0.89605
647 7e-06 0.102985 0.897006
648 7e-06 0.101999 0.897993
649 8e-06 0.100877 0.899114
650 8e-06 0.09981 0.900181
651 8e-06 0.098856 0.901135
652 8e-06 0.0977 0.90229
653 8e-06 0.096614 0.903376
654 8e-06 0.09566 0.90433
655 8e-06 0.094777 0.905214
656 8e-06 0.093981 0.90601
657 8e-06 0.093287 0.906703
658 8e-06 0.092576 0.907414
659 9e-06 0.091627 0.908363
660 9e-06 0.090881 0.909109
661 9e-06 0.090423 0.909567
662 9e-06 0.08989 0.910099
663 9e-06 0.08934 0.91065
664 9e-06 0.089031 0.910959
665 9e-06 0.088689 0.911301
666 9e-06 0.088515 0.911474
667 1e-05 0.088281 0.911708
668 1e-05 0.088316 0.911673
669 9e-06 0.088628 0.911361
670 1e-05 0.08877 0.911219
671 1e-05 0.088788 0.911201
672 1e-05 0.08883 0.911159
673 1e-05 0.089125 0.910863
674 1e-05 0.089477 0.910512
675 1e-05 0.089916 0.910072
676 1e-05 0.090367 0.909621
677 1e-05 0.090888 0.9091
678 1e-05 0.091647 0.908341
679 1e-05 0.092312 0.907676
680 1e-05 0.093118 0.90687
681 1e-05 0.094003 0.905985
682 1e-05 0.094722 0.905266
683 1.1e-05 0.09527 0.904718
684 1.1e-05 0.095714 0.904274
685 1.1e-05 0.096216 0.903772
686 1.1e-05 0.096607 0.90338
687 1.1e-05 0.097025 0.902962
688 1.1e-05 0.09767 0.902317
689 1.1e-05 0.098463 0.901524
690 1.1e-05 0.09907 0.900917
691 1.1e-05 0.099575 0.900413
692 1.2e-05 0.099976 0.900011
693 1.2e-05 0.100398 0.899589
694 1.2e-05 0.100846 0.899141
695 1.2e-05 0.101325 0.898662
696 1.2e-05 0.101894 0.898093
697 1.2e-05 0.102523 0.897463
698 1.2e-05 0.103007 0.89698
699 1.2e-05 0.103501 0.896486
700 1.2e-05 0.104057 0.895929
701 1.2e-05 0.104515 0.895472
702 1.2e-05 0.104887 0.895099
703 1.2e-05 0.105209 0.894777
704 1.2e-05 0.105462 0.894525
705 1.3e-05 0.105818 0.894168
706 1.3e-05 0.106045 0.893941
707 1.3e-05 0.106098 0.893888
708 1.3e-05 0.106027 0.893959
709 1.3e-05 0.106147 0.893839
710 1.3e-05 0.106079 0.893907
711 1.3e-05 0.105869 0.894117
712 1.3e-05 0.105856 0.894129
713 1.3e-05 0.105597 0.894388
714 1.3e-05 0.105291 0.894695
715 1.3e-05 0.105123 0.894862
716 1.3e-05 0.104687 0.895298
