#tmm Radiation results with respect to radial wave number (tmm_study)
# 0 ratio[1] 
# 1 kr value[1]
# 2 Emission angle [deg]
# 3 Power flow back
#  Powerflow front
# ratio  kr  Emission_angle  Power_back  Power_front
0  0  0  0.000148447  0.000148447
0.005  0.000173643  0.00500002  0.000148441  0.000148441
0.01  0.000347285  0.0100002  0.000148424  0.000148424
0.015  0.000520928  0.0150006  0.000148396  0.000148396
0.02  0.00069457  0.0200013  0.000148358  0.000148358
0.025  0.000868213  0.0250026  0.000148307  0.000148307
0.03  0.00104186  0.0300045  0.000148246  0.000148246
0.035  0.0012155  0.0350071  0.000148174  0.000148174
0.04  0.00138914  0.0400107  0.00014809  0.00014809
0.045  0.00156278  0.0450152  0.000147996  0.000147996
0.05  0.00173643  0.0500209  0.00014789  0.00014789
0.055  0.00191007  0.0550278  0.000147774  0.000147774
0.06  0.00208371  0.0600361  0.000147646  0.000147646
0.065  0.00225735  0.0650459  0.000147507  0.000147507
0.07  0.002431  0.0700573  0.000147357  0.000147357
0.075  0.00260464  0.0750705  0.000147196  0.000147196
0.08  0.00277828  0.0800856  0.000147024  0.000147024
0.085  0.00295192  0.0851027  0.000146841  0.000146841
0.09  0.00312557  0.0901219  0.000146647  0.000146647
0.095  0.00329921  0.0951435  0.000146442  0.000146442
0.1  0.00347285  0.100167  0.000146225  0.000146225
0.105  0.00364649  0.105194  0.000145998  0.000145998
0.11  0.00382014  0.110223  0.00014576  0.00014576
0.115  0.00399378  0.115255  0.000145512  0.000145512
0.12  0.00416742  0.12029  0.000145252  0.000145252
0.125  0.00434106  0.125328  0.000144981  0.000144981
0.13  0.00451471  0.130369  0.000144699  0.000144699
0.135  0.00468835  0.135413  0.000144407  0.000144407
0.14  0.00486199  0.140461  0.000144104  0.000144104
0.145  0.00503563  0.145513  0.00014379  0.00014379
0.15  0.00520928  0.150568  0.000143465  0.000143465
0.155  0.00538292  0.155627  0.000143129  0.000143129
0.16  0.00555656  0.160691  0.000142783  0.000142783
0.165  0.0057302  0.165758  0.000142426  0.000142426
0.17  0.00590385  0.17083  0.000142058  0.000142058
0.175  0.00607749  0.175906  0.00014168  0.00014168
0.18  0.00625113  0.180986  0.000141291  0.000141291
0.185  0.00642477  0.186072  0.000140891  0.000140891
0.19  0.00659842  0.191162  0.000140481  0.000140481
0.195  0.00677206  0.196257  0.000140061  0.000140061
0.2  0.0069457  0.201358  0.000139629  0.000139629
0.205  0.00711935  0.206464  0.000139188  0.000139188
0.21  0.00729299  0.211575  0.000138736  0.000138736
0.215  0.00746663  0.216692  0.000138274  0.000138274
0.22  0.00764027  0.221814  0.000137801  0.000137801
0.225  0.00781392  0.226943  0.000137318  0.000137318
0.23  0.00798756  0.232078  0.000136825  0.000136825
0.235  0.0081612  0.237219  0.000136321  0.000136321
0.24  0.00833484  0.242366  0.000135807  0.000135807
0.245  0.00850849  0.24752  0.000135283  0.000135283
0.25  0.00868213  0.25268  0.000134749  0.000134749
0.255  0.00885577  0.257848  0.000134205  0.000134205
0.26  0.00902941  0.263022  0.000133651  0.000133651
0.265  0.00920306  0.268204  0.000133087  0.000133087
0.27  0.0093767  0.273393  0.000132513  0.000132513
0.275  0.00955034  0.27859  0.00013193  0.00013193
0.28  0.00972398  0.283794  0.000131336  0.000131336
0.285  0.00989763  0.289006  0.000130733  0.000130733
0.29  0.0100713  0.294227  0.000130119  0.000130119
0.295  0.0102449  0.299456  0.000129497  0.000129497
0.3  0.0104186  0.304693  0.000128864  0.000128864
0.305  0.0105922  0.309938  0.000128222  0.000128222
0.31  0.0107658  0.315193  0.000127571  0.000127571
0.315  0.0109395  0.320457  0.00012691  0.00012691
0.32  0.0111131  0.325729  0.000126239  0.000126239
0.325  0.0112868  0.331012  0.00012556  0.00012556
0.33  0.0114604  0.336304  0.000124871  0.000124871
0.335  0.0116341  0.341605  0.000124172  0.000124172
0.34  0.0118077  0.346917  0.000123465  0.000123465
0.345  0.0119813  0.352239  0.000122748  0.000122748
0.35  0.012155  0.357571  0.000122023  0.000122023
0.355  0.0123286  0.362914  0.000121288  0.000121288
0.36  0.0125023  0.368268  0.000120545  0.000120545
0.365  0.0126759  0.373633  0.000119793  0.000119793
0.37  0.0128495  0.379009  0.000119032  0.000119032
0.375  0.0130232  0.384397  0.000118262  0.000118262
0.38  0.0131968  0.389796  0.000117483  0.000117483
0.385  0.0133705  0.395208  0.000116696  0.000116696
0.39  0.0135441  0.400632  0.000115901  0.000115901
0.395  0.0137178  0.406068  0.000115097  0.000115097
0.4  0.0138914  0.411517  0.000114285  0.000114285
0.405  0.014065  0.416979  0.000113465  0.000113465
0.41  0.0142387  0.422454  0.000112636  0.000112636
0.415  0.0144123  0.427943  0.000111799  0.000111799
0.42  0.014586  0.433445  0.000110954  0.000110954
0.425  0.0147596  0.438962  0.000110102  0.000110102
0.43  0.0149333  0.444493  0.000109241  0.000109241
0.435  0.0151069  0.450038  0.000108373  0.000108373
0.44  0.0152805  0.455599  0.000107497  0.000107497
0.445  0.0154542  0.461174  0.000106613  0.000106613
0.45  0.0156278  0.466765  0.000105722  0.000105722
0.455  0.0158015  0.472372  0.000104824  0.000104824
0.46  0.0159751  0.477995  0.000103918  0.000103918
0.465  0.0161488  0.483635  0.000103005  0.000103005
0.47  0.0163224  0.489291  0.000102085  0.000102085
0.475  0.016496  0.494964  0.000101157  0.000101157
0.48  0.0166697  0.500655  0.000100223  0.000100223
0.485  0.0168433  0.506363  9.92821e-05  9.92821e-05
0.49  0.017017  0.51209  9.83343e-05  9.83343e-05
0.495  0.0171906  0.517835  9.73798e-05  9.73798e-05
0.5  0.0173643  0.523599  9.64189e-05  9.64189e-05
0.505  0.0175379  0.529382  9.54515e-05  9.54515e-05
0.51  0.0177115  0.535185  9.44778e-05  9.44778e-05
0.515  0.0178852  0.541008  9.34979e-05  9.34979e-05
