# tmm TMMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
923 0.000171 0.861992 0.137836
924 0.00017 0.861994 0.137835
925 0.000169 0.862013 0.137816
926 0.000168 0.86202 0.137811
927 0.000167 0.862045 0.137786
928 0.000167 0.862095 0.137737
929 0.000166 0.862169 0.137664
930 0.000165 0.862248 0.137585
931 0.000164 0.86229 0.137544
932 0.000163 0.862328 0.137507
933 0.000162 0.862433 0.137403
934 0.000161 0.862583 0.137254
935 0.000161 0.862617 0.137221
936 0.00016 0.862747 0.137091
937 0.000159 0.862839 0.137001
938 0.000158 0.862928 0.136912
939 0.000158 0.863061 0.13678
940 0.000157 0.863154 0.136688
941 0.000156 0.863279 0.136563
942 0.000155 0.863439 0.136404
943 0.000154 0.8635 0.136344
944 0.000154 0.863683 0.136162
945 0.000153 0.863853 0.135992
946 0.000152 0.86397 0.135876
947 0.000152 0.864124 0.135723
948 0.000151 0.864339 0.135508
949 0.00015 0.864555 0.135294
950 0.000149 0.86475 0.135099
