# DOI:10.1039/C6TC02135B + experimental 
# | wavelength | n | k
914.5 1.9987 0
915 1.9987 0
915.5 1.9987 0
916 1.9987 0
916.5 1.9987 0
917 1.9987 0
917.5 1.9987 0
918 1.9987 0
918.5 1.9987 0
919 1.9987 0
919.5 1.9987 0
920 1.9987 0
920.5 1.9987 0
921 1.9987 0
921.5 1.9987 0
922 1.9987 0
922.5 1.9987 0
923 1.9987 0
923.5 1.9987 0
924 1.9987 0
924.5 1.9987 0
925 1.9987 0
925.5 1.9987 0
926 1.9987 0
926.5 1.9987 0
927 1.9987 0
927.5 1.9987 0
928 1.9987 0
928.5 1.9987 0
929 1.9987 0
929.5 1.9987 0
930 1.9987 0
930.5 1.9987 0
931 1.9987 0
931.5 1.9987 0
932 1.9987 0
932.5 1.9987 0
933 1.9987 0
933.5 1.9987 0
934 1.9987 0
934.5 1.9987 0
935 1.9987 0
935.5 1.9987 0
936 1.9987 0
936.5 1.9987 0
937 1.9987 0
937.5 1.9987 0
938 1.9987 0
938.5 1.99868 0
939 1.99859 0
939.5 1.99838 0
940 1.99813 0
940.5 1.99789 0
941 1.99767 0
941.5 1.99744 0
942 1.9972 0
942.5 1.99697 0
943 1.99674 0
943.5 1.99651 0
944 1.99628 0
944.5 1.99605 0
945 1.99582 0
945.5 1.99559 0
946 1.99536 0
946.5 1.99513 0
947 1.9949 0
947.5 1.99467 0
948 1.99444 0
948.5 1.99422 0
949 1.99399 0
949.5 1.99376 0
950 1.99353 0
950.5 1.9933 0
951 1.99307 0
951.5 1.99285 0
952 1.99261 0
952.5 1.99235 0
953 1.99215 0
953.5 1.99209 0
954 1.9921 0
954.5 1.9921 0
955 1.9921 0
955.5 1.9921 0
956 1.9921 0
956.5 1.9921 0
957 1.9921 0
957.5 1.9921 0
958 1.9921 0
958.5 1.9921 0
959 1.9921 0
959.5 1.9921 0
960 1.9921 0
960.5 1.9921 0
961 1.9921 0
961.5 1.9921 0
962 1.9921 0
962.5 1.9921 0
963 1.9921 0
963.5 1.9921 0
964 1.9921 0
964.5 1.9921 0
965 1.9921 0
965.5 1.9921 0
966 1.9921 0
966.5 1.9921 0
967 1.9921 0
967.5 1.9921 0
968 1.9921 0
968.5 1.9921 0
969 1.9921 0
969.5 1.9921 0
970 1.9921 0
970.5 1.9921 0
971 1.9921 0
971.5 1.9921 0
972 1.9921 0
972.5 1.9921 0
973 1.9921 0
973.5 1.9921 0
974 1.9921 0
974.5 1.9921 0
975 1.9921 0
975.5 1.9921 0
976 1.9921 0
976.5 1.9921 0
977 1.9921 0
977.5 1.9921 0
978 1.9921 0
978.5 1.9921 0
979 1.9921 0
979.5 1.9921 0
980 1.9921 0
980.5 1.9921 0
981 1.9921 0
981.5 1.9921 0
982 1.9921 0
982.5 1.9921 0
983 1.9921 0
983.5 1.9921 0
984 1.9921 0
984.5 1.9921 0
985 1.9921 0
985.5 1.9921 0
986 1.9921 0
986.5 1.9921 0
987 1.9921 0
987.5 1.9921 0
988 1.9921 0
988.5 1.9921 0
989 1.9921 0
989.5 1.99209 0
990 1.9921 0
990.5 1.99212 0
991 1.9921 0
991.5 1.99197 0
992 1.99176 0
992.5 1.99155 0
993 1.99134 0
993.5 1.99112 0
994 1.99091 0
994.5 1.9907 0
995 1.99049 0
995.5 1.99027 0
996 1.99006 0
996.5 1.98985 0
997 1.98963 0
997.5 1.98943 0
998 1.98921 0
998.5 1.98897 0
999 1.98878 0
999.5 1.98871 0
1000 1.9887 0
1000.5 1.9887 0
1001 1.9887 0
1001.5 1.9887 0
1002 1.9887 0
1002.5 1.9887 0
1003 1.9887 0
1003.5 1.9887 0
1004 1.9887 0
1004.5 1.9887 0
1005 1.9887 0
1005.5 1.9887 0
1006 1.9887 0
1006.5 1.98872 0
1007 1.9887 0
1007.5 1.98859 0
1008 1.98842 0
1008.5 1.98822 0
1009 1.98802 0
1009.5 1.98781 0
1010 1.98761 0
1010.5 1.98741 0
1011 1.98721 0
1011.5 1.98701 0
1012 1.9868 0
1012.5 1.9866 0
1013 1.9864 0
1013.5 1.9862 0
1014 1.986 0
1014.5 1.9858 0
1015 1.98559 0
1015.5 1.98539 0
1016 1.98519 0
1016.5 1.98499 0
1017 1.98478 0
1017.5 1.98458 0
1018 1.98438 0
1018.5 1.98418 0
1019 1.98397 0
1019.5 1.98377 0
1020 1.98357 0
1020.5 1.98336 0
1021 1.98316 0
1021.5 1.98296 0
1022 1.98276 0
1022.5 1.98256 0
1023 1.98235 0
1023.5 1.98214 0
1024 1.982 0
1024.5 1.98197 0
1025 1.982 0
1025.5 1.98201 0
1026 1.982 0
1026.5 1.982 0
1027 1.982 0
1027.5 1.982 0
1028 1.982 0
1028.5 1.982 0
1029 1.982 0
1029.5 1.982 0
1030 1.982 0
1030.5 1.982 0
1031 1.982 0
1031.5 1.982 0
1032 1.982 0
1032.5 1.982 0
1033 1.982 0
1033.5 1.982 0
1034 1.982 0
1034.5 1.982 0
1035 1.982 0
1035.5 1.982 0
1036 1.982 0
1036.5 1.982 0
1037 1.982 0
1037.5 1.982 0
1038 1.982 0
1038.5 1.982 0
1039 1.982 0
1039.5 1.982 0
1040 1.982 0
1040.5 1.982 0
1041 1.982 0
1041.5 1.982 0
1042 1.982 0
1042.5 1.982 0
1043 1.982 0
1043.5 1.982 0
1044 1.982 0
1044.5 1.982 0
1045 1.982 0
1045.5 1.982 0
1046 1.982 0
1046.5 1.982 0
1047 1.982 0
1047.5 1.982 0
1048 1.982 0
1048.5 1.982 0
1049 1.982 0
1049.5 1.982 0
1050 1.982 0
1050.5 1.982 0
1051 1.982 0
1051.5 1.982 0
1052 1.982 0
1052.5 1.982 0
1053 1.982 0
1053.5 1.982 0
1054 1.982 0
1054.5 1.982 0
1055 1.982 0
1055.5 1.982 0
1056 1.982 0
1056.5 1.982 0
1057 1.982 0
1057.5 1.982 0
1058 1.982 0
1058.5 1.982 0
1059 1.982 0
1059.5 1.982 0
1060 1.982 0
1060.5 1.982 0
1061 1.982 0
1061.5 1.982 0
1062 1.982 0
1062.5 1.982 0
1063 1.982 0
1063.5 1.982 0
1064 1.982 0
1064.5 1.982 0
1065 1.982 0
1065.5 1.982 0
1066 1.982 0
1066.5 1.982 0
1067 1.982 0
1067.5 1.982 0
1068 1.982 0
1068.5 1.982 0
1069 1.982 0
1069.5 1.982 0
1070 1.982 0
1070.5 1.982 0
1071 1.982 0
1071.5 1.982 0
1072 1.982 0
1072.5 1.982 0
1073 1.982 0
1073.5 1.982 0
1074 1.982 0
1074.5 1.982 0
1075 1.982 0
1075.5 1.982 0
1076 1.982 0
1076.5 1.982 0
1077 1.982 0
1077.5 1.982 0
1078 1.982 0
1078.5 1.982 0
1079 1.982 0
1079.5 1.982 0
1080 1.982 0
1080.5 1.982 0
1081 1.982 0
1081.5 1.982 0
1082 1.982 0
1082.5 1.982 0
1083 1.982 0
1083.5 1.982 0
1084 1.982 0
1084.5 1.982 0
1085 1.982 0
1085.5 1.982 0
1086 1.982 0
1086.5 1.98197 0
1087 1.98189 0
1087.5 1.98173 0
1088 1.98154 0
1088.5 1.98136 0
1089 1.98119 0
1089.5 1.98102 0
1090 1.98085 0
1090.5 1.98067 0
1091 1.9805 0
1091.5 1.98032 0
1092 1.98015 0
1092.5 1.97998 0
1093 1.9798 0
1093.5 1.97963 0
1094 1.97946 0
1094.5 1.97929 0
1095 1.97911 0
1095.5 1.97892 0
1096 1.97876 0
1096.5 1.9787 0
1097 1.9787 0
1097.5 1.9787 0
1098 1.9787 0
1098.5 1.9787 0
1099 1.9787 0
1099.5 1.9787 0
1100 1.9787 0
1100.5 1.9787 0
1101 1.9787 0
1101.5 1.9787 0
1102 1.9787 0
1102.5 1.9787 0
1103 1.9787 0
1103.5 1.9787 0
1104 1.9787 0
1104.5 1.97869 0
1105 1.9787 0
1105.5 1.97872 0
1106 1.97869 0
1106.5 1.97854 0
1107 1.97833 0
1107.5 1.97815 0
1108 1.97798 0
1108.5 1.97781 0
1109 1.97763 0
1109.5 1.97745 0
1110 1.97728 0
1110.5 1.9771 0
1111 1.97693 0
1111.5 1.97675 0
1112 1.97658 0
1112.5 1.9764 0
1113 1.97622 0
1113.5 1.97605 0
1114 1.97587 0
1114.5 1.9757 0
1115 1.97552 0
1115.5 1.97533 0
1116 1.9752 0
1116.5 1.97517 0
1117 1.9752 0
1117.5 1.97521 0
1118 1.9752 0
1118.5 1.9752 0
1119 1.9752 0
1119.5 1.9752 0
1120 1.9752 0
1120.5 1.9752 0
1121 1.9752 0
1121.5 1.9752 0
1122 1.9752 0
1122.5 1.9752 0
1123 1.9752 0
1123.5 1.9752 0
1124 1.9752 0
1124.5 1.9752 0
1125 1.9752 0
1125.5 1.9752 0
1126 1.9752 0
1126.5 1.9752 0
1127 1.9752 0
1127.5 1.9752 0
1128 1.9752 0
1128.5 1.9752 0
1129 1.9752 0
1129.5 1.9752 0
1130 1.9752 0
1130.5 1.9752 0
1131 1.9752 0
1131.5 1.9752 0
1132 1.9752 0
1132.5 1.9752 0
1133 1.9752 0
1133.5 1.9752 0
1134 1.9752 0
1134.5 1.9752 0
1135 1.9752 0
1135.5 1.9752 0
1136 1.9752 0
1136.5 1.9752 0
1137 1.9752 0
1137.5 1.9752 0
1138 1.9752 0
1138.5 1.9752 0
1139 1.9752 0
1139.5 1.9752 0
1140 1.9752 0
1140.5 1.9752 0
1141 1.9752 0
1141.5 1.9752 0
1142 1.9752 0
1142.5 1.9752 0
1143 1.9752 0
1143.5 1.9752 0
1144 1.9752 0
1144.5 1.9752 0
1145 1.9752 0
1145.5 1.9752 0
1146 1.9752 0
1146.5 1.9752 0
1147 1.9752 0
1147.5 1.9752 0
1148 1.9752 0
1148.5 1.9752 0
1149 1.9752 0
1149.5 1.9752 0
1150 1.9752 0
1150.5 1.9752 0
1151 1.9752 0
1151.5 1.9752 0
1152 1.9752 0
1152.5 1.9752 0
1153 1.9752 0
1153.5 1.9752 0
1154 1.9752 0
1154.5 1.9752 0
1155 1.9752 0
1155.5 1.9752 0
1156 1.9752 0
1156.5 1.9752 0
1157 1.9752 0
1157.5 1.9752 0
1158 1.9752 0
1158.5 1.9752 0
1159 1.9752 0
1159.5 1.9752 0
1160 1.9752 0
1160.5 1.9752 0
1161 1.9752 0
1161.5 1.9752 0
1162 1.9752 0
1162.5 1.9752 0
1163 1.9752 0
1163.5 1.9752 0
1164 1.9752 0
1164.5 1.9752 0
1165 1.9752 0
1165.5 1.9752 0
1166 1.9752 0
1166.5 1.9752 0
1167 1.9752 0
1167.5 1.9752 0
1168 1.9752 0
1168.5 1.9752 0
1169 1.9752 0
1169.5 1.9752 0
1170 1.9752 0
1170.5 1.9752 0
1171 1.9752 0
1171.5 1.9752 0
1172 1.9752 0
1172.5 1.9752 0
1173 1.9752 0
1173.5 1.9752 0
1174 1.9752 0
1174.5 1.9752 0
1175 1.9752 0
1175.5 1.9752 0
1176 1.9752 0
1176.5 1.9752 0
1177 1.9752 0
1177.5 1.9752 0
1178 1.9752 0
1178.5 1.97521 0
1179 1.9752 0
1179.5 1.97515 0
1180 1.97506 0
1180.5 1.97492 0
1181 1.97477 0
1181.5 1.97463 0
1182 1.97449 0
1182.5 1.97435 0
1183 1.97421 0
1183.5 1.97407 0
1184 1.97393 0
1184.5 1.97378 0
1185 1.97364 0
1185.5 1.9735 0
1186 1.97336 0
1186.5 1.97322 0
1187 1.97308 0
1187.5 1.97294 0
1188 1.9728 0
1188.5 1.97266 0
1189 1.97251 0
1189.5 1.97237 0
1190 1.97223 0
1190.5 1.97209 0
1191 1.972 0
1191.5 1.97198 0
1192 1.972 0
1192.5 1.97201 0
1193 1.972 0
1193.5 1.972 0
1194 1.972 0
1194.5 1.972 0
1195 1.972 0
1195.5 1.972 0
1196 1.972 0
1196.5 1.972 0
1197 1.972 0
1197.5 1.972 0
1198 1.972 0
1198.5 1.972 0
1199 1.972 0
1199.5 1.972 0
1200 1.972 0
1200.5 1.972 0
1201 1.972 0
1201.5 1.972 0
1202 1.972 0
1202.5 1.972 0
1203 1.972 0
1203.5 1.972 0
1204 1.972 0
1204.5 1.972 0
1205 1.972 0
1205.5 1.972 0
1206 1.972 0
1206.5 1.972 0
1207 1.972 0
1207.5 1.972 0
1208 1.972 0
1208.5 1.972 0
1209 1.972 0
1209.5 1.972 0
1210 1.972 0
1210.5 1.972 0
1211 1.972 0
1211.5 1.972 0
1212 1.972 0
1212.5 1.97199 0
1213 1.972 0
1213.5 1.97202 0
1214 1.972 0
1214.5 1.9719 0
1215 1.97176 0
1215.5 1.97161 0
1216 1.97147 0
1216.5 1.97133 0
1217 1.97119 0
1217.5 1.97105 0
1218 1.97091 0
1218.5 1.97077 0
1219 1.97062 0
1219.5 1.97048 0
1220 1.97034 0
1220.5 1.9702 0
1221 1.97006 0
1221.5 1.96992 0
1222 1.96977 0
1222.5 1.96963 0
1223 1.96949 0
1223.5 1.96935 0
1224 1.96921 0
1224.5 1.96907 0
1225 1.96892 0
1225.5 1.96876 0
1226 1.96864 0
1226.5 1.9686 0
1227 1.9686 0
1227.5 1.9686 0
1228 1.9686 0
1228.5 1.9686 0
1229 1.9686 0
1229.5 1.9686 0
1230 1.9686 0
1230.5 1.9686 0
1231 1.9686 0
1231.5 1.9686 0
1232 1.9686 0
1232.5 1.9686 0
1233 1.9686 0
1233.5 1.9686 0
1234 1.9686 0
1234.5 1.9686 0
1235 1.9686 0
1235.5 1.9686 0
1236 1.9686 0
1236.5 1.9686 0
1237 1.9686 0
1237.5 1.9686 0
1238 1.9686 0
1238.5 1.9686 0
1239 1.9686 0
1239.5 1.9686 0
1240 1.9686 0
1240.5 1.9686 0
1241 1.9686 0
1241.5 1.9686 0
1242 1.9686 0
1242.5 1.9686 0
1243 1.9686 0
1243.5 1.9686 0
1244 1.9686 0
1244.5 1.9686 0
1245 1.9686 0
1245.5 1.9686 0
1246 1.9686 0
1246.5 1.9686 0
1247 1.9686 0
1247.5 1.9686 0
1248 1.9686 0
1248.5 1.9686 0
1249 1.9686 0
1249.5 1.9686 0
1250 1.9686 0
1250.5 1.96862 0
1251 1.9686 0
1251.5 1.96849 0
1252 1.96834 0
1252.5 1.96821 0
1253 1.96808 0
1253.5 1.96795 0
1254 1.96782 0
1254.5 1.96769 0
1255 1.96756 0
1255.5 1.96743 0
1256 1.9673 0
1256.5 1.96717 0
1257 1.96703 0
1257.5 1.9669 0
1258 1.96677 0
1258.5 1.96664 0
1259 1.96651 0
1259.5 1.96638 0
1260 1.96625 0
1260.5 1.96612 0
1261 1.96599 0
1261.5 1.96586 0
1262 1.96573 0
1262.5 1.96559 0
1263 1.96547 0
1263.5 1.96536 0
1264 1.9653 0
1264.5 1.96529 0
1265 1.9653 0
1265.5 1.9653 0
1266 1.9653 0
1266.5 1.9653 0
1267 1.9653 0
1267.5 1.9653 0
1268 1.9653 0
1268.5 1.9653 0
1269 1.9653 0
1269.5 1.9653 0
1270 1.9653 0
1270.5 1.9653 0
1271 1.9653 0
1271.5 1.9653 0
1272 1.9653 0
1272.5 1.9653 0
1273 1.9653 0
1273.5 1.9653 0
1274 1.9653 0
1274.5 1.9653 0
1275 1.9653 0
1275.5 1.9653 0
1276 1.9653 0
1276.5 1.9653 0
1277 1.9653 0
1277.5 1.9653 0
1278 1.9653 0
1278.5 1.9653 0
1279 1.9653 0
1279.5 1.9653 0
1280 1.9653 0
1280.5 1.9653 0
1281 1.9653 0
1281.5 1.9653 0
1282 1.9653 0
1282.5 1.9653 0
1283 1.9653 0
1283.5 1.9653 0
1284 1.9653 0
1284.5 1.9653 0
1285 1.9653 0
1285.5 1.9653 0
1286 1.9653 0
1286.5 1.9653 0
1287 1.9653 0
1287.5 1.9653 0
1288 1.9653 0
1288.5 1.9653 0
1289 1.9653 0
1289.5 1.9653 0
1290 1.9653 0
1290.5 1.9653 0
1291 1.9653 0
1291.5 1.9653 0
1292 1.9653 0
1292.5 1.9653 0
1293 1.9653 0
1293.5 1.9653 0
1294 1.9653 0
1294.5 1.9653 0
1295 1.9653 0
1295.5 1.9653 0
1296 1.9653 0
1296.5 1.9653 0
1297 1.9653 0
1297.5 1.9653 0
1298 1.9653 0
1298.5 1.9653 0
1299 1.9653 0
1299.5 1.9653 0
1300 1.9653 0
1300.5 1.9653 0
1301 1.9653 0
1301.5 1.9653 0
1302 1.9653 0
1302.5 1.9653 0
1303 1.9653 0
1303.5 1.9653 0
1304 1.9653 0
1304.5 1.9653 0
1305 1.9653 0
1305.5 1.9653 0
1306 1.9653 0
1306.5 1.9653 0
1307 1.9653 0
1307.5 1.9653 0
1308 1.9653 0
1308.5 1.9653 0
1309 1.9653 0
1309.5 1.9653 0
1310 1.9653 0
1310.5 1.9653 0
1311 1.9653 0
1311.5 1.9653 0
1312 1.9653 0
1312.5 1.9653 0
1313 1.9653 0
1313.5 1.9653 0
1314 1.9653 0
1314.5 1.9653 0
1315 1.9653 0
1315.5 1.9653 0
1316 1.9653 0
1316.5 1.9653 0
1317 1.9653 0
1317.5 1.9653 0
1318 1.9653 0
1318.5 1.9653 0
1319 1.9653 0
1319.5 1.9653 0
1320 1.9653 0
1320.5 1.9653 0
1321 1.9653 0
1321.5 1.9653 0
1322 1.9653 0
1322.5 1.9653 0
1323 1.9653 0
1323.5 1.9653 0
1324 1.9653 0
1324.5 1.9653 0
1325 1.9653 0
1325.5 1.9653 0
1326 1.9653 0
1326.5 1.9653 0
1327 1.9653 0
1327.5 1.9653 0
1328 1.9653 0
1328.5 1.9653 0
1329 1.9653 0
1329.5 1.9653 0
1330 1.9653 0
1330.5 1.9653 0
1331 1.9653 0
1331.5 1.9653 0
1332 1.9653 0
1332.5 1.9653 0
1333 1.9653 0
1333.5 1.9653 0
1334 1.9653 0
1334.5 1.9653 0
1335 1.9653 0
1335.5 1.9653 0
1336 1.9653 0
1336.5 1.9653 0
1337 1.9653 0
1337.5 1.9653 0
1338 1.9653 0
1338.5 1.9653 0
1339 1.9653 0
1339.5 1.9653 0
1340 1.9653 0
1340.5 1.9653 0
1341 1.9653 0
1341.5 1.9653 0
1342 1.9653 0
1342.5 1.9653 0
1343 1.9653 0
1343.5 1.9653 0
1344 1.9653 0
1344.5 1.9653 0
1345 1.9653 0
1345.5 1.9653 0
1346 1.9653 0
1346.5 1.9653 0
1347 1.9653 0
1347.5 1.9653 0
1348 1.9653 0
1348.5 1.9653 0
1349 1.9653 0
1349.5 1.9653 0
1350 1.9653 0
1350.5 1.9653 0
1351 1.9653 0
1351.5 1.9653 0
1352 1.9653 0
1352.5 1.9653 0
1353 1.9653 0
1353.5 1.9653 0
1354 1.9653 0
1354.5 1.9653 0
1355 1.9653 0
1355.5 1.9653 0
1356 1.9653 0
1356.5 1.9653 0
1357 1.9653 0
1357.5 1.9653 0
1358 1.9653 0
1358.5 1.9653 0
1359 1.9653 0
1359.5 1.96531 0
1360 1.9653 0
1360.5 1.96527 0
1361 1.9652 0
1361.5 1.9651 0
1362 1.96498 0
1362.5 1.96487 0
1363 1.96476 0
1363.5 1.96465 0
1364 1.96454 0
1364.5 1.96443 0
1365 1.96433 0
1365.5 1.96422 0
1366 1.96411 0
1366.5 1.964 0
1367 1.96389 0
1367.5 1.96378 0
1368 1.96367 0
1368.5 1.96356 0
1369 1.96345 0
1369.5 1.96334 0
1370 1.96323 0
1370.5 1.96312 0
1371 1.96301 0
1371.5 1.9629 0
1372 1.9628 0
1372.5 1.96269 0
1373 1.96258 0
1373.5 1.96247 0
1374 1.96236 0
1374.5 1.96225 0
1375 1.96214 0
1375.5 1.96203 0
1376 1.96192 0
1376.5 1.96181 0
1377 1.9617 0
1377.5 1.96159 0
1378 1.96148 0
1378.5 1.96137 0
1379 1.96126 0
1379.5 1.96115 0
1380 1.96104 0
1380.5 1.96093 0
1381 1.96082 0
1381.5 1.96071 0
1382 1.9606 0
1382.5 1.96049 0
1383 1.96038 0
1383.5 1.96027 0
1384 1.96016 0
1384.5 1.96005 0
1385 1.95994 0
1385.5 1.95983 0
1386 1.95972 0
1386.5 1.95961 0
1387 1.9595 0
1387.5 1.95939 0
1388 1.95928 0
1388.5 1.95917 0
1389 1.95906 0
1389.5 1.95895 0
1390 1.95884 0
1390.5 1.95871 0
1391 1.95862 0
1391.5 1.95859 0
1392 1.9586 0
1392.5 1.9586 0
1393 1.9586 0
1393.5 1.9586 0
1394 1.9586 0
1394.5 1.9586 0
1395 1.9586 0
1395.5 1.9586 0
1396 1.9586 0
1396.5 1.9586 0
1397 1.9586 0
1397.5 1.9586 0
1398 1.9586 0
1398.5 1.9586 0
1399 1.9586 0
1399.5 1.9586 0
1400 1.9586 0
1400.5 1.9586 0
1401 1.9586 0
1401.5 1.9586 0
1402 1.9586 0
1402.5 1.9586 0
1403 1.9586 0
1403.5 1.9586 0
1404 1.9586 0
1404.5 1.9586 0
1405 1.9586 0
1405.5 1.9586 0
1406 1.9586 0
1406.5 1.95859 0
1407 1.95854 0
1407.5 1.95845 0
1408 1.95833 0
1408.5 1.95823 0
1409 1.95813 0
1409.5 1.95803 0
1410 1.95792 0
1410.5 1.95782 0
1411 1.95772 0
1411.5 1.95762 0
1412 1.95751 0
1412.5 1.95741 0
1413 1.95731 0
1413.5 1.95721 0
1414 1.95711 0
1414.5 1.957 0
1415 1.9569 0
1415.5 1.9568 0
1416 1.9567 0
1416.5 1.9566 0
1417 1.95649 0
1417.5 1.95639 0
1418 1.95629 0
1418.5 1.95619 0
1419 1.95608 0
1419.5 1.95598 0
1420 1.95588 0
1420.5 1.95578 0
1421 1.95568 0
1421.5 1.95557 0
1422 1.95547 0
1422.5 1.95537 0
1423 1.9553 0
1423.5 1.95529 0
1424 1.9553 0
1424.5 1.9553 0
1425 1.9553 0
1425.5 1.9553 0
1426 1.9553 0
1426.5 1.9553 0
1427 1.9553 0
1427.5 1.9553 0
1428 1.9553 0
1428.5 1.9553 0
1429 1.9553 0
1429.5 1.9553 0
1430 1.9553 0
1430.5 1.9553 0
1431 1.9553 0
1431.5 1.9553 0
1432 1.9553 0
1432.5 1.9553 0
1433 1.9553 0
1433.5 1.9553 0
1434 1.9553 0
1434.5 1.9553 0
1435 1.9553 0
1435.5 1.9553 0
1436 1.9553 0
1436.5 1.9553 0
1437 1.9553 0
1437.5 1.9553 0
1438 1.9553 0
1438.5 1.9553 0
1439 1.9553 0
1439.5 1.9553 0
1440 1.9553 0
1440.5 1.9553 0
1441 1.9553 0
1441.5 1.9553 0
1442 1.9553 0
1442.5 1.9553 0
1443 1.9553 0
1443.5 1.9553 0
1444 1.9553 0
1444.5 1.9553 0
1445 1.9553 0
1445.5 1.9553 0
1446 1.9553 0
1446.5 1.9553 0
1447 1.9553 0
1447.5 1.9553 0
1448 1.9553 0
1448.5 1.9553 0
1449 1.9553 0
1449.5 1.9553 0
1450 1.9553 0
1450.5 1.9553 0
1451 1.9553 0
1451.5 1.9553 0
1452 1.9553 0
1452.5 1.9553 0
1453 1.9553 0
1453.5 1.9553 0
1454 1.9553 0
1454.5 1.9553 0
1455 1.9553 0
1455.5 1.9553 0
1456 1.9553 0
1456.5 1.9553 0
1457 1.9553 0
1457.5 1.9553 0
1458 1.9553 0
1458.5 1.9553 0
1459 1.9553 0
1459.5 1.9553 0
1460 1.9553 0
1460.5 1.9553 0
1461 1.9553 0
1461.5 1.9553 0
1462 1.9553 0
1462.5 1.9553 0
1463 1.9553 0
1463.5 1.9553 0
1464 1.9553 0
1464.5 1.9553 0
1465 1.9553 0
1465.5 1.9553 0
1466 1.9553 0
1466.5 1.9553 0
1467 1.9553 0
1467.5 1.9553 0
1468 1.9553 0
1468.5 1.9553 0
1469 1.9553 0
1469.5 1.9553 0
1470 1.9553 0
1470.5 1.9553 0
1471 1.9553 0
1471.5 1.9553 0
1472 1.9553 0
1472.5 1.9553 0
1473 1.9553 0
1473.5 1.9553 0
1474 1.9553 0
1474.5 1.9553 0
1475 1.9553 0
1475.5 1.9553 0
1476 1.9553 0
1476.5 1.9553 0
1477 1.9553 0
1477.5 1.9553 0
1478 1.9553 0
1478.5 1.9553 0
1479 1.9553 0
1479.5 1.9553 0
1480 1.9553 0
1480.5 1.9553 0
1481 1.9553 0
1481.5 1.9553 0
1482 1.9553 0
1482.5 1.9553 0
1483 1.9553 0
1483.5 1.9553 0
1484 1.9553 0
1484.5 1.9553 0
1485 1.9553 0
1485.5 1.9553 0
1486 1.9553 0
1486.5 1.9553 0
1487 1.9553 0
1487.5 1.9553 0
1488 1.9553 0
1488.5 1.9553 0
1489 1.9553 0
1489.5 1.9553 0
1490 1.9553 0
1490.5 1.9553 0
1491 1.9553 0
1491.5 1.9553 0
1492 1.9553 0
1492.5 1.9553 0
1493 1.9553 0
1493.5 1.9553 0
1494 1.9553 0
1494.5 1.9553 0
1495 1.9553 0
1495.5 1.9553 0
1496 1.9553 0
1496.5 1.9553 0
1497 1.9553 0
1497.5 1.9553 0
1498 1.9553 0
1498.5 1.9553 0
1499 1.9553 0
1499.5 1.9553 0
1500 1.9553 0
