# DOI:10.1039/C6TC02135B + experimental 
# | wavelength | n | k
400.5 2.253424 0.339683
401.0 2.252642 0.337667
401.5 2.252315 0.337167
402.0 2.251988 0.335267
402.5 2.251854 0.333817
403.0 2.251721 0.332933
403.5 2.251214 0.331700
404.0 2.250708 0.330733
404.5 2.249734 0.328833
405.0 2.248761 0.327533
405.5 2.247610 0.326067
406.0 2.246459 0.324133
406.5 2.245732 0.323617
407.0 2.245004 0.323633
407.5 2.244735 0.322133
408.0 2.244466 0.321250
408.5 2.244313 0.320100
409.0 2.244160 0.318950
409.5 2.243549 0.317967
410.0 2.242937 0.317433
410.5 2.241897 0.316233
411.0 2.240857 0.314600
411.5 2.239709 0.313900
412.0 2.238561 0.313033
412.5 2.237879 0.312250
413.0 2.237197 0.310817
413.5 2.236791 0.309167
414.0 2.236385 0.306867
414.5 2.235532 0.304950
415.0 2.234680 0.304133
415.5 2.233995 0.301650
416.0 2.233311 0.300550
416.5 2.233038 0.299267
417.0 2.232765 0.297933
417.5 2.232586 0.297550
418.0 2.232407 0.296883
418.5 2.231833 0.296250
419.0 2.231259 0.294767
419.5 2.230246 0.294083
420.0 2.229233 0.292433
420.5 2.228130 0.291367
421.0 2.227028 0.290317
421.5 2.226263 0.288067
422.0 2.225499 0.286283
422.5 2.225184 0.284833
423.0 2.224869 0.283850
423.5 2.224139 0.283717
424.0 2.223410 0.283767
424.5 2.222337 0.282783
425.0 2.221264 0.282250
425.5 2.220202 0.281000
426.0 2.219140 0.279100
426.5 2.218093 0.278183
427.0 2.217046 0.276783
427.5 2.216098 0.276283
428.0 2.215149 0.276250
428.5 2.214723 0.275050
429.0 2.214297 0.273767
429.5 2.214145 0.272683
430.0 2.213993 0.271733
430.5 2.213855 0.270750
431.0 2.213717 0.270467
431.5 2.213593 0.269733
432.0 2.213470 0.269000
432.5 2.213350 0.268383
433.0 2.213231 0.267517
433.5 2.213112 0.266467
434.0 2.212992 0.265233
434.5 2.212529 0.264783
435.0 2.212067 0.264250
435.5 2.211201 0.263283
436.0 2.210336 0.262950
436.5 2.209363 0.261900
437.0 2.208390 0.260417
437.5 2.207569 0.259233
438.0 2.206749 0.257350
438.5 2.206412 0.256450
439.0 2.206075 0.256000
439.5 2.205666 0.255483
440.0 2.205258 0.254917
440.5 2.204430 0.254300
441.0 2.203603 0.252833
441.5 2.203112 0.252250
442.0 2.202620 0.251733
442.5 2.202484 0.250683
443.0 2.202349 0.249983
443.5 2.202259 0.248950
444.0 2.202168 0.248183
444.5 2.202077 0.247300
445.0 2.201987 0.247000
445.5 2.201901 0.246350
446.0 2.201816 0.245650
446.5 2.201388 0.245350
447.0 2.200960 0.244883
447.5 2.200163 0.244350
448.0 2.199367 0.243717
448.5 2.198462 0.243267
449.0 2.197557 0.243117
449.5 2.196720 0.243183
450.0 2.195883 0.243150
450.5 2.195540 0.242200
451.0 2.195197 0.240583
451.5 2.195118 0.239300
452.0 2.195039 0.238767
452.5 2.194961 0.239083
453.0 2.194882 0.239233
453.5 2.194803 0.239100
454.0 2.194724 0.238033
454.5 2.194646 0.237067
455.0 2.194567 0.236567
455.5 2.194479 0.236017
456.0 2.194392 0.236117
456.5 2.194295 0.235767
457.0 2.194199 0.235083
457.5 2.193648 0.234333
458.0 2.193097 0.233517
458.5 2.192236 0.233067
459.0 2.191376 0.232567
459.5 2.190484 0.231883
460.0 2.189592 0.231100
460.5 2.188809 0.230767
461.0 2.188025 0.231267
461.5 2.187692 0.232433
462.0 2.187358 0.232733
462.5 2.187073 0.232417
463.0 2.186788 0.231917
463.5 2.186082 0.230767
464.0 2.185376 0.230367
464.5 2.184718 0.230267
465.0 2.184060 0.229933
465.5 2.183800 0.229883
466.0 2.183540 0.229600
466.5 2.183432 0.229150
467.0 2.183325 0.228917
467.5 2.183218 0.228683
468.0 2.183110 0.228650
468.5 2.183002 0.228467
469.0 2.182894 0.228283
469.5 2.182786 0.227500
470.0 2.182679 0.227067
470.5 2.182234 0.226900
471.0 2.181789 0.226500
471.5 2.181019 0.226917
472.0 2.180248 0.226883
472.5 2.178664 0.226350
473.0 2.177080 0.225767
473.5 2.174855 0.224900
474.0 2.172629 0.224467
474.5 2.171464 0.224900
475.0 2.170300 0.225617
475.5 2.170059 0.226517
476.0 2.169817 0.226767
476.5 2.170111 0.226433
477.0 2.170406 0.225900
477.5 2.171003 0.225833
478.0 2.171599 0.225783
478.5 2.171828 0.226183
479.0 2.172056 0.227133
479.5 2.171984 0.227133
480.0 2.171913 0.228067
480.5 2.171806 0.228917
481.0 2.171698 0.228483
481.5 2.171590 0.228550
482.0 2.171482 0.228567
482.5 2.171374 0.228250
483.0 2.171267 0.228617
483.5 2.171159 0.229483
484.0 2.171052 0.229900
484.5 2.171292 0.230817
485.0 2.171532 0.232133
485.5 2.172078 0.232950
486.0 2.172624 0.233517
486.5 2.173233 0.234317
487.0 2.173841 0.234833
487.5 2.174450 0.235983
488.0 2.175059 0.237083
488.5 2.175666 0.237900
489.0 2.176272 0.238550
489.5 2.176875 0.238633
490.0 2.177479 0.239800
490.5 2.178096 0.240917
491.0 2.178714 0.242067
491.5 2.179349 0.243817
492.0 2.179984 0.245583
492.5 2.180622 0.248017
493.0 2.181260 0.250867
493.5 2.181895 0.253067
494.0 2.182530 0.255433
494.5 2.183301 0.256750
495.0 2.184072 0.259500
495.5 2.185205 0.262717
496.0 2.186337 0.265250
496.5 2.187633 0.268117
497.0 2.188929 0.270200
497.5 2.190218 0.272183
498.0 2.191508 0.274550
498.5 2.203479 0.276617
499.0 2.215451 0.278383
499.5 2.239482 0.280133
500.0 2.263514 0.281950
500.5 2.276978 0.284067
501.0 2.290442 0.285833
501.5 2.295692 0.287450
502.0 2.300942 0.288683
502.5 2.306182 0.290433
503.0 2.311422 0.291900
503.5 2.317000 0.292550
504.0 2.322579 0.292250
504.5 2.327161 0.290733
505.0 2.331743 0.288217
505.5 2.344775 0.285933
506.0 2.357807 0.282567
506.5 2.361685 0.277583
507.0 2.365563 0.272033
507.5 2.366597 0.264567
508.0 2.367631 0.256567
508.5 2.367568 0.247617
509.0 2.367506 0.237383
509.5 2.364836 0.226617
510.0 2.362166 0.215067
510.5 2.363699 0.202783
511.0 2.365232 0.189767
511.5 2.363427 0.176317
512.0 2.361622 0.163283
512.5 2.357840 0.150850
513.0 2.354058 0.139100
513.5 2.352144 0.127333
514.0 2.350229 0.115067
514.5 2.349034 0.103350
515.0 2.347839 0.092917
515.5 2.347002 0.083250
516.0 2.346164 0.074867
516.5 2.345496 0.067617
517.0 2.344827 0.060100
517.5 2.343534 0.052917
518.0 2.342241 0.046967
518.5 2.339621 0.041150
519.0 2.337002 0.036467
519.5 2.333330 0.032233
520.0 2.329657 0.028417
520.5 2.325444 0.024600
521.0 2.321231 0.021017
521.5 2.315905 0.018267
522.0 2.310580 0.015650
522.5 2.302467 0.013767
523.0 2.294355 0.012133
523.5 2.284937 0.010750
524.0 2.275519 0.009267
524.5 2.270420 0.008300
525.0 2.265321 0.007400
525.5 2.260906 0.006733
526.0 2.256491 0.006517
526.5 2.252032 0.006567
527.0 2.247573 0.006283
527.5 2.244574 0.006183
528.0 2.241575 0.005283
528.5 2.241013 0.004683
529.0 2.240450 0.004150
529.5 2.239502 0.003733
530.0 2.238555 0.003317
530.5 2.236712 0.002633
531.0 2.234870 0.002267
531.5 2.233315 0.001933
532.0 2.231761 0.001833
532.5 2.230476 0.002483
533.0 2.229192 0.002783
533.5 2.227547 0.002417
534.0 2.225902 0.002767
534.5 2.222936 0.001683
535.0 2.219970 0.001322
535.5 2.216372 0.001667
536.0 2.212774 0.001167
536.5 2.211060 0.001157
537.0 2.209345 0.000000
537.5 2.207978 0.000000
538.0 2.206611 0.000000
538.5 2.204696 0.000000
539.0 2.202780 0.000000
539.5 2.200581 0.000000
540.0 2.198382 0.000000
540.5 2.196054 0.000000
541.0 2.193726 0.000000
541.5 2.191968 0.000000
542.0 2.190211 0.000000
542.5 2.188942 0.000000
543.0 2.187672 0.000000
543.5 2.186576 0.000000
544.0 2.185480 0.000000
544.5 2.184704 0.000000
545.0 2.183928 0.000000
545.5 2.183314 0.000000
546.0 2.182701 0.000000
546.5 2.182324 0.000000
547.0 2.181947 0.000000
547.5 2.180403 0.000000
548.0 2.178858 0.000000
548.5 2.176613 0.000000
549.0 2.174368 0.000000
549.5 2.172845 0.000000
550.0 2.171321 0.000000
550.5 2.170198 0.000000
551.0 2.169075 0.000000
551.5 2.167950 0.000000
552.0 2.166825 0.000000
552.5 2.165697 0.000000
553.0 2.164569 0.000000
553.5 2.163439 0.000000
554.0 2.162310 0.000000
554.5 2.161469 0.000000
555.0 2.160628 0.000000
555.5 2.160020 0.000000
556.0 2.159412 0.000000
556.5 2.159703 0.000000
557.0 2.159994 0.000000
557.5 2.159584 0.000000
558.0 2.159173 0.000000
558.5 2.158053 0.000000
559.0 2.156933 0.000000
559.5 2.155819 0.000000
560.0 2.154705 0.000000
560.5 2.153602 0.000000
561.0 2.152499 0.000000
561.5 2.151400 0.000000
562.0 2.150301 0.000000
562.5 2.149207 0.000000
563.0 2.148112 0.000000
563.5 2.147022 0.000000
564.0 2.145932 0.000000
564.5 2.144846 0.000000
565.0 2.143761 0.000000
565.5 2.143016 0.000000
566.0 2.142272 0.000000
566.5 2.141726 0.000000
567.0 2.141181 0.000000
567.5 2.140555 0.000000
568.0 2.139929 0.000000
568.5 2.138999 0.000000
569.0 2.138070 0.000000
569.5 2.136990 0.000000
570.0 2.135910 0.000000
570.5 2.135638 0.000000
571.0 2.135365 0.000000
571.5 2.134434 0.000000
572.0 2.133502 0.000000
572.5 2.131905 0.000000
573.0 2.130307 0.000000
573.5 2.129142 0.000000
574.0 2.127976 0.000000
574.5 2.127305 0.000000
575.0 2.126633 0.000000
575.5 2.126104 0.000000
576.0 2.125574 0.000000
576.5 2.124793 0.000000
577.0 2.124012 0.000000
577.5 2.123015 0.000000
578.0 2.122017 0.000000
578.5 2.120980 0.000000
579.0 2.119944 0.000000
579.5 2.119195 0.000000
580.0 2.118446 0.000000
580.5 2.117895 0.000000
581.0 2.117345 0.000000
581.5 2.116811 0.000000
582.0 2.116278 0.000000
582.5 2.115433 0.000000
583.0 2.114589 0.000000
583.5 2.113562 0.000000
584.0 2.112534 0.000000
584.5 2.111537 0.000000
585.0 2.110540 0.000000
585.5 2.109857 0.000000
586.0 2.109174 0.000000
586.5 2.108664 0.000000
587.0 2.108155 0.000000
587.5 2.107646 0.000000
588.0 2.107138 0.000000
588.5 2.106632 0.000000
589.0 2.106127 0.000000
589.5 2.105622 0.000000
590.0 2.105118 0.000000
590.5 2.104532 0.000000
591.0 2.103947 0.000000
591.5 2.102781 0.000000
592.0 2.101616 0.000000
592.5 2.100138 0.000000
593.0 2.098661 0.000000
593.5 2.097282 0.000000
594.0 2.095903 0.000000
594.5 2.095399 0.000000
595.0 2.094895 0.000000
595.5 2.094870 0.000000
596.0 2.094845 0.000000
596.5 2.094820 0.000000
597.0 2.094795 0.000000
597.5 2.094770 0.000000
598.0 2.094745 0.000000
598.5 2.094720 0.000000
599.0 2.094695 0.000000
599.5 2.094670 0.000000
600.0 2.094645 0.000000
600.5 2.093759 0.000000
601.0 2.092874 0.000000
601.5 2.091455 0.000000
602.0 2.090036 0.000000
602.5 2.088601 0.000000
603.0 2.087165 0.000000
603.5 2.086253 0.000000
604.0 2.085342 0.000000
604.5 2.084807 0.000000
605.0 2.084272 0.000000
605.5 2.083781 0.000000
606.0 2.083289 0.000000
606.5 2.082600 0.000000
607.0 2.081912 0.000000
607.5 2.081034 0.000000
608.0 2.080156 0.000000
608.5 2.079237 0.000000
609.0 2.078317 0.000000
609.5 2.077553 0.000000
610.0 2.076789 0.000000
610.5 2.076241 0.000000
611.0 2.075693 0.000000
611.5 2.075220 0.000000
612.0 2.074746 0.000000
612.5 2.074276 0.000000
613.0 2.073806 0.000000
613.5 2.073343 0.000000
614.0 2.072880 0.000000
614.5 2.072420 0.000000
615.0 2.071961 0.000000
615.5 2.071501 0.000000
616.0 2.071041 0.000000
616.5 2.070578 0.000000
617.0 2.070115 0.000000
617.5 2.069651 0.000000
618.0 2.069187 0.000000
618.5 2.068723 0.000000
619.0 2.068260 0.000000
619.5 2.067805 0.000000
620.0 2.067351 0.000000
620.5 2.066904 0.000000
621.0 2.066457 0.000000
621.5 2.066010 0.000000
622.0 2.065564 0.000000
622.5 2.065115 0.000000
623.0 2.064666 0.000000
623.5 2.064213 0.000000
624.0 2.063760 0.000000
624.5 2.063306 0.000000
625.0 2.062851 0.000000
625.5 2.062398 0.000000
626.0 2.061945 0.000000
626.5 2.061503 0.000000
627.0 2.061060 0.000000
627.5 2.060623 0.000000
628.0 2.060186 0.000000
628.5 2.059748 0.000000
629.0 2.059311 0.000000
629.5 2.059093 0.000000
630.0 2.058875 0.000000
630.5 2.058834 0.000000
631.0 2.058793 0.000000
631.5 2.058781 0.000000
632.0 2.058768 0.000000
632.5 2.058647 0.000000
633.0 2.058525 0.000000
633.5 2.058178 0.000000
634.0 2.057832 0.000000
634.5 2.057391 0.000000
635.0 2.056950 0.000000
635.5 2.056509 0.000000
636.0 2.056068 0.000000
636.5 2.055884 0.000000
637.0 2.055699 0.000000
637.5 2.055678 0.000000
638.0 2.055658 0.000000
638.5 2.055645 0.000000
639.0 2.055632 0.000000
639.5 2.055500 0.000000
640.0 2.055368 0.000000
640.5 2.055027 0.000000
641.0 2.054685 0.000000
641.5 2.054261 0.000000
642.0 2.053837 0.000000
642.5 2.053413 0.000000
643.0 2.052989 0.000000
643.5 2.052322 0.000000
644.0 2.051655 0.000000
644.5 2.050838 0.000000
645.0 2.050020 0.000000
645.5 2.049198 0.000000
646.0 2.048375 0.000000
646.5 2.047648 0.000000
647.0 2.046920 0.000000
647.5 2.046410 0.000000
648.0 2.045900 0.000000
648.5 2.045485 0.000000
649.0 2.045070 0.000000
649.5 2.044655 0.000000
650.0 2.044240 0.000000
650.5 2.043825 0.000000
651.0 2.043410 0.000000
651.5 2.042995 0.000000
652.0 2.042580 0.000000
652.5 2.042166 0.000000
653.0 2.041751 0.000000
653.5 2.041367 0.000000
654.0 2.040984 0.000000
654.5 2.040841 0.000000
655.0 2.040698 0.000000
655.5 2.040685 0.000000
656.0 2.040673 0.000000
656.5 2.040660 0.000000
657.0 2.040647 0.000000
657.5 2.040517 0.000000
658.0 2.040388 0.000000
658.5 2.040061 0.000000
659.0 2.039733 0.000000
659.5 2.039331 0.000000
660.0 2.038929 0.000000
660.5 2.038526 0.000000
661.0 2.038124 0.000000
661.5 2.037529 0.000000
662.0 2.036935 0.000000
662.5 2.036177 0.000000
663.0 2.035419 0.000000
663.5 2.034632 0.000000
664.0 2.033845 0.000000
664.5 2.033073 0.000000
665.0 2.032301 0.000000
665.5 2.032011 0.000000
666.0 2.031720 0.000000
666.5 2.031707 0.000000
667.0 2.031694 0.000000
667.5 2.031681 0.000000
668.0 2.031669 0.000000
668.5 2.031601 0.000000
669.0 2.031534 0.000000
669.5 2.031248 0.000000
670.0 2.030961 0.000000
670.5 2.030564 0.000000
671.0 2.030167 0.000000
671.5 2.029770 0.000000
672.0 2.029372 0.000000
672.5 2.028979 0.000000
673.0 2.028585 0.000000
673.5 2.028200 0.000000
674.0 2.027815 0.000000
674.5 2.027433 0.000000
675.0 2.027052 0.000000
675.5 2.026670 0.000000
676.0 2.026288 0.000000
676.5 2.026020 0.000000
677.0 2.025752 0.000000
677.5 2.025670 0.000000
678.0 2.025587 0.000000
678.5 2.025574 0.000000
679.0 2.025562 0.000000
679.5 2.025549 0.000000
680.0 2.025537 0.000000
680.5 2.025524 0.000000
681.0 2.025511 0.000000
681.5 2.025498 0.000000
682.0 2.025486 0.000000
682.5 2.025473 0.000000
683.0 2.025461 0.000000
683.5 2.025448 0.000000
684.0 2.025436 0.000000
684.5 2.025289 0.000000
685.0 2.025142 0.000000
685.5 2.024817 0.000000
686.0 2.024491 0.000000
686.5 2.024107 0.000000
687.0 2.023723 0.000000
687.5 2.023339 0.000000
688.0 2.022955 0.000000
688.5 2.022578 0.000000
689.0 2.022201 0.000000
689.5 2.021833 0.000000
690.0 2.021465 0.000000
690.5 2.021100 0.000000
691.0 2.020735 0.000000
691.5 2.020370 0.000000
692.0 2.020004 0.000000
692.5 2.019640 0.000000
693.0 2.019275 0.000000
693.5 2.018914 0.000000
694.0 2.018552 0.000000
694.5 2.018191 0.000000
695.0 2.017829 0.000000
695.5 2.017470 0.000000
696.0 2.017111 0.000000
696.5 2.016843 0.000000
697.0 2.016575 0.000000
697.5 2.016490 0.000000
698.0 2.016406 0.000000
698.5 2.016399 0.000000
699.0 2.016391 0.000000
699.5 2.016383 0.000000
700.0 2.016376 0.000000
700.5 2.016369 0.000000
701.0 2.016362 0.000000
701.5 2.016355 0.000000
702.0 2.016348 0.000000
702.5 2.016341 0.000000
703.0 2.016334 0.000000
703.5 2.016328 0.000000
704.0 2.016321 0.000000
704.5 2.016309 0.000000
705.0 2.016297 0.000000
705.5 2.016068 0.000000
706.0 2.015840 0.000000
706.5 2.015486 0.000000
707.0 2.015133 0.000000
707.5 2.014779 0.000000
708.0 2.014426 0.000000
708.5 2.014073 0.000000
709.0 2.013719 0.000000
709.5 2.013370 0.000000
710.0 2.013022 0.000000
710.5 2.012678 0.000000
711.0 2.012334 0.000000
711.5 2.011991 0.000000
712.0 2.011648 0.000000
712.5 2.011305 0.000000
713.0 2.010962 0.000000
713.5 2.010723 0.000000
714.0 2.010484 0.000000
714.5 2.010414 0.000000
715.0 2.010343 0.000000
715.5 2.010336 0.000000
716.0 2.010329 0.000000
716.5 2.010323 0.000000
717.0 2.010316 0.000000
717.5 2.010292 0.000000
718.0 2.010268 0.000000
718.5 2.010038 0.000000
719.0 2.009808 0.000000
719.5 2.009463 0.000000
720.0 2.009118 0.000000
720.5 2.008773 0.000000
721.0 2.008428 0.000000
721.5 2.008083 0.000000
722.0 2.007738 0.000000
722.5 2.007402 0.000000
723.0 2.007066 0.000000
723.5 2.006739 0.000000
724.0 2.006412 0.000000
724.5 2.006088 0.000000
725.0 2.005763 0.000000
725.5 2.005438 0.000000
726.0 2.005114 0.000000
726.5 2.004787 0.000000
727.0 2.004461 0.000000
727.5 2.004128 0.000000
728.0 2.003795 0.000000
728.5 2.003458 0.000000
729.0 2.003121 0.000000
729.5 2.002784 0.000000
730.0 2.002447 0.000000
730.5 2.002110 0.000000
731.0 2.001773 0.000000
731.5 2.001584 0.000000
732.0 2.001396 0.000000
732.5 2.001354 0.000000
733.0 2.001312 0.000000
733.5 2.001305 0.000000
734.0 2.001298 0.000000
734.5 2.001291 0.000000
735.0 2.001285 0.000000
735.5 2.001278 0.000000
736.0 2.001271 0.000000
736.5 2.001265 0.000000
737.0 2.001258 0.000000
737.5 2.001251 0.000000
738.0 2.001244 0.000000
738.5 2.001238 0.000000
739.0 2.001231 0.000000
739.5 2.001224 0.000000
740.0 2.001217 0.000000
740.5 2.001114 0.000000
741.0 2.001012 0.000000
741.5 2.000756 0.000000
742.0 2.000500 0.000000
742.5 2.000188 0.000000
743.0 1.999875 0.000000
743.5 1.999563 0.000000
744.0 1.999250 0.000000
744.5 1.998938 0.000000
745.0 1.998625 0.000000
745.5 1.998308 0.000000
746.0 1.997991 0.000000
746.5 1.997670 0.000000
747.0 1.997350 0.000000
747.5 1.997029 0.000000
748.0 1.996708 0.000000
748.5 1.996386 0.000000
749.0 1.996065 0.000000
749.5 1.995764 0.000000
750.0 1.995463 0.000000
750.5 1.995351 0.000000
751.0 1.995240 0.000000
751.5 1.995233 0.000000
752.0 1.995227 0.000000
752.5 1.995220 0.000000
753.0 1.995213 0.000000
753.5 1.995207 0.000000
754.0 1.995200 0.000000
754.5 1.995193 0.000000
755.0 1.995186 0.000000
755.5 1.995179 0.000000
756.0 1.995173 0.000000
756.5 1.995166 0.000000
757.0 1.995159 0.000000
757.5 1.995153 0.000000
758.0 1.995146 0.000000
758.5 1.995139 0.000000
759.0 1.995132 0.000000
759.5 1.995049 0.000000
760.0 1.994965 0.000000
760.5 1.994730 0.000000
761.0 1.994494 0.000000
761.5 1.994197 0.000000
762.0 1.993899 0.000000
762.5 1.993601 0.000000
763.0 1.993303 0.000000
763.5 1.993005 0.000000
764.0 1.992708 0.000000
764.5 1.992500 0.000000
765.0 1.992291 0.000000
765.5 1.992229 0.000000
766.0 1.992167 0.000000
766.5 1.992161 0.000000
767.0 1.992154 0.000000
767.5 1.992147 0.000000
768.0 1.992140 0.000000
768.5 1.992134 0.000000
769.0 1.992127 0.000000
769.5 1.992032 0.000000
770.0 1.991937 0.000000
770.5 1.991700 0.000000
771.0 1.991463 0.000000
771.5 1.991173 0.000000
772.0 1.990882 0.000000
772.5 1.990592 0.000000
773.0 1.990301 0.000000
773.5 1.990010 0.000000
774.0 1.989720 0.000000
774.5 1.989428 0.000000
775.0 1.989136 0.000000
775.5 1.988842 0.000000
776.0 1.988548 0.000000
776.5 1.988252 0.000000
777.0 1.987957 0.000000
777.5 1.987661 0.000000
778.0 1.987366 0.000000
778.5 1.987071 0.000000
779.0 1.986776 0.000000
779.5 1.986537 0.000000
780.0 1.986297 0.000000
780.5 1.986216 0.000000
781.0 1.986136 0.000000
781.5 1.986130 0.000000
782.0 1.986123 0.000000
782.5 1.986116 0.000000
783.0 1.986109 0.000000
783.5 1.986102 0.000000
784.0 1.986096 0.000000
784.5 1.986090 0.000000
785.0 1.986083 0.000000
785.5 1.986076 0.000000
786.0 1.986069 0.000000
786.5 1.986063 0.000000
787.0 1.986056 0.000000
787.5 1.986049 0.000000
788.0 1.986042 0.000000
788.5 1.986036 0.000000
789.0 1.986029 0.000000
789.5 1.986022 0.000000
790.0 1.986015 0.000000
790.5 1.985854 0.000000
791.0 1.985692 0.000000
791.5 1.985425 0.000000
792.0 1.985157 0.000000
792.5 1.984881 0.000000
793.0 1.984604 0.000000
793.5 1.984328 0.000000
794.0 1.984052 0.000000
794.5 1.983775 0.000000
795.0 1.983499 0.000000
795.5 1.983322 0.000000
796.0 1.983146 0.000000
796.5 1.983098 0.000000
797.0 1.983050 0.000000
