# DOI:10.1080/14686996.2018.1530050 + 10.1002/aenm.201702854 
# | wavelength | n | k
782.5 2.451537 0.092293
783.0 2.448312 0.091569
783.5 2.445134 0.090845
784.0 2.442012 0.090122
784.5 2.438950 0.089398
785.0 2.435956 0.088674
785.5 2.433036 0.087951
786.0 2.430191 0.087227
786.5 2.427417 0.086503
787.0 2.424711 0.085779
787.5 2.422071 0.085069
788.0 2.419493 0.084521
788.5 2.416974 0.083973
789.0 2.414511 0.083425
789.5 2.412101 0.082877
790.0 2.409740 0.082328
790.5 2.407425 0.081780
791.0 2.405154 0.081232
791.5 2.402922 0.080684
792.0 2.400727 0.080136
792.5 2.398565 0.079588
793.0 2.396434 0.079040
793.5 2.394331 0.078492
794.0 2.392251 0.077944
794.5 2.390192 0.077396
795.0 2.388151 0.076848
795.5 2.386124 0.076300
796.0 2.384109 0.075751
796.5 2.382102 0.075262
797.0 2.380099 0.074885
797.5 2.378099 0.074509
798.0 2.376097 0.074132
798.5 2.374091 0.073755
799.0 2.372080 0.073379
799.5 2.370063 0.073002
800.0 2.368041 0.072626
800.5 2.366013 0.072249
801.0 2.363980 0.071873
801.5 2.361941 0.071496
802.0 2.359896 0.071119
802.5 2.357845 0.070743
803.0 2.355788 0.070366
803.5 2.353725 0.069990
804.0 2.351656 0.069613
804.5 2.349580 0.069236
805.0 2.347499 0.068860
805.5 2.345410 0.068483
806.0 2.343316 0.068107
806.5 2.341215 0.067730
807.0 2.339107 0.067354
807.5 2.336992 0.066977
808.0 2.334870 0.066662
808.5 2.332742 0.066349
809.0 2.330606 0.066037
809.5 2.328464 0.065725
810.0 2.326314 0.065413
810.5 2.324157 0.065100
811.0 2.321992 0.064788
811.5 2.319820 0.064476
812.0 2.317641 0.064163
812.5 2.315453 0.063851
813.0 2.313258 0.063539
813.5 2.311056 0.063227
814.0 2.308845 0.062914
814.5 2.306627 0.062602
815.0 2.304401 0.062290
815.5 2.302170 0.061977
816.0 2.299933 0.061665
816.5 2.297691 0.061353
817.0 2.295445 0.061041
817.5 2.293197 0.060728
818.0 2.290946 0.060416
818.5 2.288694 0.060104
819.0 2.286442 0.059791
819.5 2.284190 0.059532
820.0 2.281939 0.059303
820.5 2.279690 0.059073
821.0 2.277444 0.058843
821.5 2.275201 0.058614
822.0 2.272963 0.058384
822.5 2.270730 0.058154
823.0 2.268504 0.057925
823.5 2.266284 0.057695
824.0 2.264072 0.057465
824.5 2.261868 0.057236
825.0 2.259674 0.057006
825.5 2.257489 0.056777
826.0 2.255316 0.056547
826.5 2.253155 0.056317
827.0 2.251006 0.056088
827.5 2.248871 0.055858
828.0 2.246750 0.055628
828.5 2.244643 0.055399
829.0 2.242551 0.055169
829.5 2.240473 0.054939
830.0 2.238409 0.054710
830.5 2.236360 0.054480
831.0 2.234325 0.054250
831.5 2.232304 0.054021
832.0 2.230297 0.053791
832.5 2.228304 0.053562
833.0 2.226326 0.053332
833.5 2.224362 0.053102
834.0 2.222411 0.052873
834.5 2.220475 0.052658
835.0 2.218553 0.052446
835.5 2.216645 0.052235
836.0 2.214751 0.052024
836.5 2.212871 0.051812
837.0 2.211005 0.051601
837.5 2.209153 0.051390
838.0 2.207314 0.051178
838.5 2.205490 0.050967
839.0 2.203679 0.050756
839.5 2.201882 0.050544
840.0 2.200099 0.050333
840.5 2.198330 0.050122
841.0 2.196575 0.049910
841.5 2.194833 0.049699
842.0 2.193105 0.049487
842.5 2.191390 0.049276
843.0 2.189690 0.049065
843.5 2.188002 0.048853
844.0 2.186329 0.048642
844.5 2.184669 0.048431
845.0 2.183022 0.048219
845.5 2.181390 0.048008
846.0 2.179770 0.047797
846.5 2.178164 0.047585
847.0 2.176572 0.047374
847.5 2.174992 0.047162
848.0 2.173426 0.046951
848.5 2.171874 0.046740
849.0 2.170334 0.046528
849.5 2.168806 0.046317
850.0 2.167292 0.046106
850.5 2.165790 0.045894
851.0 2.164300 0.045683
851.5 2.162822 0.045472
852.0 2.161357 0.045260
852.5 2.159903 0.045049
853.0 2.158461 0.044857
853.5 2.157031 0.044681
854.0 2.155612 0.044506
854.5 2.154205 0.044331
855.0 2.152809 0.044156
855.5 2.151424 0.043980
856.0 2.150049 0.043805
856.5 2.148686 0.043630
857.0 2.147333 0.043455
857.5 2.145990 0.043279
858.0 2.144658 0.043104
858.5 2.143336 0.042929
859.0 2.142024 0.042753
859.5 2.140722 0.042578
860.0 2.139430 0.042403
860.5 2.138147 0.042228
861.0 2.136874 0.042052
861.5 2.135610 0.041877
862.0 2.134356 0.041702
862.5 2.133110 0.041527
863.0 2.131873 0.041351
863.5 2.130645 0.041176
864.0 2.129425 0.041001
864.5 2.128214 0.040826
865.0 2.127011 0.040650
865.5 2.125817 0.040475
866.0 2.124630 0.040300
866.5 2.123451 0.040124
867.0 2.122280 0.039949
867.5 2.121117 0.039774
868.0 2.119961 0.039599
868.5 2.118812 0.039423
869.0 2.117671 0.039248
869.5 2.116537 0.039073
870.0 2.115410 0.038898
870.5 2.114290 0.038722
871.0 2.113177 0.038568
871.5 2.112071 0.038503
872.0 2.110972 0.038438
872.5 2.109879 0.038374
873.0 2.108793 0.038309
873.5 2.107714 0.038244
874.0 2.106641 0.038180
874.5 2.105574 0.038115
875.0 2.104514 0.038050
875.5 2.103460 0.037986
876.0 2.102412 0.037921
876.5 2.101370 0.037856
877.0 2.100335 0.037791
877.5 2.099305 0.037727
878.0 2.098281 0.037662
878.5 2.097262 0.037597
879.0 2.096249 0.037533
879.5 2.095242 0.037468
880.0 2.094241 0.037403
880.5 2.093244 0.037339
881.0 2.092254 0.037274
881.5 2.091268 0.037209
882.0 2.090287 0.037144
882.5 2.089312 0.037080
883.0 2.088342 0.037015
883.5 2.087376 0.036950
884.0 2.086415 0.036886
884.5 2.085460 0.036821
885.0 2.084508 0.036756
885.5 2.083562 0.036692
886.0 2.082620 0.036627
886.5 2.081682 0.036562
887.0 2.080748 0.036497
887.5 2.079819 0.036433
888.0 2.078894 0.036368
888.5 2.077974 0.036311
889.0 2.077057 0.036256
889.5 2.076144 0.036201
890.0 2.075235 0.036147
890.5 2.074330 0.036092
891.0 2.073428 0.036037
891.5 2.072530 0.035983
892.0 2.071636 0.035928
892.5 2.070745 0.035873
893.0 2.069857 0.035819
893.5 2.068973 0.035764
894.0 2.068092 0.035709
894.5 2.067214 0.035655
895.0 2.066339 0.035600
895.5 2.065467 0.035545
896.0 2.064598 0.035491
896.5 2.063732 0.035436
897.0 2.062868 0.035381
897.5 2.062007 0.035327
898.0 2.061149 0.035272
898.5 2.060293 0.035217
899.0 2.059439 0.035163
899.5 2.058588 0.035108
900.0 2.057739 0.035054
900.5 2.056892 0.034999
901.0 2.056047 0.034944
901.5 2.055204 0.034890
902.0 2.054363 0.034835
902.5 2.053524 0.034780
903.0 2.052686 0.034726
903.5 2.051850 0.034671
904.0 2.051016 0.034616
904.5 2.050183 0.034562
905.0 2.049352 0.034507
905.5 2.048522 0.034452
906.0 2.047693 0.034398
906.5 2.046865 0.034343
907.0 2.046039 0.034288
907.5 2.045213 0.034234
908.0 2.044388 0.034179
908.5 2.043564 0.034124
909.0 2.042741 0.034041
909.5 2.041919 0.033948
910.0 2.041097 0.033855
