# DOI:Calculated from 10.1116/1.5121604 
# | wavelength | n | k
297.5 2.267902 0.632244
298.0 2.264975 0.635231
298.5 2.262200 0.638197
299.0 2.259574 0.641134
299.5 2.257164 0.644403
300.0 2.254960 0.647924
300.5 2.252917 0.651510
301.0 2.250998 0.655078
301.5 2.249204 0.658617
302.0 2.247489 0.662147
302.5 2.245793 0.665665
303.0 2.244070 0.669208
303.5 2.242438 0.673535
304.0 2.240635 0.677912
304.5 2.238643 0.682513
305.0 2.236408 0.687320
305.5 2.233951 0.692198
306.0 2.231361 0.697118
306.5 2.228766 0.702057
307.0 2.226267 0.706976
307.5 2.223974 0.711849
308.0 2.221985 0.716807
308.5 2.220197 0.721730
309.0 2.218548 0.726608
309.5 2.217007 0.731465
310.0 2.215535 0.736298
310.5 2.214081 0.741125
311.0 2.212562 0.745863
311.5 2.211150 0.751204
312.0 2.209864 0.757177
312.5 2.208511 0.763182
313.0 2.207071 0.769223
313.5 2.205534 0.775291
314.0 2.203848 0.781261
314.5 2.201973 0.786988
315.0 2.200123 0.792793
315.5 2.198469 0.798794
316.0 2.197008 0.804729
316.5 2.195852 0.810580
317.0 2.195468 0.817625
317.5 2.195383 0.824687
318.0 2.195466 0.831685
318.5 2.195494 0.838283
319.0 2.195269 0.844184
319.5 2.195040 0.850089
320.0 2.194910 0.855957
320.5 2.194980 0.861740
321.0 2.195299 0.867435
321.5 2.196321 0.874310
322.0 2.197796 0.881950
322.5 2.199301 0.889560
323.0 2.200770 0.897163
323.5 2.202156 0.904772
324.0 2.203705 0.912388
324.5 2.205648 0.919972
325.0 2.208165 0.927322
325.5 2.211448 0.934370
326.0 2.215333 0.941155
326.5 2.219392 0.947825
327.0 2.223203 0.954555
327.5 2.226581 0.961395
328.0 2.229758 0.968274
328.5 2.233019 0.975087
329.0 2.236681 0.981955
329.5 2.240680 0.988658
330.0 2.244860 0.995266
330.5 2.249092 1.001819
331.0 2.253426 1.008296
331.5 2.258016 1.014841
332.0 2.262939 1.021347
332.5 2.268156 1.027691
333.0 2.273637 1.033886
333.5 2.279321 1.039961
334.0 2.285445 1.046427
334.5 2.291703 1.053015
335.0 2.297896 1.059600
335.5 2.303921 1.066231
336.0 2.309824 1.072998
336.5 2.315757 1.079718
337.0 2.321918 1.086287
337.5 2.328502 1.092615
338.0 2.335556 1.098538
338.5 2.342900 1.104055
339.0 2.350451 1.109451
339.5 2.358047 1.114798
340.0 2.365579 1.120142
340.5 2.373025 1.125455
341.0 2.380536 1.130676
341.5 2.388213 1.135681
342.0 2.396096 1.140380
342.5 2.404351 1.145054
343.0 2.412917 1.149635
343.5 2.421687 1.154141
344.0 2.430615 1.158572
344.5 2.439685 1.162922
345.0 2.448880 1.167185
345.5 2.458199 1.171356
346.0 2.467614 1.175442
346.5 2.477047 1.179476
347.0 2.486431 1.183479
347.5 2.495746 1.187474
348.0 2.504937 1.191172
348.5 2.514051 1.194512
349.0 2.523305 1.197770
349.5 2.532777 1.200914
350.0 2.542523 1.203908
350.5 2.552590 1.206726
351.0 2.562973 1.209267
351.5 2.573704 1.211526
352.0 2.584732 1.213604
352.5 2.595930 1.215591
353.0 2.607120 1.217534
353.5 2.617830 1.218708
354.0 2.628279 1.219862
354.5 2.638615 1.221040
355.0 2.648954 1.222122
355.5 2.659426 1.223050
356.0 2.670163 1.223695
356.5 2.681292 1.224157
357.0 2.692734 1.224479
357.5 2.704409 1.224705
358.0 2.716110 1.224600
358.5 2.727704 1.224075
359.0 2.739361 1.223524
359.5 2.751113 1.222939
360.0 2.762995 1.222304
360.5 2.774942 1.221457
361.0 2.786837 1.219985
361.5 2.798940 1.218445
362.0 2.811251 1.216829
362.5 2.823652 1.215000
363.0 2.836075 1.212825
363.5 2.848452 1.210180
364.0 2.860947 1.207506
364.5 2.873528 1.204819
365.0 2.886151 1.202061
365.5 2.898707 1.199047
366.0 2.911074 1.195429
366.5 2.923473 1.191821
367.0 2.935785 1.188020
367.5 2.948097 1.184193
368.0 2.960377 1.180299
368.5 2.972436 1.175812
369.0 2.984485 1.171353
369.5 2.996524 1.166933
370.0 3.008463 1.162346
370.5 3.020358 1.157568
371.0 3.032291 1.152774
371.5 3.044295 1.147988
372.0 3.056375 1.143129
372.5 3.068435 1.137921
373.0 3.080355 1.131827
373.5 3.092427 1.125729
374.0 3.104554 1.119661
374.5 3.116500 1.113234
375.0 3.128200 1.106592
375.5 3.139687 1.100071
376.0 3.150826 1.093561
376.5 3.161555 1.087142
377.0 3.171841 1.080700
377.5 3.181518 1.073509
378.0 3.190832 1.066181
378.5 3.199923 1.058981
379.0 3.208672 1.051453
379.5 3.217014 1.043339
380.0 3.225299 1.035333
380.5 3.233637 1.027567
381.0 3.241903 1.019593
381.5 3.250161 1.011675
382.0 3.258409 1.003931
382.5 3.266287 0.995212
383.0 3.273791 0.985596
383.5 3.281157 0.976060
384.0 3.288352 0.966627
384.5 3.295395 0.957422
385.0 3.302239 0.948424
385.5 3.308848 0.939542
386.0 3.315193 0.930758
386.5 3.321257 0.922089
387.0 3.327080 0.913756
387.5 3.332475 0.905222
388.0 3.337445 0.896394
388.5 3.342135 0.887675
389.0 3.346568 0.879040
389.5 3.350762 0.870488
390.0 3.354222 0.859964
390.5 3.357322 0.848744
391.0 3.360316 0.837705
391.5 3.363178 0.826710
392.0 3.366047 0.816225
392.5 3.369018 0.806691
393.0 3.371848 0.797214
393.5 3.374482 0.787797
394.0 3.376861 0.778457
394.5 3.378929 0.769203
395.0 3.380769 0.760653
395.5 3.382246 0.752304
396.0 3.383368 0.743799
396.5 3.384210 0.734930
397.0 3.384992 0.726073
397.5 3.385847 0.717191
398.0 3.386706 0.707838
398.5 3.387525 0.698424
399.0 3.388202 0.689040
399.5 3.388647 0.679717
400.0 3.388856 0.670445
400.5 3.388798 0.661270
401.0 3.388504 0.652311
401.5 3.388008 0.643384
402.0 3.387519 0.635295
402.5 3.386852 0.627251
403.0 3.386032 0.619231
403.5 3.385058 0.611335
404.0 3.383927 0.603502
404.5 3.382616 0.595703
405.0 3.381120 0.587924
405.5 3.379446 0.580172
406.0 3.377610 0.572444
406.5 3.375704 0.565065
407.0 3.373826 0.558096
407.5 3.372000 0.551112
408.0 3.370328 0.544106
408.5 3.368814 0.537543
409.0 3.367138 0.531171
409.5 3.365012 0.524957
410.0 3.362328 0.519668
410.5 3.359019 0.514465
411.0 3.355312 0.509305
411.5 3.351405 0.504170
412.0 3.347459 0.499018
412.5 3.343553 0.493854
413.0 3.339786 0.488663
413.5 3.336183 0.483301
414.0 3.332696 0.477759
414.5 3.329244 0.472206
415.0 3.325772 0.466899
415.5 3.322160 0.461777
416.0 3.318401 0.457118
416.5 3.314540 0.453397
417.0 3.310467 0.449708
417.5 3.306213 0.446034
418.0 3.301835 0.442371
418.5 3.297416 0.438670
419.0 3.293017 0.434934
419.5 3.288733 0.431181
420.0 3.284598 0.427444
420.5 3.280666 0.423742
421.0 3.276880 0.420009
421.5 3.273257 0.416879
422.0 3.269715 0.414218
422.5 3.266153 0.411618
423.0 3.262517 0.409133
423.5 3.258728 0.406654
424.0 3.254743 0.404187
424.5 3.250557 0.401749
425.0 3.246225 0.399308
425.5 3.241798 0.396880
426.0 3.237335 0.394448
426.5 3.232940 0.392449
427.0 3.228611 0.390554
427.5 3.224399 0.388644
428.0 3.220354 0.386712
428.5 3.216511 0.384745
429.0 3.212881 0.382756
429.5 3.209431 0.380736
430.0 3.206212 0.379363
430.5 3.203156 0.378321
431.0 3.200207 0.377270
431.5 3.197318 0.376214
432.0 3.194483 0.375144
432.5 3.191658 0.374067
433.0 3.188818 0.372989
433.5 3.185925 0.371910
434.0 3.182956 0.370851
434.5 3.179918 0.369898
435.0 3.176787 0.368981
435.5 3.173586 0.368400
436.0 3.170271 0.367828
436.5 3.166834 0.367291
437.0 3.163266 0.366786
437.5 3.159581 0.366292
438.0 3.155772 0.365811
438.5 3.151898 0.365341
439.0 3.148014 0.364921
439.5 3.144209 0.364736
440.0 3.140529 0.364772
440.5 3.137034 0.365099
441.0 3.133751 0.365405
441.5 3.130673 0.365691
442.0 3.127789 0.365972
442.5 3.125094 0.366326
443.0 3.122563 0.366658
443.5 3.120188 0.366982
444.0 3.117961 0.367286
444.5 3.115884 0.367568
445.0 3.113966 0.367936
445.5 3.112200 0.368304
446.0 3.110560 0.368665
446.5 3.109027 0.369005
447.0 3.107575 0.369334
447.5 3.106177 0.369654
448.0 3.104824 0.369967
448.5 3.103480 0.370281
449.0 3.102137 0.370591
449.5 3.100759 0.370897
450.0 3.099368 0.371579
450.5 3.097907 0.372269
451.0 3.096370 0.372969
451.5 3.094808 0.373672
452.0 3.093265 0.374367
452.5 3.091803 0.375080
453.0 3.090471 0.375782
453.5 3.089327 0.376468
454.0 3.088408 0.377122
454.5 3.087697 0.377879
455.0 3.087142 0.378715
455.5 3.086671 0.379549
456.0 3.086222 0.380386
456.5 3.085747 0.381300
457.0 3.085173 0.382211
457.5 3.084535 0.383135
458.0 3.083867 0.384064
458.5 3.083229 0.384989
459.0 3.082662 0.385901
459.5 3.082227 0.386794
460.0 3.081957 0.387673
460.5 3.081919 0.388531
461.0 3.082153 0.389330
461.5 3.082668 0.390074
462.0 3.083412 0.390779
462.5 3.084312 0.391470
463.0 3.085321 0.392146
463.5 3.086358 0.392807
464.0 3.087368 0.393477
464.5 3.088295 0.394147
465.0 3.089145 0.394826
465.5 3.089992 0.395488
466.0 3.090895 0.396047
466.5 3.091925 0.396595
467.0 3.093152 0.397115
467.5 3.094652 0.397609
468.0 3.096401 0.398062
468.5 3.098339 0.398500
469.0 3.100410 0.398922
469.5 3.102565 0.399337
470.0 3.104745 0.399744
470.5 3.106934 0.400156
471.0 3.109090 0.400488
471.5 3.111188 0.400615
472.0 3.113236 0.400736
472.5 3.115206 0.400867
473.0 3.117080 0.401006
473.5 3.118832 0.401157
474.0 3.120434 0.401321
474.5 3.121975 0.401501
475.0 3.123518 0.401618
475.5 3.125129 0.401580
476.0 3.126913 0.401492
476.5 3.128958 0.401369
477.0 3.131370 0.401210
477.5 3.134204 0.401004
478.0 3.137386 0.400751
478.5 3.140851 0.400473
479.0 3.144506 0.400170
479.5 3.148270 0.399847
480.0 3.152048 0.399415
480.5 3.155731 0.398620
481.0 3.159275 0.397836
481.5 3.162699 0.397066
482.0 3.166013 0.396318
482.5 3.169247 0.395568
483.0 3.172419 0.394834
483.5 3.175540 0.394103
484.0 3.178614 0.393111
484.5 3.181591 0.391273
485.0 3.184596 0.389437
485.5 3.187647 0.387601
486.0 3.190761 0.385758
486.5 3.193957 0.383909
487.0 3.197268 0.382051
487.5 3.200687 0.380181
488.0 3.204232 0.378202
488.5 3.207881 0.376216
489.0 3.211597 0.374176
489.5 3.215312 0.371834
490.0 3.219022 0.369503
490.5 3.222681 0.367184
491.0 3.226279 0.364869
491.5 3.229768 0.362454
492.0 3.233129 0.359978
492.5 3.236355 0.357515
493.0 3.239441 0.355081
493.5 3.242354 0.352656
494.0 3.244965 0.348899
494.5 3.247441 0.345074
495.0 3.249825 0.341260
495.5 3.252135 0.337458
496.0 3.254412 0.333667
496.5 3.256666 0.329707
497.0 3.258933 0.325704
497.5 3.261185 0.321479
498.0 3.263383 0.317233
498.5 3.265493 0.312998
499.0 3.267465 0.308773
499.5 3.269252 0.304540
500.0 3.270796 0.300340
500.5 3.272068 0.296167
501.0 3.273002 0.292019
501.5 3.273493 0.287665
502.0 3.273512 0.283292
502.5 3.272992 0.279041
503.0 3.271916 0.274832
503.5 3.270401 0.270648
504.0 3.268561 0.266488
504.5 3.266503 0.262338
505.0 3.264350 0.258188
505.5 3.262233 0.254151
506.0 3.260307 0.251002
506.5 3.258582 0.247858
507.0 3.257016 0.244705
507.5 3.255568 0.241546
508.0 3.254180 0.238379
508.5 3.252812 0.235213
509.0 3.251415 0.232038
509.5 3.249956 0.228865
510.0 3.248386 0.225700
510.5 3.246712 0.222544
511.0 3.244969 0.219380
511.5 3.243193 0.216202
512.0 3.241414 0.212950
512.5 3.239702 0.210370
513.0 3.238082 0.208095
513.5 3.236554 0.205805
514.0 3.235135 0.203515
514.5 3.233801 0.201216
515.0 3.232526 0.198911
515.5 3.231305 0.196605
516.0 3.230113 0.194300
516.5 3.228928 0.192047
517.0 3.227740 0.189777
517.5 3.226524 0.187523
518.0 3.225256 0.185261
518.5 3.223927 0.183000
519.0 3.222554 0.180738
519.5 3.221146 0.178484
520.0 3.219710 0.176223
520.5 3.218247 0.173971
521.0 3.216796 0.171891
521.5 3.215348 0.169810
522.0 3.213905 0.167713
522.5 3.212482 0.165616
523.0 3.211086 0.163512
523.5 3.209725 0.161408
524.0 3.208390 0.159296
524.5 3.207065 0.157184
525.0 3.205748 0.155073
525.5 3.204416 0.152961
526.0 3.203080 0.150850
526.5 3.201707 0.148720
527.0 3.200295 0.146526
527.5 3.198843 0.144333
528.0 3.197337 0.142130
528.5 3.195771 0.139935
529.0 3.194127 0.137739
529.5 3.192402 0.135542
530.0 3.190587 0.133353
530.5 3.188701 0.131157
531.0 3.186777 0.129648
531.5 3.184804 0.128210
532.0 3.182784 0.126772
532.5 3.180730 0.125335
533.0 3.178654 0.123890
533.5 3.176553 0.122455
534.0 3.174459 0.121013
534.5 3.172367 0.119572
535.0 3.170317 0.118123
535.5 3.168316 0.116675
536.0 3.166395 0.115225
536.5 3.164551 0.113767
537.0 3.162801 0.112330
537.5 3.161134 0.111047
538.0 3.159555 0.109762
538.5 3.158052 0.108476
539.0 3.156605 0.107181
539.5 3.155199 0.105885
540.0 3.153838 0.104588
540.5 3.152491 0.103307
541.0 3.151162 0.102275
541.5 3.149820 0.101250
542.0 3.148469 0.100218
542.5 3.147086 0.099196
543.0 3.145671 0.098166
543.5 3.144201 0.097136
544.0 3.142688 0.096116
544.5 3.141127 0.095101
545.0 3.139522 0.094101
545.5 3.137883 0.093094
546.0 3.136205 0.092094
546.5 3.134498 0.091086
547.0 3.132773 0.090085
547.5 3.131022 0.089076
548.0 3.129257 0.088067
548.5 3.127485 0.087065
549.0 3.125702 0.086055
549.5 3.123907 0.085043
550.0 3.122120 0.084031
550.5 3.120333 0.083018
551.0 3.118557 0.082117
551.5 3.116793 0.081246
552.0 3.115051 0.080366
552.5 3.113322 0.079494
553.0 3.111606 0.078620
553.5 3.109912 0.077823
554.0 3.108238 0.077035
554.5 3.106574 0.076238
555.0 3.104928 0.075441
555.5 3.103281 0.074652
556.0 3.101650 0.073854
556.5 3.100018 0.073055
557.0 3.098399 0.072248
557.5 3.096777 0.071448
558.0 3.095151 0.070649
558.5 3.093536 0.069848
559.0 3.091907 0.069048
559.5 3.090280 0.068239
560.0 3.088645 0.067439
560.5 3.087001 0.066629
561.0 3.085348 0.065828
561.5 3.083686 0.065019
562.0 3.082022 0.064255
562.5 3.080347 0.063560
563.0 3.078677 0.062896
563.5 3.076993 0.062241
564.0 3.075312 0.061578
564.5 3.073624 0.060923
565.0 3.071937 0.060260
565.5 3.070250 0.059597
566.0 3.068562 0.058934
566.5 3.066873 0.058272
567.0 3.065181 0.057609
567.5 3.063503 0.056947
568.0 3.061820 0.056284
568.5 3.060141 0.055614
569.0 3.058473 0.054952
569.5 3.056806 0.054283
570.0 3.055144 0.053621
570.5 3.053503 0.052952
571.0 3.051877 0.052282
571.5 3.050269 0.051613
572.0 3.048671 0.050944
572.5 3.047095 0.050372
573.0 3.045550 0.049943
573.5 3.044013 0.049515
574.0 3.042503 0.049086
574.5 3.041012 0.048657
575.0 3.039543 0.048227
575.5 3.038098 0.047798
576.0 3.036678 0.047367
576.5 3.035277 0.046937
577.0 3.033897 0.046497
577.5 3.032548 0.046066
578.0 3.031227 0.045633
578.5 3.029919 0.045193
579.0 3.028631 0.044760
579.5 3.027362 0.044318
580.0 3.026103 0.043884
580.5 3.024862 0.043442
581.0 3.023631 0.043036
581.5 3.022418 0.042671
582.0 3.021204 0.042315
582.5 3.020005 0.041950
583.0 3.018804 0.041585
583.5 3.017608 0.041220
584.0 3.016410 0.040863
584.5 3.015216 0.040497
585.0 3.014009 0.040132
585.5 3.012805 0.039854
586.0 3.011603 0.039592
586.5 3.010386 0.039339
587.0 3.009171 0.039085
587.5 3.007947 0.038831
588.0 3.006714 0.038577
588.5 3.005481 0.038315
589.0 3.004237 0.038061
589.5 3.002991 0.037807
590.0 3.001733 0.037545
590.5 3.000471 0.037291
591.0 2.999204 0.037037
591.5 2.997925 0.036784
592.0 2.996640 0.036523
592.5 2.995352 0.036295
593.0 2.994059 0.036059
593.5 2.992754 0.035831
594.0 2.991454 0.035603
594.5 2.990142 0.035367
595.0 2.988836 0.035131
595.5 2.987527 0.034903
596.0 2.986215 0.034675
596.5 2.984901 0.034567
597.0 2.983593 0.034491
597.5 2.982284 0.034407
598.0 2.980973 0.034331
598.5 2.979670 0.034255
599.0 2.978366 0.034171
599.5 2.977070 0.034095
600.0 2.975773 0.034011
600.5 2.974485 0.033935
601.0 2.973197 0.033851
601.5 2.971918 0.033775
602.0 2.970648 0.033691
602.5 2.969388 0.033615
603.0 2.968130 0.033531
603.5 2.966882 0.033481
604.0 2.965636 0.033423
604.5 2.964409 0.033372
605.0 2.963185 0.033314
605.5 2.961972 0.033264
606.0 2.960778 0.033206
606.5 2.959587 0.033147
607.0 2.958407 0.033097
607.5 2.957238 0.033038
608.0 2.956079 0.032980
608.5 2.954931 0.032929
609.0 2.953793 0.032871
609.5 2.952666 0.032812
610.0 2.951557 0.032713
610.5 2.950450 0.032623
611.0 2.949361 0.032524
611.5 2.948283 0.032433
612.0 2.947215 0.032334
612.5 2.946164 0.032235
613.0 2.945116 0.032144
613.5 2.944077 0.032045
614.0 2.943056 0.031946
614.5 2.942036 0.031855
615.0 2.941025 0.031756
615.5 2.940016 0.031657
616.0 2.939024 0.031558
616.5 2.938034 0.031467
617.0 2.937045 0.031368
617.5 2.936065 0.031269
618.0 2.935095 0.031170
618.5 2.934126 0.031070
619.0 2.933159 0.030971
619.5 2.932201 0.030880
620.0 2.931237 0.030781
620.5 2.930282 0.030681
621.0 2.929329 0.030582
621.5 2.928377 0.030482
622.0 2.927428 0.030383
622.5 2.926480 0.030284
623.0 2.925533 0.030184
623.5 2.924581 0.030093
624.0 2.923630 0.030009
624.5 2.922681 0.029941
625.0 2.921734 0.029874
625.5 2.920780 0.029806
626.0 2.919821 0.029746
626.5 2.918864 0.029679
627.0 2.917909 0.029611
627.5 2.916947 0.029543
628.0 2.915988 0.029475
628.5 2.915031 0.029407
629.0 2.914068 0.029339
629.5 2.913116 0.029279
630.0 2.912158 0.029211
630.5 2.911202 0.029143
631.0 2.910240 0.029074
631.5 2.909289 0.029006
632.0 2.908340 0.028938
632.5 2.907393 0.028870
633.0 2.906447 0.028809
633.5 2.905503 0.028741
634.0 2.904568 0.028672
634.5 2.903627 0.028604
635.0 2.902694 0.028535
635.5 2.901762 0.028467
636.0 2.900832 0.028398
636.5 2.899909 0.028330
637.0 2.898996 0.028261
637.5 2.898074 0.028193
638.0 2.897161 0.028124
638.5 2.896255 0.028056
639.0 2.895357 0.027987
639.5 2.894459 0.027919
640.0 2.893560 0.027850
640.5 2.892669 0.027894
641.0 2.891784 0.027953
641.5 2.890907 0.028013
642.0 2.890028 0.028064
642.5 2.889156 0.028124
643.0 2.888282 0.028184
643.5 2.887414 0.028243
644.0 2.886545 0.028295
644.5 2.885689 0.028355
645.0 2.884831 0.028415
645.5 2.883971 0.028475
646.0 2.883116 0.028527
646.5 2.882267 0.028587
647.0 2.881417 0.028648
647.5 2.880573 0.028715
648.0 2.879737 0.028774
648.5 2.878900 0.028841
649.0 2.878071 0.028908
649.5 2.877251 0.028975
650.0 2.876432 0.029034
650.5 2.875630 0.029101
651.0 2.874822 0.029168
651.5 2.874032 0.029235
652.0 2.873245 0.029294
652.5 2.872468 0.029361
653.0 2.871695 0.029468
653.5 2.870934 0.029582
654.0 2.870185 0.029697
654.5 2.869448 0.029812
655.0 2.868717 0.029926
655.5 2.867999 0.030040
656.0 2.867286 0.030147
656.5 2.866577 0.030261
657.0 2.865880 0.030375
657.5 2.865196 0.030489
658.0 2.864506 0.030602
658.5 2.863826 0.030716
659.0 2.863141 0.030830
659.5 2.862466 0.030944
660.0 2.861784 0.031057
660.5 2.861111 0.031171
661.0 2.860430 0.031285
661.5 2.859749 0.031398
662.0 2.859068 0.031524
662.5 2.858378 0.031651
663.0 2.857687 0.031777
663.5 2.856986 0.031904
664.0 2.856275 0.032031
664.5 2.855571 0.032158
665.0 2.854849 0.032285
665.5 2.854126 0.032412
666.0 2.853394 0.032539
666.5 2.852669 0.032666
667.0 2.851943 0.032801
667.5 2.851217 0.032920
668.0 2.850499 0.033055
668.5 2.849788 0.033158
669.0 2.849077 0.033213
669.5 2.848383 0.033268
670.0 2.847697 0.033315
670.5 2.847027 0.033371
671.0 2.846374 0.033426
671.5 2.845738 0.033473
672.0 2.845119 0.033528
672.5 2.844517 0.033583
673.0 2.843925 0.033630
673.5 2.843358 0.033686
674.0 2.842800 0.033741
674.5 2.842260 0.033788
675.0 2.841730 0.033843
675.5 2.841209 0.033890
676.0 2.840706 0.033945
676.5 2.840213 0.033992
677.0 2.839737 0.034051
677.5 2.839263 0.034106
678.0 2.838807 0.034169
678.5 2.838351 0.034224
679.0 2.837914 0.034287
679.5 2.837477 0.034342
680.0 2.837041 0.034405
680.5 2.836623 0.034460
681.0 2.836206 0.034547
681.5 2.835790 0.034666
682.0 2.835383 0.034785
682.5 2.834977 0.034904
683.0 2.834571 0.035022
683.5 2.834166 0.035141
684.0 2.833763 0.035260
684.5 2.833368 0.035379
685.0 2.832965 0.035498
685.5 2.832563 0.035617
686.0 2.832161 0.035736
686.5 2.831752 0.035855
687.0 2.831344 0.035973
687.5 2.830935 0.036092
688.0 2.830527 0.036211
688.5 2.830112 0.036330
689.0 2.829704 0.036449
689.5 2.829281 0.036568
690.0 2.828866 0.036686
690.5 2.828451 0.036805
691.0 2.828028 0.036924
691.5 2.827605 0.037048
692.0 2.827183 0.037175
692.5 2.826760 0.037302
693.0 2.826329 0.037429
693.5 2.825907 0.037556
694.0 2.825476 0.037683
694.5 2.825045 0.037810
695.0 2.824614 0.037937
695.5 2.824175 0.038064
696.0 2.823744 0.038207
696.5 2.823304 0.038359
697.0 2.822865 0.038510
697.5 2.822426 0.038661
698.0 2.821986 0.038812
698.5 2.821538 0.038963
699.0 2.821098 0.039106
699.5 2.820650 0.039258
700.0 2.820210 0.039409
700.5 2.819761 0.039560
701.0 2.819312 0.039712
701.5 2.818855 0.039863
702.0 2.818406 0.040014
702.5 2.817957 0.040166
703.0 2.817499 0.040309
703.5 2.817049 0.040461
704.0 2.816591 0.040613
704.5 2.816132 0.040764
705.0 2.815673 0.040916
705.5 2.815214 0.041068
706.0 2.814755 0.041220
706.5 2.814287 0.041371
707.0 2.813828 0.041523
707.5 2.813360 0.041675
708.0 2.812901 0.041827
708.5 2.812433 0.041979
709.0 2.811966 0.042130
709.5 2.811499 0.042282
710.0 2.811032 0.042426
710.5 2.810566 0.042578
711.0 2.810100 0.042730
711.5 2.809626 0.042874
712.0 2.809160 0.043018
712.5 2.808688 0.043161
713.0 2.808215 0.043305
713.5 2.807752 0.043449
714.0 2.807281 0.043593
714.5 2.806811 0.043745
715.0 2.806341 0.043889
715.5 2.805873 0.044033
716.0 2.805405 0.044176
716.5 2.804930 0.044317
717.0 2.804465 0.044444
717.5 2.803991 0.044579
718.0 2.803528 0.044706
718.5 2.803065 0.044833
719.0 2.802604 0.044960
719.5 2.802144 0.045087
720.0 2.801694 0.045222
720.5 2.801253 0.045349
721.0 2.800813 0.045475
721.5 2.800376 0.045602
722.0 2.799956 0.045729
722.5 2.799537 0.045855
723.0 2.799137 0.045990
723.5 2.798746 0.046116
724.0 2.798356 0.046243
724.5 2.797992 0.046369
725.0 2.797630 0.046496
725.5 2.797286 0.046622
726.0 2.796950 0.046749
