# DOI:10.1039/C6TC02135B + experimental 
# | wavelength | n | k
790.0 1.939638 0.000000
790.5 1.939399 0.000000
791.0 1.939159 0.000000
791.5 1.938930 0.000000
792.0 1.938701 0.000000
792.5 1.938547 0.000000
793.0 1.938394 0.000000
793.5 1.938375 0.000000
794.0 1.938356 0.000000
794.5 1.938337 0.000000
795.0 1.938318 0.000000
795.5 1.938299 0.000000
796.0 1.938279 0.000000
796.5 1.938260 0.000000
797.0 1.938241 0.000000
797.5 1.938222 0.000000
798.0 1.938203 0.000000
798.5 1.938184 0.000000
799.0 1.938165 0.000000
799.5 1.938146 0.000000
800.0 1.938127 0.000000
800.5 1.938108 0.000000
801.0 1.938088 0.000000
801.5 1.938069 0.000000
802.0 1.938050 0.000000
802.5 1.938031 0.000000
803.0 1.938012 0.000000
803.5 1.937993 0.000000
804.0 1.937974 0.000000
804.5 1.937955 0.000000
805.0 1.937936 0.000000
805.5 1.937917 0.000000
806.0 1.937897 0.000000
806.5 1.937878 0.000000
807.0 1.937859 0.000000
807.5 1.937840 0.000000
808.0 1.937821 0.000000
808.5 1.937802 0.000000
809.0 1.937783 0.000000
809.5 1.937764 0.000000
810.0 1.937745 0.000000
810.5 1.937726 0.000000
811.0 1.937707 0.000000
811.5 1.937688 0.000000
812.0 1.937668 0.000000
812.5 1.937649 0.000000
813.0 1.937630 0.000000
813.5 1.937611 0.000000
814.0 1.937592 0.000000
814.5 1.937573 0.000000
815.0 1.937554 0.000000
815.5 1.937535 0.000000
816.0 1.937516 0.000000
816.5 1.937496 0.000000
817.0 1.937477 0.000000
817.5 1.937458 0.000000
818.0 1.937439 0.000000
818.5 1.937420 0.000000
819.0 1.937401 0.000000
819.5 1.937382 0.000000
820.0 1.937363 0.000000
820.5 1.937324 0.000000
821.0 1.937285 0.000000
821.5 1.937155 0.000000
822.0 1.937024 0.000000
822.5 1.936796 0.000000
823.0 1.936568 0.000000
823.5 1.936339 0.000000
824.0 1.936111 0.000000
824.5 1.935883 0.000000
825.0 1.935655 0.000000
825.5 1.935426 0.000000
826.0 1.935198 0.000000
826.5 1.934970 0.000000
827.0 1.934743 0.000000
827.5 1.934519 0.000000
828.0 1.934296 0.000000
828.5 1.934077 0.000000
829.0 1.933858 0.000000
829.5 1.933639 0.000000
830.0 1.933420 0.000000
830.5 1.933200 0.000000
831.0 1.932981 0.000000
831.5 1.932762 0.000000
832.0 1.932542 0.000000
832.5 1.932336 0.000000
833.0 1.932130 0.000000
833.5 1.932000 0.000000
834.0 1.931870 0.000000
834.5 1.931851 0.000000
835.0 1.931832 0.000000
835.5 1.931813 0.000000
836.0 1.931794 0.000000
836.5 1.931774 0.000000
837.0 1.931755 0.000000
837.5 1.931736 0.000000
838.0 1.931717 0.000000
838.5 1.931698 0.000000
839.0 1.931679 0.000000
839.5 1.931660 0.000000
840.0 1.931641 0.000000
840.5 1.931622 0.000000
841.0 1.931603 0.000000
841.5 1.931584 0.000000
842.0 1.931565 0.000000
842.5 1.931545 0.000000
843.0 1.931526 0.000000
843.5 1.931507 0.000000
844.0 1.931488 0.000000
844.5 1.931469 0.000000
845.0 1.931450 0.000000
845.5 1.931390 0.000000
846.0 1.931330 0.000000
846.5 1.931144 0.000000
847.0 1.930958 0.000000
847.5 1.930741 0.000000
848.0 1.930524 0.000000
848.5 1.930308 0.000000
849.0 1.930091 0.000000
849.5 1.929874 0.000000
850.0 1.929658 0.000000
850.5 1.929442 0.000000
851.0 1.929225 0.000000
851.5 1.929011 0.000000
852.0 1.928797 0.000000
852.5 1.928587 0.000000
853.0 1.928378 0.000000
853.5 1.928171 0.000000
854.0 1.927963 0.000000
854.5 1.927756 0.000000
855.0 1.927549 0.000000
855.5 1.927344 0.000000
856.0 1.927138 0.000000
856.5 1.926938 0.000000
857.0 1.926739 0.000000
857.5 1.926541 0.000000
858.0 1.926344 0.000000
858.5 1.926146 0.000000
859.0 1.925949 0.000000
859.5 1.925750 0.000000
860.0 1.925552 0.000000
860.5 1.925545 0.000000
861.0 1.925538 0.000000
861.5 1.925531 0.000000
862.0 1.925524 0.000000
862.5 1.925517 0.000000
863.0 1.925511 0.000000
863.5 1.925504 0.000000
864.0 1.925497 0.000000
864.5 1.925490 0.000000
865.0 1.925483 0.000000
865.5 1.925476 0.000000
866.0 1.925469 0.000000
866.5 1.925462 0.000000
867.0 1.925455 0.000000
867.5 1.925448 0.000000
868.0 1.925442 0.000000
868.5 1.925435 0.000000
869.0 1.925428 0.000000
869.5 1.925421 0.000000
870.0 1.925414 0.000000
870.5 1.925407 0.000000
871.0 1.925400 0.000000
871.5 1.925393 0.000000
872.0 1.925386 0.000000
872.5 1.925380 0.000000
873.0 1.925373 0.000000
873.5 1.925366 0.000000
874.0 1.925359 0.000000
874.5 1.925352 0.000000
875.0 1.925345 0.000000
875.5 1.925338 0.000000
876.0 1.925331 0.000000
876.5 1.925324 0.000000
877.0 1.925317 0.000000
877.5 1.925311 0.000000
878.0 1.925304 0.000000
878.5 1.925297 0.000000
879.0 1.925290 0.000000
879.5 1.925283 0.000000
880.0 1.925276 0.000000
880.5 1.925269 0.000000
881.0 1.925262 0.000000
881.5 1.925255 0.000000
882.0 1.925248 0.000000
882.5 1.925241 0.000000
883.0 1.925235 0.000000
883.5 1.925228 0.000000
884.0 1.925221 0.000000
884.5 1.925214 0.000000
885.0 1.925207 0.000000
885.5 1.925200 0.000000
886.0 1.925193 0.000000
886.5 1.925186 0.000000
887.0 1.925179 0.000000
887.5 1.925172 0.000000
888.0 1.925166 0.000000
888.5 1.925159 0.000000
889.0 1.925152 0.000000
889.5 1.925145 0.000000
890.0 1.925138 0.000000
890.5 1.925131 0.000000
891.0 1.925124 0.000000
891.5 1.925117 0.000000
892.0 1.925110 0.000000
892.5 1.925104 0.000000
893.0 1.925097 0.000000
893.5 1.925090 0.000000
894.0 1.925083 0.000000
894.5 1.925076 0.000000
895.0 1.925069 0.000000
895.5 1.925062 0.000000
896.0 1.925055 0.000000
896.5 1.925048 0.000000
897.0 1.925041 0.000000
897.5 1.925034 0.000000
898.0 1.925028 0.000000
898.5 1.925021 0.000000
899.0 1.925014 0.000000
899.5 1.925007 0.000000
900.0 1.925000 0.000000
900.5 1.924875 0.000000
901.0 1.924750 0.000000
901.5 1.924625 0.000000
902.0 1.924500 0.000000
902.5 1.924375 0.000000
903.0 1.924250 0.000000
903.5 1.924125 0.000000
904.0 1.924000 0.000000
904.5 1.923875 0.000000
905.0 1.923750 0.000000
905.5 1.923625 0.000000
906.0 1.923500 0.000000
906.5 1.923375 0.000000
907.0 1.923250 0.000000
907.5 1.923125 0.000000
908.0 1.923000 0.000000
908.5 1.922875 0.000000
909.0 1.922750 0.000000
909.5 1.922625 0.000000
910.0 1.922500 0.000000
910.5 1.922375 0.000000
911.0 1.922250 0.000000
911.5 1.922125 0.000000
912.0 1.922000 0.000000
912.5 1.921875 0.000000
913.0 1.921750 0.000000
913.5 1.921625 0.000000
914.0 1.921500 0.000000
914.5 1.921375 0.000000
915.0 1.921250 0.000000
915.5 1.921125 0.000000
916.0 1.921000 0.000000
916.5 1.920875 0.000000
917.0 1.920750 0.000000
917.5 1.920625 0.000000
918.0 1.920500 0.000000
918.5 1.920375 0.000000
919.0 1.920250 0.000000
919.5 1.920125 0.000000
920.0 1.920000 0.000000
920.5 1.919975 0.000000
921.0 1.919950 0.000000
921.5 1.919925 0.000000
922.0 1.919900 0.000000
922.5 1.919875 0.000000
923.0 1.919850 0.000000
923.5 1.919825 0.000000
924.0 1.919800 0.000000
924.5 1.919775 0.000000
925.0 1.919750 0.000000
925.5 1.919725 0.000000
926.0 1.919700 0.000000
926.5 1.919675 0.000000
927.0 1.919650 0.000000
927.5 1.919625 0.000000
928.0 1.919600 0.000000
928.5 1.919575 0.000000
929.0 1.919550 0.000000
929.5 1.919525 0.000000
930.0 1.919500 0.000000
930.5 1.919475 0.000000
931.0 1.919450 0.000000
931.5 1.919425 0.000000
932.0 1.919400 0.000000
932.5 1.919375 0.000000
933.0 1.919350 0.000000
933.5 1.919325 0.000000
934.0 1.919300 0.000000
934.5 1.919275 0.000000
935.0 1.919250 0.000000
935.5 1.919225 0.000000
936.0 1.919200 0.000000
936.5 1.919175 0.000000
937.0 1.919150 0.000000
937.5 1.919125 0.000000
938.0 1.919100 0.000000
938.5 1.919075 0.000000
939.0 1.919050 0.000000
939.5 1.919025 0.000000
940.0 1.919000 0.000000
940.5 1.918975 0.000000
941.0 1.918950 0.000000
941.5 1.918925 0.000000
942.0 1.918900 0.000000
942.5 1.918875 0.000000
943.0 1.918850 0.000000
943.5 1.918825 0.000000
944.0 1.918800 0.000000
944.5 1.918775 0.000000
945.0 1.918750 0.000000
945.5 1.918725 0.000000
946.0 1.918700 0.000000
946.5 1.918675 0.000000
947.0 1.918650 0.000000
947.5 1.918625 0.000000
948.0 1.918600 0.000000
948.5 1.918575 0.000000
949.0 1.918550 0.000000
949.5 1.918525 0.000000
950.0 1.918500 0.000000
950.5 1.918475 0.000000
951.0 1.918450 0.000000
951.5 1.918425 0.000000
952.0 1.918400 0.000000
952.5 1.918375 0.000000
953.0 1.918350 0.000000
953.5 1.918325 0.000000
954.0 1.918300 0.000000
954.5 1.918275 0.000000
955.0 1.918250 0.000000
955.5 1.918225 0.000000
956.0 1.918200 0.000000
956.5 1.918175 0.000000
957.0 1.918150 0.000000
957.5 1.918125 0.000000
958.0 1.918100 0.000000
958.5 1.918075 0.000000
959.0 1.918050 0.000000
959.5 1.918025 0.000000
960.0 1.918000 0.000000
960.5 1.917987 0.000000
961.0 1.917975 0.000000
961.5 1.917963 0.000000
962.0 1.917950 0.000000
962.5 1.917938 0.000000
963.0 1.917925 0.000000
963.5 1.917912 0.000000
964.0 1.917900 0.000000
964.5 1.917887 0.000000
965.0 1.917875 0.000000
965.5 1.917863 0.000000
966.0 1.917850 0.000000
966.5 1.917838 0.000000
967.0 1.917825 0.000000
967.5 1.917812 0.000000
968.0 1.917800 0.000000
968.5 1.917787 0.000000
969.0 1.917775 0.000000
969.5 1.917762 0.000000
970.0 1.917750 0.000000
970.5 1.917737 0.000000
971.0 1.917725 0.000000
971.5 1.917712 0.000000
972.0 1.917700 0.000000
972.5 1.917687 0.000000
973.0 1.917675 0.000000
973.5 1.917662 0.000000
974.0 1.917650 0.000000
974.5 1.917637 0.000000
975.0 1.917625 0.000000
975.5 1.917612 0.000000
976.0 1.917600 0.000000
976.5 1.917588 0.000000
977.0 1.917575 0.000000
977.5 1.917562 0.000000
978.0 1.917550 0.000000
978.5 1.917537 0.000000
979.0 1.917525 0.000000
979.5 1.917512 0.000000
980.0 1.917500 0.000000
980.5 1.917494 0.000000
981.0 1.917487 0.000000
981.5 1.917481 0.000000
982.0 1.917475 0.000000
982.5 1.917469 0.000000
983.0 1.917463 0.000000
983.5 1.917456 0.000000
984.0 1.917450 0.000000
984.5 1.917444 0.000000
985.0 1.917437 0.000000
985.5 1.917431 0.000000
986.0 1.917425 0.000000
986.5 1.917419 0.000000
987.0 1.917412 0.000000
987.5 1.917406 0.000000
988.0 1.917400 0.000000
988.5 1.917394 0.000000
989.0 1.917388 0.000000
989.5 1.917381 0.000000
990.0 1.917375 0.000000
990.5 1.917369 0.000000
991.0 1.917362 0.000000
991.5 1.917356 0.000000
992.0 1.917350 0.000000
992.5 1.917344 0.000000
993.0 1.917337 0.000000
993.5 1.917331 0.000000
994.0 1.917325 0.000000
994.5 1.917319 0.000000
995.0 1.917312 0.000000
995.5 1.917306 0.000000
996.0 1.917300 0.000000
996.5 1.917294 0.000000
997.0 1.917287 0.000000
997.5 1.917281 0.000000
998.0 1.917275 0.000000
998.5 1.917269 0.000000
999.0 1.917262 0.000000
999.5 1.917256 0.000000
1000.0 1.917250 0.000000
