# DOI:10.1002/adom.202000319 + 10.1002/aenm.201702854 
# | wavelength | n | k
788.5 2.133563 0.050144
789.0 2.132974 0.050004
789.5 2.132388 0.049864
790.0 2.131806 0.049724
790.5 2.131227 0.049584
791.0 2.130651 0.049444
791.5 2.130078 0.049304
792.0 2.129509 0.049164
792.5 2.128943 0.049024
793.0 2.128379 0.048883
793.5 2.127819 0.048743
794.0 2.127261 0.048603
794.5 2.126707 0.048463
795.0 2.126155 0.048323
795.5 2.125606 0.048183
796.0 2.125060 0.048043
796.5 2.124516 0.047903
797.0 2.123975 0.047763
797.5 2.123436 0.047623
798.0 2.122900 0.047483
798.5 2.122366 0.047343
799.0 2.121834 0.047203
799.5 2.121305 0.047063
800.0 2.120778 0.046923
800.5 2.120253 0.046783
801.0 2.119731 0.046643
801.5 2.119210 0.046503
802.0 2.118691 0.046365
802.5 2.118175 0.046270
803.0 2.117660 0.046174
803.5 2.117147 0.046079
804.0 2.116636 0.045984
804.5 2.116126 0.045889
805.0 2.115618 0.045793
805.5 2.115112 0.045698
806.0 2.114607 0.045603
806.5 2.114104 0.045508
807.0 2.113602 0.045412
807.5 2.113102 0.045317
808.0 2.112603 0.045222
808.5 2.112105 0.045127
809.0 2.111608 0.045031
809.5 2.111113 0.044936
810.0 2.110618 0.044841
810.5 2.110125 0.044745
811.0 2.109633 0.044650
811.5 2.109142 0.044555
812.0 2.108653 0.044460
812.5 2.108165 0.044364
813.0 2.107678 0.044269
813.5 2.107192 0.044174
814.0 2.106707 0.044079
814.5 2.106224 0.043983
815.0 2.105742 0.043888
815.5 2.105261 0.043793
816.0 2.104782 0.043698
816.5 2.104304 0.043602
817.0 2.103827 0.043507
817.5 2.103352 0.043412
818.0 2.102878 0.043317
818.5 2.102406 0.043221
819.0 2.101934 0.043126
819.5 2.101465 0.043031
820.0 2.100996 0.042936
820.5 2.100529 0.042840
821.0 2.100064 0.042745
821.5 2.099600 0.042650
822.0 2.099138 0.042555
822.5 2.098677 0.042459
823.0 2.098217 0.042364
823.5 2.097759 0.042269
824.0 2.097303 0.042173
824.5 2.096848 0.042076
825.0 2.096394 0.041975
825.5 2.095943 0.041873
826.0 2.095492 0.041772
826.5 2.095044 0.041670
827.0 2.094597 0.041569
827.5 2.094151 0.041468
828.0 2.093708 0.041366
828.5 2.093265 0.041265
829.0 2.092825 0.041163
829.5 2.092386 0.041062
830.0 2.091949 0.040960
830.5 2.091514 0.040859
831.0 2.091080 0.040758
831.5 2.090648 0.040656
832.0 2.090218 0.040555
832.5 2.089789 0.040453
833.0 2.089362 0.040352
833.5 2.088937 0.040250
834.0 2.088514 0.040149
834.5 2.088093 0.040048
835.0 2.087673 0.039946
835.5 2.087255 0.039845
836.0 2.086839 0.039743
836.5 2.086425 0.039642
837.0 2.086013 0.039540
837.5 2.085602 0.039439
838.0 2.085194 0.039338
838.5 2.084787 0.039236
839.0 2.084383 0.039135
839.5 2.083980 0.039033
840.0 2.083579 0.038932
840.5 2.083180 0.038830
841.0 2.082783 0.038729
841.5 2.082387 0.038628
842.0 2.081994 0.038526
842.5 2.081602 0.038425
843.0 2.081212 0.038328
843.5 2.080823 0.038302
844.0 2.080437 0.038276
844.5 2.080052 0.038250
845.0 2.079668 0.038223
845.5 2.079287 0.038197
846.0 2.078906 0.038171
846.5 2.078528 0.038145
847.0 2.078151 0.038119
847.5 2.077775 0.038092
848.0 2.077401 0.038066
848.5 2.077029 0.038040
849.0 2.076658 0.038014
849.5 2.076288 0.037987
850.0 2.075920 0.037961
850.5 2.075554 0.037935
851.0 2.075188 0.037909
851.5 2.074824 0.037883
852.0 2.074461 0.037856
852.5 2.074100 0.037830
853.0 2.073740 0.037804
853.5 2.073381 0.037778
854.0 2.073023 0.037751
854.5 2.072667 0.037725
855.0 2.072312 0.037699
855.5 2.071957 0.037673
856.0 2.071604 0.037647
856.5 2.071253 0.037620
857.0 2.070902 0.037594
857.5 2.070552 0.037568
858.0 2.070203 0.037542
858.5 2.069856 0.037516
859.0 2.069509 0.037489
859.5 2.069163 0.037463
860.0 2.068819 0.037437
860.5 2.068475 0.037411
861.0 2.068132 0.037384
861.5 2.067790 0.037358
862.0 2.067449 0.037332
862.5 2.067108 0.037306
863.0 2.066769 0.037278
863.5 2.066430 0.037180
864.0 2.066092 0.037081
864.5 2.065755 0.036983
865.0 2.065418 0.036884
865.5 2.065082 0.036786
866.0 2.064747 0.036687
866.5 2.064412 0.036589
867.0 2.064078 0.036490
867.5 2.063745 0.036392
868.0 2.063412 0.036293
868.5 2.063080 0.036194
869.0 2.062748 0.036096
869.5 2.062417 0.035997
870.0 2.062087 0.035899
870.5 2.061756 0.035800
871.0 2.061426 0.035702
871.5 2.061097 0.035603
872.0 2.060768 0.035505
872.5 2.060439 0.035406
873.0 2.060111 0.035308
873.5 2.059783 0.035209
874.0 2.059455 0.035110
874.5 2.059128 0.035012
875.0 2.058801 0.034913
875.5 2.058474 0.034815
876.0 2.058147 0.034716
876.5 2.057820 0.034618
877.0 2.057494 0.034519
877.5 2.057167 0.034421
878.0 2.056841 0.034322
878.5 2.056515 0.034224
879.0 2.056189 0.034125
879.5 2.055863 0.034026
880.0 2.055537 0.033928
880.5 2.055211 0.033829
881.0 2.054886 0.033731
881.5 2.054560 0.033632
882.0 2.054235 0.033534
882.5 2.053909 0.033435
883.0 2.053584 0.033337
883.5 2.053259 0.033238
884.0 2.052935 0.033140
884.5 2.052610 0.033041
885.0 2.052286 0.032943
885.5 2.051962 0.032844
886.0 2.051638 0.032745
886.5 2.051314 0.032647
887.0 2.050991 0.032548
887.5 2.050668 0.032450
888.0 2.050345 0.032351
888.5 2.050023 0.032253
889.0 2.049700 0.032154
889.5 2.049379 0.032056
890.0 2.049057 0.031957
890.5 2.048736 0.031859
891.0 2.048415 0.031760
891.5 2.048095 0.031661
892.0 2.047775 0.031563
892.5 2.047455 0.031464
893.0 2.047136 0.031366
893.5 2.046817 0.031267
894.0 2.046499 0.031169
894.5 2.046181 0.031070
895.0 2.045864 0.030972
895.5 2.045547 0.030873
896.0 2.045231 0.030775
896.5 2.044915 0.030676
897.0 2.044600 0.030608
897.5 2.044285 0.030541
898.0 2.043971 0.030474
898.5 2.043657 0.030408
899.0 2.043344 0.030341
899.5 2.043031 0.030275
900.0 2.042719 0.030208
900.5 2.042408 0.030142
901.0 2.042097 0.030075
901.5 2.041787 0.030009
902.0 2.041478 0.029942
902.5 2.041169 0.029876
903.0 2.040861 0.029809
903.5 2.040553 0.029743
904.0 2.040247 0.029676
904.5 2.039941 0.029610
905.0 2.039636 0.029543
905.5 2.039331 0.029476
906.0 2.039027 0.029410
906.5 2.038724 0.029343
907.0 2.038422 0.029277
907.5 2.038120 0.029210
908.0 2.037820 0.029144
908.5 2.037520 0.029077
909.0 2.037221 0.029011
909.5 2.036923 0.028944
910.0 2.036625 0.028878
910.5 2.036329 0.028811
911.0 2.036033 0.028745
911.5 2.035739 0.028678
912.0 2.035445 0.028612
912.5 2.035152 0.028545
913.0 2.034860 0.028478
913.5 2.034569 0.028412
914.0 2.034279 0.028345
914.5 2.033990 0.028279
915.0 2.033702 0.028212
915.5 2.033415 0.028146
916.0 2.033129 0.028079
916.5 2.032843 0.028013
917.0 2.032559 0.027946
917.5 2.032276 0.027880
918.0 2.031994 0.027813
918.5 2.031713 0.027747
919.0 2.031433 0.027680
919.5 2.031153 0.027614
920.0 2.030875 0.027547
920.5 2.030598 0.027480
921.0 2.030322 0.027414
921.5 2.030046 0.027347
922.0 2.029772 0.027281
922.5 2.029499 0.027214
923.0 2.029226 0.027148
923.5 2.028955 0.027081
924.0 2.028684 0.027015
924.5 2.028415 0.026948
925.0 2.028147 0.026882
925.5 2.027879 0.026815
926.0 2.027613 0.026749
926.5 2.027347 0.026682
927.0 2.027083 0.026616
927.5 2.026819 0.026549
928.0 2.026557 0.026482
928.5 2.026295 0.026416
929.0 2.026034 0.026349
929.5 2.025775 0.026283
930.0 2.025516 0.026216
930.5 2.025259 0.026150
931.0 2.025002 0.026083
931.5 2.024746 0.026017
932.0 2.024491 0.025950
932.5 2.024238 0.025884
933.0 2.023985 0.025817
933.5 2.023733 0.025751
934.0 2.023482 0.025684
934.5 2.023232 0.025617
935.0 2.022983 0.025549
935.5 2.022735 0.025482
936.0 2.022488 0.025414
936.5 2.022242 0.025347
937.0 2.021997 0.025279
937.5 2.021753 0.025211
938.0 2.021510 0.025144
938.5 2.021268 0.025076
939.0 2.021027 0.025008
939.5 2.020787 0.024941
940.0 2.020548 0.024873
940.5 2.020309 0.024806
941.0 2.020072 0.024738
941.5 2.019836 0.024670
942.0 2.019600 0.024603
942.5 2.019366 0.024535
943.0 2.019133 0.024467
943.5 2.018900 0.024400
944.0 2.018669 0.024332
944.5 2.018438 0.024265
945.0 2.018209 0.024197
945.5 2.017980 0.024129
946.0 2.017752 0.024062
946.5 2.017526 0.023994
947.0 2.017300 0.023926
947.5 2.017075 0.023859
948.0 2.016851 0.023791
948.5 2.016629 0.023724
949.0 2.016407 0.023656
949.5 2.016186 0.023588
950.0 2.015966 0.023521
950.5 2.015747 0.023453
951.0 2.015529 0.023386
951.5 2.015312 0.023318
952.0 2.015096 0.023250
952.5 2.014880 0.023183
953.0 2.014666 0.023115
953.5 2.014453 0.023047
954.0 2.014241 0.022980
954.5 2.014029 0.022912
955.0 2.013819 0.022845
955.5 2.013610 0.022777
956.0 2.013401 0.022709
956.5 2.013194 0.022642
957.0 2.012987 0.022574
957.5 2.012781 0.022506
958.0 2.012577 0.022439
958.5 2.012373 0.022371
959.0 2.012170 0.022304
959.5 2.011969 0.022236
960.0 2.011768 0.022168
960.5 2.011568 0.022101
961.0 2.011369 0.022033
961.5 2.011171 0.021965
962.0 2.010974 0.021898
962.5 2.010778 0.021830
963.0 2.010583 0.021763
963.5 2.010388 0.021695
964.0 2.010195 0.021627
964.5 2.010003 0.021560
965.0 2.009811 0.021492
965.5 2.009621 0.021424
966.0 2.009432 0.021357
966.5 2.009243 0.021289
967.0 2.009056 0.021222
967.5 2.008869 0.021154
968.0 2.008683 0.021086
968.5 2.008499 0.021019
969.0 2.008315 0.020951
969.5 2.008132 0.020884
970.0 2.007950 0.020816
970.5 2.007769 0.020748
971.0 2.007589 0.020681
971.5 2.007410 0.020613
972.0 2.007232 0.020545
972.5 2.007055 0.020478
973.0 2.006878 0.020410
973.5 2.006703 0.020343
974.0 2.006529 0.020275
974.5 2.006355 0.020207
975.0 2.006183 0.020152
975.5 2.006011 0.020110
976.0 2.005840 0.020069
976.5 2.005671 0.020028
977.0 2.005502 0.019987
977.5 2.005334 0.019946
978.0 2.005167 0.019904
978.5 2.005000 0.019863
979.0 2.004835 0.019822
979.5 2.004670 0.019781
980.0 2.004507 0.019740
980.5 2.004344 0.019698
981.0 2.004182 0.019657
981.5 2.004020 0.019616
982.0 2.003860 0.019575
982.5 2.003700 0.019534
983.0 2.003541 0.019492
983.5 2.003383 0.019451
984.0 2.003226 0.019410
984.5 2.003069 0.019369
985.0 2.002913 0.019328
985.5 2.002758 0.019286
986.0 2.002604 0.019245
986.5 2.002450 0.019204
987.0 2.002298 0.019163
987.5 2.002145 0.019122
988.0 2.001994 0.019080
988.5 2.001843 0.019039
989.0 2.001693 0.018998
989.5 2.001544 0.018957
990.0 2.001395 0.018916
990.5 2.001247 0.018874
991.0 2.001100 0.018833
991.5 2.000953 0.018792
992.0 2.000807 0.018751
992.5 2.000661 0.018710
993.0 2.000516 0.018668
993.5 2.000372 0.018627
994.0 2.000228 0.018586
994.5 2.000085 0.018545
995.0 1.999943 0.018504
995.5 1.999801 0.018462
996.0 1.999659 0.018421
996.5 1.999518 0.018380
997.0 1.999378 0.018339
997.5 1.999238 0.018298
998.0 1.999099 0.018256
998.5 1.998960 0.018215
999.0 1.998822 0.018174
999.5 1.998685 0.018133
1000.0 1.998548 0.018092
1000.5 1.998411 0.018050
1001.0 1.998275 0.018009
1001.5 1.998139 0.017968
1002.0 1.998004 0.017927
1002.5 1.997869 0.017886
1003.0 1.997735 0.017844
1003.5 1.997601 0.017803
1004.0 1.997467 0.017762
1004.5 1.997334 0.017721
1005.0 1.997201 0.017680
1005.5 1.997069 0.017639
1006.0 1.996937 0.017597
1006.5 1.996806 0.017556
1007.0 1.996675 0.017515
1007.5 1.996544 0.017474
1008.0 1.996414 0.017433
1008.5 1.996284 0.017391
1009.0 1.996154 0.017350
1009.5 1.996025 0.017309
1010.0 1.995896 0.017268
1010.5 1.995767 0.017227
1011.0 1.995639 0.017185
1011.5 1.995510 0.017144
1012.0 1.995383 0.017103
1012.5 1.995255 0.017062
1013.0 1.995128 0.017021
1013.5 1.995001 0.016979
1014.0 1.994874 0.016938
1014.5 1.994748 0.016897
1015.0 1.994622 0.016856
1015.5 1.994496 0.016815
1016.0 1.994370 0.016773
1016.5 1.994244 0.016732
1017.0 1.994119 0.016691
1017.5 1.993994 0.016650
1018.0 1.993869 0.016609
1018.5 1.993744 0.016567
1019.0 1.993620 0.016526
1019.5 1.993495 0.016485
1020.0 1.993371 0.016444
1020.5 1.993247 0.016403
1021.0 1.993123 0.016361
1021.5 1.992999 0.016320
1022.0 1.992875 0.016279
1022.5 1.992752 0.016238
1023.0 1.992628 0.016197
1023.5 1.992505 0.016155
1024.0 1.992381 0.016114
1024.5 1.992258 0.016073
1025.0 1.992135 0.016032
1025.5 1.992012 0.015991
1026.0 1.991889 0.015949
1026.5 1.991766 0.015908
1027.0 1.991643 0.015867
1027.5 1.991520 0.015826
1028.0 1.991397 0.015785
1028.5 1.991274 0.015743
1029.0 1.991151 0.015702
1029.5 1.991028 0.015661
1030.0 1.990905 0.015620
1030.5 1.990782 0.015579
1031.0 1.990659 0.015537
1031.5 1.990536 0.015496
1032.0 1.990413 0.015455
1032.5 1.990289 0.015414
1033.0 1.990166 0.015373
1033.5 1.990043 0.015331
1034.0 1.989920 0.015290
1034.5 1.989796 0.015249
1035.0 1.989672 0.015208
1035.5 1.989549 0.015167
1036.0 1.989425 0.015125
1036.5 1.989301 0.015084
1037.0 1.989177 0.015043
1037.5 1.989053 0.015002
1038.0 1.988928 0.014942
1038.5 1.988804 0.014874
1039.0 1.988679 0.014806
1039.5 1.988554 0.014738
1040.0 1.988429 0.014670
1040.5 1.988304 0.014602
1041.0 1.988178 0.014534
1041.5 1.988053 0.014466
1042.0 1.987927 0.014398
1042.5 1.987801 0.014330
1043.0 1.987674 0.014262
1043.5 1.987548 0.014194
1044.0 1.987421 0.014126
1044.5 1.987294 0.014058
1045.0 1.987166 0.013990
1045.5 1.987039 0.013922
1046.0 1.986911 0.013854
1046.5 1.986782 0.013786
1047.0 1.986654 0.013718
1047.5 1.986526 0.013650
1048.0 1.986397 0.013582
1048.5 1.986268 0.013514
1049.0 1.986139 0.013446
1049.5 1.986009 0.013378
1050.0 1.985880 0.013310
1050.5 1.985750 0.013242
1051.0 1.985620 0.013174
1051.5 1.985490 0.013106
1052.0 1.985359 0.013038
1052.5 1.985229 0.012970
1053.0 1.985099 0.012902
1053.5 1.984968 0.012834
1054.0 1.984837 0.012766
1054.5 1.984706 0.012698
1055.0 1.984575 0.012630
1055.5 1.984444 0.012562
1056.0 1.984313 0.012494
1056.5 1.984182 0.012426
1057.0 1.984050 0.012358
1057.5 1.983919 0.012290
1058.0 1.983787 0.012222
1058.5 1.983656 0.012154
1059.0 1.983524 0.012086
1059.5 1.983393 0.012018
1060.0 1.983261 0.011950
1060.5 1.983129 0.011882
1061.0 1.982998 0.011814
1061.5 1.982866 0.011746
1062.0 1.982734 0.011678
1062.5 1.982603 0.011610
1063.0 1.982471 0.011542
1063.5 1.982339 0.011474
1064.0 1.982208 0.011406
1064.5 1.982076 0.011338
1065.0 1.981945 0.011270
1065.5 1.981813 0.011202
1066.0 1.981682 0.011134
1066.5 1.981550 0.011066
1067.0 1.981419 0.010998
1067.5 1.981288 0.010930
1068.0 1.981157 0.010862
1068.5 1.981026 0.010794
1069.0 1.980895 0.010726
