# tmm TMMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
300 0.371283 0.141241 0.487475
310 0.509412 0.082123 0.408463
320 0.75229 0.016712 0.230996
330 0.825879 0.050179 0.123941
340 0.756888 0.113219 0.129892
350 0.698231 0.16611 0.135657
360 0.649095 0.210225 0.140679
370 0.610894 0.247458 0.141646
380 0.581033 0.280967 0.137999
390 0.555513 0.313893 0.130592
400 0.531209 0.346343 0.122447
410 0.507489 0.377334 0.115176
420 0.483875 0.406493 0.109631
430 0.46206 0.433308 0.10463
440 0.440761 0.458392 0.100846
450 0.421099 0.481206 0.097694
460 0.403036 0.502405 0.094557
470 0.385629 0.522346 0.092023
480 0.370013 0.541026 0.088959
490 0.355013 0.558466 0.086519
500 0.341144 0.574708 0.084146
510 0.328075 0.5901 0.081823
520 0.31596 0.605009 0.079029
530 0.304372 0.618782 0.076844
540 0.293476 0.631794 0.074728
550 0.283391 0.644414 0.072194
560 0.273537 0.656254 0.070208
570 0.264069 0.66766 0.06827
580 0.255311 0.678735 0.065952
590 0.24696 0.688861 0.064177
600 0.239047 0.698936 0.062016
610 0.231321 0.70833 0.060347
620 0.223896 0.717377 0.058726
630 0.217027 0.726198 0.056774
640 0.210321 0.734398 0.055279
650 0.203871 0.742299 0.053829
660 0.19782 0.749734 0.052444
670 0.191848 0.757071 0.05108
680 0.186244 0.763976 0.049778
690 0.180849 0.770633 0.048516
700 0.175719 0.776627 0.047652
710 0.170715 0.782826 0.046458
720 0.165958 0.788399 0.045642
730 0.16143 0.794037 0.044531
740 0.157012 0.799225 0.043762
750 0.152803 0.804484 0.042712
760 0.148802 0.809193 0.042004
770 0.144838 0.813865 0.041296
780 0.141157 0.818499 0.040342
790 0.137561 0.822747 0.039691
800 0.134087 0.826856 0.039055
810 0.130733 0.830831 0.038434
820 0.127492 0.834678 0.037829
830 0.124445 0.838301 0.037252
840 0.121415 0.841908 0.036675
850 0.118565 0.845307 0.036126
860 0.115731 0.848692 0.035575
870 0.113064 0.851883 0.035052
880 0.110481 0.854977 0.03454
890 0.107954 0.857784 0.03426
900 0.105532 0.860699 0.033768
910 0.103186 0.863527 0.033286
920 0.100912 0.866271 0.032816
930 0.098747 0.868681 0.032571
940 0.096608 0.871273 0.032117
950 0.094535 0.87379 0.031674
