#tmm Radiation results with respect to radial wave number (tmm_study)
# 0 ratio[1] 
# 1 kr value[1]
# 2 Emission angle [deg]
# 3 Power flow back
#  Powerflow front
# ratio  kr  Emission_angle  Power_back  Power_front
0  0  0  0  0
0.00333333  6.16291e-05  0.00333334  0.943886  0
0.00666667  0.000123258  0.00666672  0.943868  0
0.01  0.000184887  0.0100002  0.943839  0
0.0133333  0.000246516  0.0133337  0.943797  0
0.0166667  0.000308146  0.0166674  0.943743  0
0.02  0.000369775  0.0200013  0.943678  0
0.0233333  0.000431404  0.0233355  0.9436  0
0.0266667  0.000493033  0.0266698  0.943511  0
0.03  0.000554662  0.0300045  0.943408  0
0.0333333  0.000616291  0.0333395  0.943294  0
0.0366667  0.00067792  0.0366749  0.943167  0
0.04  0.000739549  0.0400107  0.943027  0
0.0433333  0.000801179  0.0433469  0.942875  0
0.0466667  0.000862808  0.0466836  0.942709  0
0.05  0.000924437  0.0500209  0.94253  0
0.0533333  0.000986066  0.0533586  0.942338  0
0.0566667  0.00104769  0.056697  0.942132  0
0.06  0.00110932  0.0600361  0.941913  0
0.0633333  0.00117095  0.0633757  0.941679  0
0.0666667  0.00123258  0.0667161  0.94143  0
0.07  0.00129421  0.0700573  0.941167  0
0.0733333  0.00135584  0.0733992  0.940889  0
0.0766667  0.00141747  0.076742  0.940595  0
0.08  0.0014791  0.0800856  0.940285  0
0.0833333  0.00154073  0.0834301  0.93996  0
0.0866667  0.00160236  0.0867755  0.939617  0
0.09  0.00166399  0.0901219  0.939258  0
0.0933333  0.00172562  0.0934694  0.938881  0
0.0966667  0.00178724  0.0968179  0.938485  0
0.1  0.00184887  0.100167  0.938072  0
0.103333  0.0019105  0.103518  0.937639  0
0.106667  0.00197213  0.10687  0.937186  0
0.11  0.00203376  0.110223  0.936713  0
0.113333  0.00209539  0.113577  0.936219  0
0.116667  0.00215702  0.116933  0.935703  0
0.12  0.00221865  0.12029  0.935164  0
0.123333  0.00228028  0.123648  0.934602  0
0.126667  0.00234191  0.127008  0.934016  0
0.13  0.00240354  0.130369  0.933405  0
0.133333  0.00246516  0.133732  0.932768  0
0.136667  0.00252679  0.137096  0.932103  0
0.14  0.00258842  0.140461  0.931411  0
0.143333  0.00265005  0.143829  0.930689  0
0.146667  0.00271168  0.147198  0.929936  0
0.15  0.00277331  0.150568  0.929152  0
0.153333  0.00283494  0.153941  0.928335  0
0.156667  0.00289657  0.157315  0.927483  0
0.16  0.0029582  0.160691  0.926595  0
0.163333  0.00301983  0.164068  0.925669  0
0.166667  0.00308146  0.167448  0.924704  0
0.17  0.00314308  0.17083  0.923697  0
0.173333  0.00320471  0.174213  0.922647  0
0.176667  0.00326634  0.177599  0.921551  0
0.18  0.00332797  0.180986  0.920408  0
0.183333  0.0033896  0.184376  0.919214  0
0.186667  0.00345123  0.187768  0.917968  0
0.19  0.00351286  0.191162  0.916667  0
0.193333  0.00357449  0.194558  0.915307  0
0.196667  0.00363612  0.197957  0.913886  0
0.2  0.00369775  0.201358  0.912399  0
0.203333  0.00375938  0.204761  0.910845  0
0.206667  0.00382101  0.208167  0.909218  0
0.21  0.00388263  0.211575  0.907515  0
0.213333  0.00394426  0.214986  0.905731  0
0.216667  0.00400589  0.218399  0.903862  0
0.22  0.00406752  0.221814  0.901902  0
0.223333  0.00412915  0.225233  0.899845  0
0.226667  0.00419078  0.228654  0.897687  0
0.23  0.00425241  0.232078  0.895419  0
0.233333  0.00431404  0.235504  0.893037  0
0.236667  0.00437567  0.238934  0.89053  0
0.24  0.0044373  0.242366  0.887893  0
0.243333  0.00449893  0.245801  0.885116  0
0.246667  0.00456055  0.249239  0.882189  0
0.25  0.00462218  0.25268  0.879102  0
0.253333  0.00468381  0.256124  0.875843  0
0.256667  0.00474544  0.259572  0.872402  0
0.26  0.00480707  0.263022  0.868763  0
0.263333  0.0048687  0.266476  0.864913  0
0.266667  0.00493033  0.269933  0.860835  0
0.27  0.00499196  0.273393  0.856513  0
0.273333  0.00505359  0.276857  0.851927  0
0.276667  0.00511522  0.280324  0.847057  0
0.28  0.00517685  0.283794  0.84188  0
0.283333  0.00523847  0.287268  0.836372  0
0.286667  0.0053001  0.290746  0.830504  0
0.29  0.00536173  0.294227  0.824248  0
0.293333  0.00542336  0.297712  0.817569  0
0.296667  0.00548499  0.3012  0.810433  0
0.3  0.00554662  0.304693  0.8028  0
0.303333  0.00560825  0.308189  0.794625  0
0.306667  0.00566988  0.311689  0.785863  0
0.31  0.00573151  0.315193  0.776459  0
0.313333  0.00579314  0.318701  0.766356  0
0.316667  0.00585477  0.322213  0.755492  0
0.32  0.0059164  0.325729  0.743798  0
0.323333  0.00597802  0.32925  0.731198  0
0.326667  0.00603965  0.332775  0.717612  0
0.33  0.00610128  0.336304  0.70295  0
0.333333  0.00616291  0.339837  0.687119  0
0.336667  0.00622454  0.343375  0.670018  0
0.34  0.00628617  0.346917  0.651541  0
0.343333  0.0063478  0.350464  0.631577  0
0.346667  0.00640943  0.354015  0.610016  0
0.35  0.00647106  0.357571  0.586746  0
0.353333  0.00653269  0.361132  0.561664  0
0.356667  0.00659432  0.364697  0.534679  0
0.36  0.00665594  0.368268  0.505721  0
0.363333  0.00671757  0.371843  0.474752  0
0.366667  0.0067792  0.375424  0.441782  0
0.37  0.00684083  0.379009  0.406885  0
0.373333  0.00690246  0.3826  0.370217  0
0.376667  0.00696409  0.386195  0.33204  0
0.38  0.00702572  0.389796  0.292742  0
0.383333  0.00708735  0.393403  0.252853  0
0.386667  0.00714898  0.397014  0.213055  0
0.39  0.00721061  0.400632  0.174175  0
0.393333  0.00727224  0.404254  0.13716  0
0.396667  0.00733386  0.407883  0.103027  0
0.4  0.00739549  0.411517  0.0727846  0
0.403333  0.00745712  0.415157  0.0473336  0
0.406667  0.00751875  0.418802  0.0273548  0
0.41  0.00758038  0.422454  0.0131943  0
0.413333  0.00764201  0.426112  0.00475706  0
0.416667  0.00770364  0.429775  0.00140017  0
0.42  0.00776527  0.433445  0.00174939  0
0.423333  0.0078269  0.437121  0.00292756  0
0.426667  0.00788853  0.440804  0  0
0.43  0.00795016  0.444493  0  0
0.433333  0.00801179  0.448188  0  0
0.436667  0.00807341  0.45189  0  0
0.44  0.00813504  0.455599  0  0
0.443333  0.00819667  0.459314  0  0
0.446667  0.0082583  0.463036  0  0
0.45  0.00831993  0.466765  0  0
0.453333  0.00838156  0.470501  2.22156e-18  0
0.456667  0.00844319  0.474245  0  0
0.46  0.00850482  0.477995  4.05199e-18  0
0.463333  0.00856645  0.481753  3.84444e-18  0
0.466667  0.00862808  0.485518  0  0
0.47  0.00868971  0.489291  0  0
0.473333  0.00875133  0.493071  0  0
0.476667  0.00881296  0.496859  0  0
0.48  0.00887459  0.500655  1.08285e-17  0
0.483333  0.00893622  0.504458  0  0
0.486667  0.00899785  0.50827  0  0
0.49  0.00905948  0.51209  0  0
0.493333  0.00912111  0.515918  0  0
0.496667  0.00918274  0.519754  1.19049e-17  0
0.5  0.00924437  0.523599  2.00187e-17  0
0.503333  0.009306  0.527452  1.63538e-17  0
0.506667  0.00936763  0.531314  0  0
0.51  0.00942925  0.535185  3.84872e-17  0
0.513333  0.00949088  0.539064  0  0
0.516667  0.00955251  0.542953  0  0
0.52  0.00961414  0.546851  0  0
0.523333  0.00967577  0.550758  0  0
0.526667  0.0097374  0.554675  2.88866e-16  0
0.53  0.00979903  0.558601  1.85613e-16  0
0.533333  0.00986066  0.562536  1.14913e-16  0
0.536667  0.00992229  0.566482  7.38418e-17  0
0.54  0.00998392  0.570437  0  0
0.543333  0.0100455  0.574403  0  0
0.546667  0.0101072  0.578378  0  0
0.55  0.0101688  0.582364  0  0
0.553333  0.0102304  0.586361  0  0
0.556667  0.0102921  0.590368  0  0
0.56  0.0103537  0.594386  0  0
0.563333  0.0104153  0.598415  3.26962e-17  0
0.566667  0.0104769  0.602455  0  0
0.57  0.0105386  0.606506  0  0
0.573333  0.0106002  0.610568  0  0
0.576667  0.0106618  0.614643  2.3073e-17  0
0.58  0.0107235  0.618729  2.95083e-17  0
0.583333  0.0107851  0.622827  1.88451e-17  0
0.586667  0.0108467  0.626937  0  0
0.59  0.0109084  0.631059  0  0
0.593333  0.01097  0.635194  0  0
0.596667  0.0110316  0.639341  0  0
0.6  0.0110932  0.643501  3.36867e-17  0
0.603333  0.0111549  0.647674  0  0
0.606667  0.0112165  0.651861  0  0
0.61  0.0112781  0.656061  0  0
0.613333  0.0113398  0.660274  0  0
0.616667  0.0114014  0.664501  0  0
0.62  0.011463  0.668743  0  0
0.623333  0.0115246  0.672998  0  0
0.626667  0.0115863  0.677268  0  0
0.63  0.0116479  0.681553  0  0
0.633333  0.0117095  0.685853  0  0
0.636667  0.0117712  0.690168  0  0
0.64  0.0118328  0.694498  0  0
0.643333  0.0118944  0.698844  4.78742e-17  0
0.646667  0.011956  0.703206  4.93769e-17  0
0.65  0.0120177  0.707584  3.05452e-17  0
0.653333  0.0120793  0.711979  2.09916e-17  0
0.656667  0.0121409  0.71639  1.54446e-17  0
0.66  0.0122026  0.720819  0  0
0.663333  0.0122642  0.725264  1.90426e-17  0
0.666667  0.0123258  0.729728  0  0
