#tmm Radiation results with respect to radial wave number (tmm_study)
# 0 ratio[1] 
# 1 kr value[1]
# 2 Emission angle [deg]
# 3 Power flow back
#  Powerflow front
# ratio  kr  Emission_angle  Power_back  Power_front
0.67  0.0123875  0.734209  1.30829e-17  0
0.673333  0.0124491  0.738708  0  0
0.676667  0.0125107  0.743226  9.60773e-18  0
0.68  0.0125723  0.747763  8.37803e-18  0
0.683333  0.012634  0.752318  7.37095e-18  0
0.686667  0.0126956  0.756894  6.53276e-18  0
0.69  0.0127572  0.761489  5.82526e-18  0
0.693333  0.0128189  0.766104  0  0
0.696667  0.0128805  0.770741  4.69825e-18  0
0.7  0.0129421  0.775397  4.2425e-18  0
0.703333  0.0130037  0.780076  3.8414e-18  0
0.706667  0.0130654  0.784776  0  0
0.71  0.013127  0.789498  0  0
0.713333  0.0131886  0.794243  0  0
0.716667  0.0132503  0.799011  0  0
0.72  0.0133119  0.803802  2.38988e-18  0
0.723333  0.0133735  0.808618  0  0
0.726667  0.0134351  0.813457  0  0
0.73  0.0134968  0.818322  3.60045e-18  0
0.733333  0.0135584  0.823212  0  0
0.736667  0.01362  0.828128  2.96233e-18  0
0.74  0.0136817  0.83307  0  0
0.743333  0.0137433  0.83804  2.41577e-18  0
0.746667  0.0138049  0.843037  2.17179e-18  0
0.75  0.0138666  0.848062  0  0
0.753333  0.0139282  0.853116  0  0
0.756667  0.0139898  0.8582  0  0
0.76  0.0140514  0.863313  0  0
0.763333  0.0141131  0.868457  0  0
0.766667  0.0141747  0.873633  0  0
0.77  0.0142363  0.878841  1.78636e-18  0
0.773333  0.014298  0.884082  0  0
0.776667  0.0143596  0.889357  0  0
0.78  0.0144212  0.894666  2.13471e-18  0
0.783333  0.0144828  0.90001  0  0
0.786667  0.0145445  0.905391  0  0
0.79  0.0146061  0.910809  2.16442e-18  0
0.793333  0.0146677  0.916265  0  0
0.796667  0.0147294  0.92176  2.33104e-18  0
0.8  0.014791  0.927295  0  0
0.803333  0.0148526  0.932872  0  0
0.806667  0.0149142  0.93849  0  0
0.81  0.0149759  0.944152  0  0
0.813333  0.0150375  0.949859  0  0
0.816667  0.0150991  0.955611  0  0
0.82  0.0151608  0.961411  0  0
0.823333  0.0152224  0.967259  0  0
0.826667  0.015284  0.973158  1.61796e-18  0
0.83  0.0153456  0.979108  0  0
0.833333  0.0154073  0.985111  1.006e-18  0
0.836667  0.0154689  0.991169  0  0
0.84  0.0155305  0.997283  4.63915e-19  0
0.843333  0.0155922  1.00346  5.91595e-19  0
0.846667  0.0156538  1.00969  3.66212e-19  0
0.85  0.0157154  1.01599  0  0
0.853333  0.0157771  1.02235  0  0
0.856667  0.0158387  1.02877  0  0
0.86  0.0159003  1.03527  0  0
0.863333  0.0159619  1.04184  0  0
0.866667  0.0160236  1.04848  0  0
0.87  0.0160852  1.0552  0  0
0.873333  0.0161468  1.062  0  0
0.876667  0.0162085  1.06889  7.41788e-20  0
0.88  0.0162701  1.07586  0  0
0.883333  0.0163317  1.08293  2.14647e-20  0
0.886667  0.0163933  1.09009  0  0
0.89  0.016455  1.09735  0  0
0.893333  0.0165166  1.10471  0  0
0.896667  0.0165782  1.11218  1.30679e-20  0
0.9  0.0166399  1.11977  0  0
0.903333  0.0167015  1.12748  2.74489e-20  0
0.906667  0.0167631  1.13531  0  0
0.91  0.0168247  1.14328  0  0
0.913333  0.0168864  1.1514  0  0
0.916667  0.016948  1.15966  5.36702e-20  0
0.92  0.0170096  1.16808  5.16846e-20  0
0.923333  0.0170713  1.17667  9.78824e-20  0
0.926667  0.0171329  1.18545  0  0
0.93  0.0171945  1.19441  0  0
0.933333  0.0172562  1.20359  1.4442e-19  0
0.936667  0.0173178  1.21299  1.21736e-19  0
0.94  0.0173794  1.22263  0  0
0.943333  0.017441  1.23254  1.42768e-19  0
0.946667  0.0175027  1.24273  0  0
0.95  0.0175643  1.25324  3.76116e-19  0
0.953333  0.0176259  1.26409  0  0
0.956667  0.0176876  1.27533  0  0
0.96  0.0177492  1.287  6.57641e-19  0
0.963333  0.0178108  1.29916  3.7604e-19  0
0.966667  0.0178724  1.31187  0  0
0.97  0.0179341  1.32523  1.31959e-19  0
0.973333  0.0179957  1.33934  1.24719e-19  0
0.976667  0.0180573  1.35435  0  0
0.98  0.018119  1.37046  0  0
0.983333  0.0181806  1.38797  0  0
0.986667  0.0182422  1.40732  0  0
0.99  0.0183038  1.42926  0  0
0.993333  0.0183655  1.45526  0  0
0.996667  0.0184271  1.48912  3.71155e-20  0
