# tmm TMMM (tmm_study)
# WaveLength[nm]  Transmission[1]  Reflection[1]  Absorption[1] 
300 0.895384 0.0900731 0.0145432
301 0.895949 0.0899666 0.0140843
302 0.896512 0.0898601 0.0136283
303 0.897072 0.089753 0.0131751
304 0.89763 0.0896457 0.0127246
305 0.898185 0.0895384 0.0122768
306 0.898738 0.0894305 0.0118317
307 0.899288 0.0893223 0.0113893
308 0.899836 0.089214 0.0109496
309 0.900382 0.0891051 0.0105125
310 0.900926 0.0889958 0.010078
311 0.901741 0.089013 0.00924619
312 0.902369 0.0890127 0.00861847
313 0.903175 0.0890296 0.00779533
314 0.903977 0.0890461 0.00697668
315 0.904594 0.0890455 0.0063606
316 0.905389 0.0890607 0.00555039
317 0.906 0.0890585 0.00494174
318 0.906787 0.0890732 0.00413984
319 0.90757 0.0890878 0.00334226
320 0.90817 0.0890857 0.00274475
321 0.90841 0.0890491 0.00254104
322 0.908649 0.0890124 0.00233855
323 0.908709 0.0889593 0.00233132
324 0.908946 0.0889234 0.00213068
325 0.909182 0.0888868 0.00193124
326 0.909417 0.0888497 0.00173297
327 0.909476 0.0887962 0.00172768
328 0.909709 0.0887596 0.0015312
329 0.909941 0.088723 0.00133587
330 0.910173 0.0886853 0.00114168
331 0.91023 0.0886318 0.00113824
332 0.910286 0.0885788 0.00113481
333 0.910515 0.0885419 0.000942933
334 0.910572 0.0884878 0.000940112
335 0.9108 0.0884503 0.000749923
336 0.910855 0.0883974 0.000747691
337 0.910911 0.0883438 0.000745474
338 0.911137 0.0883056 0.000557509
339 0.911192 0.0882524 0.000555865
340 0.911246 0.0881994 0.00055423
341 0.911302 0.0881453 0.000552606
342 0.911525 0.0881074 0.000367364
343 0.911579 0.0880544 0.000366293
344 0.911634 0.0880006 0.000365228
345 0.911689 0.0879467 0.00036417
346 0.911743 0.087894 0.000363117
347 0.911798 0.0878402 0.000362071
348 0.912018 0.0878013 0.000180534
349 0.912071 0.0877486 0.000180016
350 0.912126 0.0876947 0.000179502
351 0.91218 0.0876409 0.000178991
352 0.912234 0.0875879 0.000178482
353 0.912286 0.0875357 0.000177977
354 0.912324 0.0874983 0.000177474
355 0.912361 0.0874617 0.000176974
356 0.9124 0.0874237 0.000176477
357 0.912437 0.0873867 0.000175983
358 0.912475 0.0873496 0.000175491
359 0.912513 0.0873118 0.000175002
360 0.912551 0.087275 0.000174516
361 0.912588 0.0872376 0.000174033
362 0.912626 0.0872002 0.000173552
363 0.912664 0.0871634 0.000173074
364 0.91286 0.08714 -2.37543e-13
365 0.912897 0.0871029 -1.25699e-13
366 0.912934 0.0870657 -3.66818e-14
367 0.912972 0.0870281 -3.18412e-14
368 0.913009 0.0869913 3.53051e-14
369 0.913047 0.0869535 4.67848e-14
370 0.913083 0.0869166 7.46736e-14
371 0.913121 0.0868791 1.54188e-13
372 0.913158 0.0868416 -1.24256e-13
373 0.913195 0.0868048 -5.51115e-14
374 0.913233 0.086767 1.01519e-13
375 0.91327 0.0867303 -2.9976e-14
376 0.913154 0.0866786 0.000167091
377 0.913192 0.0866417 0.000166648
378 0.913229 0.0866043 0.000166207
379 0.913267 0.0865672 0.000165768
380 0.913305 0.0865301 0.000165332
381 0.913343 0.0864925 0.000164898
382 0.91338 0.0864557 0.000164466
383 0.913418 0.086418 0.000164037
384 0.913605 0.0863948 4.92939e-15
385 0.913643 0.086357 3.68594e-15
386 0.91368 0.0863204 -3.55938e-14
387 0.913717 0.0862826 8.19789e-14
388 0.913754 0.0862458 1.93179e-15
389 0.913792 0.0862081 2.05413e-13
390 0.913829 0.0861711 6.40821e-14
391 0.913866 0.086134 7.25642e-14
392 0.913903 0.0860965 -1.42752e-13
393 0.91394 0.0860595 -3.54383e-14
394 0.913978 0.0860219 -2.66454e-16
395 0.914015 0.0859851 1.106e-13
396 0.91405 0.0859496 1.69709e-13
397 0.914077 0.0859229 4.54081e-14
398 0.914105 0.0858953 9.01501e-15
399 0.914131 0.0858687 4.41203e-14
400 0.914159 0.0858413 -2.35589e-14
401 0.914186 0.0858144 -1.27298e-13
402 0.914213 0.0857871 6.91447e-14
403 0.91424 0.0857604 3.12639e-14
404 0.914267 0.0857329 -2.24487e-14
405 0.914294 0.0857061 -2.70894e-14
406 0.914321 0.085679 -8.35332e-14
407 0.914348 0.085652 -1.83409e-14
408 0.914375 0.0856249 -1.92735e-14
409 0.914402 0.0855977 -3.96572e-14
410 0.914429 0.085571 -4.21219e-14
411 0.914457 0.0855434 4.50306e-14
412 0.914483 0.0855169 -3.55271e-16
413 0.914511 0.0854894 -3.14637e-14
414 0.914537 0.0854628 1.04583e-14
415 0.914565 0.0854352 -1.79834e-13
416 0.914591 0.0854088 -1.21236e-14
417 0.914619 0.085381 7.00773e-14
418 0.914645 0.0853545 -2.13718e-13
419 0.914673 0.0853272 1.36779e-14
420 0.9147 0.0853004 -2.85105e-14
421 0.914727 0.0852733 -7.88702e-14
422 0.914754 0.085246 -4.26326e-15
423 0.914781 0.0852195 1.33005e-14
424 0.914808 0.0851917 2.63123e-14
425 0.914835 0.0851654 5.42455e-14
426 0.914862 0.0851378 1.14064e-13
427 0.914889 0.0851111 1.20726e-13
428 0.914916 0.0850839 -9.29479e-14
429 0.914943 0.0850569 4.99378e-14
430 0.91497 0.0850302 -5.60885e-14
431 0.914997 0.0850025 -3.23075e-14
432 0.915024 0.0849762 2.18048e-14
433 0.915051 0.0849486 -7.83373e-14
434 0.915078 0.0849219 9.88987e-14
435 0.915105 0.0848948 2.11609e-13
436 0.915132 0.0848676 3.36575e-13
437 0.915159 0.0848409 2.04881e-13
438 0.915187 0.0848134 1.61693e-13
439 0.915211 0.0847889 1.4988e-14
440 0.915232 0.0847681 8.73523e-14
441 0.915252 0.0847479 1.83253e-13
442 0.915272 0.0847278 1.48814e-13
443 0.915293 0.084707 1.07914e-14
444 0.915313 0.0846872 3.89688e-14
445 0.915334 0.0846663 -1.33582e-13
446 0.915354 0.0846462 2.31593e-14
447 0.915374 0.084626 -2.35834e-13
448 0.915395 0.0846053 2.22755e-13
449 0.915415 0.0845854 -2.28706e-14
450 0.915435 0.0845647 -1.16351e-14
451 0.915456 0.0845443 -1.38112e-14
452 0.915476 0.0845244 -1.18328e-13
453 0.915496 0.0845036 -9.64784e-14
454 0.915516 0.0844835 -3.40394e-14
455 0.915537 0.0844631 1.24789e-13
456 0.915557 0.0844425 5.68878e-14
457 0.915577 0.0844226 1.27898e-14
458 0.915598 0.084402 3.00426e-14
459 0.915618 0.0843816 4.71623e-14
460 0.915638 0.0843616 8.51763e-14
461 0.915659 0.0843408 -1.41864e-13
462 0.915679 0.0843208 -1.20948e-13
463 0.915699 0.0843006 3.63487e-14
464 0.91572 0.0842798 1.44773e-14
465 0.91574 0.0842599 3.44169e-15
466 0.915761 0.0842394 -6.32161e-14
467 0.915781 0.0842188 -6.64357e-14
468 0.915801 0.0841991 -9.50573e-14
469 0.915822 0.0841782 4.63185e-14
470 0.915842 0.0841579 -1.47393e-13
471 0.915862 0.0841381 1.52323e-13
472 0.915883 0.0841171 -1.16773e-13
473 0.915903 0.0840972 -1.44551e-13
474 0.915923 0.084077 1.1422e-13
475 0.915944 0.084056 8.83738e-14
476 0.915964 0.0840362 -4.30989e-14
477 0.915984 0.0840159 -1.60094e-14
478 0.916005 0.0839952 1.55431e-15
479 0.916025 0.0839753 5.32463e-14
480 0.916045 0.0839548 1.42775e-14
481 0.916066 0.0839342 1.04339e-13
482 0.916084 0.0839162 -5.55112e-16
483 0.9161 0.0839003 -2.02549e-13
484 0.916116 0.0838843 -4.62741e-14
485 0.916131 0.0838689 4.02123e-14
486 0.916147 0.083853 1.36202e-13
487 0.916163 0.083837 2.78e-14
488 0.916178 0.0838216 1.41709e-13
489 0.916194 0.0838057 2.14051e-14
490 0.91621 0.0837896 -1.7808e-14
491 0.916226 0.0837742 7.79821e-14
492 0.916242 0.0837584 1.97842e-14
493 0.916258 0.0837423 1.84519e-14
494 0.916273 0.0837269 1.75393e-13
495 0.916289 0.0837112 -7.64944e-14
496 0.916305 0.0836951 -1.15574e-13
497 0.916321 0.0836795 -1.87428e-13
498 0.916336 0.0836639 1.19016e-14
499 0.916352 0.0836478 8.3511e-14
500 0.916368 0.0836321 -2.61346e-14
501 0.916383 0.0836166 -1.40554e-14
502 0.916399 0.0836006 7.9714e-14
503 0.916415 0.0835847 -1.55098e-13
504 0.916431 0.0835693 -1.27232e-14
505 0.916447 0.0835535 -1.85363e-13
506 0.916463 0.0835373 -8.56426e-14
507 0.916478 0.0835219 9.06164e-14
508 0.916494 0.0835063 -3.76588e-14
509 0.91651 0.0834901 7.88258e-15
510 0.916526 0.0834745 -9.21485e-15
511 0.916541 0.0834592 -5.45786e-14
512 0.916557 0.0834429 -5.99965e-14
513 0.916573 0.083427 -6.63247e-14
514 0.916588 0.0834119 9.20819e-14
515 0.916604 0.0833958 3.71037e-14
516 0.91662 0.0833797 1.61759e-13
517 0.916636 0.0833645 -3.24851e-14
518 0.916651 0.0833487 -3.62821e-14
519 0.916668 0.0833324 -1.36224e-13
520 0.916683 0.083317 6.94111e-14
521 0.916698 0.0833015 8.90177e-14
522 0.916715 0.0832854 -1.523e-13
523 0.91673 0.0832695 -1.2319e-13
524 0.916746 0.0832541 4.52527e-14
525 0.91676 0.08324 1.49147e-13
526 0.916773 0.0832271 -6.12177e-14
527 0.916785 0.0832145 -1.57874e-13
528 0.916798 0.0832024 -1.60316e-14
529 0.91681 0.0831897 3.70592e-14
530 0.916823 0.0831769 -4.40536e-14
531 0.916835 0.0831646 -4.46532e-14
