# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 GenerationRate
# 3 Intensity
# 4 ElectricField
# x GenerationRate Intensity ElectricField 
730 5.37935e+16 709.546 425.354 
731 5.37947e+16 709.557 425.354 
732 5.37959e+16 709.569 425.354 
733 5.37971e+16 709.581 425.355 
734 5.37982e+16 709.593 425.356 
735 5.37993e+16 709.605 425.357 
736 5.38005e+16 709.618 425.359 
737 5.38016e+16 709.631 425.361 
738 5.38028e+16 709.644 425.363 
739 5.38039e+16 709.658 425.366 
740 5.38051e+16 709.671 425.37 
741 5.38063e+16 709.685 425.373 
742 5.38075e+16 709.699 425.378 
743 5.38088e+16 709.714 425.382 
744 5.38101e+16 709.728 425.387 
745 5.38114e+16 709.743 425.393 
746 5.38128e+16 709.758 425.399 
747 5.38143e+16 709.773 425.406 
748 5.38158e+16 709.788 425.413 
749 5.38174e+16 709.803 425.42 
750 5.38191e+16 709.819 425.428 
751 5.38208e+16 709.835 425.437 
752 5.38227e+16 709.85 425.446 
753 5.38247e+16 709.866 425.455 
754 5.38267e+16 709.882 425.465 
755 5.38289e+16 709.899 425.476 
756 5.38312e+16 709.915 425.486 
757 5.38336e+16 709.931 425.498 
758 5.38361e+16 709.948 425.509 
759 5.38388e+16 709.964 425.521 
760 5.38416e+16 709.981 425.534 
761 5.38445e+16 709.997 425.547 
762 5.38476e+16 710.014 425.56 
763 5.38508e+16 710.031 425.574 
764 5.38542e+16 710.048 425.588 
765 5.38577e+16 710.065 425.602 
766 5.38614e+16 710.081 425.617 
767 5.38652e+16 710.098 425.632 
768 5.38692e+16 710.115 425.647 
769 5.38734e+16 710.132 425.662 
770 5.38777e+16 710.149 425.678 
771 5.38821e+16 710.166 425.694 
772 5.38867e+16 710.183 425.71 
773 5.38915e+16 710.2 425.726 
774 5.38964e+16 710.217 425.743 
775 5.39015e+16 710.234 425.759 
776 5.39067e+16 710.251 425.776 
777 5.39121e+16 710.267 425.793 
778 5.39175e+16 710.284 425.809 
779 5.39232e+16 710.301 425.826 
780 5.39289e+16 710.317 425.843 
781 5.39348e+16 710.334 425.859 
782 5.39408e+16 710.35 425.876 
783 5.39469e+16 710.367 425.893 
784 5.39531e+16 710.383 425.909 
785 5.39594e+16 710.399 425.926 
786 5.39658e+16 710.416 425.942 
787 5.39723e+16 710.432 425.958 
788 5.39788e+16 710.447 425.974 
789 5.39854e+16 710.463 425.99 
790 5.39921e+16 710.479 426.005 
791 5.39988e+16 710.494 426.021 
792 5.40056e+16 710.51 426.036 
793 5.40124e+16 710.525 426.051 
794 5.40192e+16 710.54 426.065 
795 5.4026e+16 710.555 426.08 
796 5.40328e+16 710.57 426.094 
797 5.40396e+16 710.585 426.108 
798 5.40464e+16 710.599 426.121 
799 5.40532e+16 710.613 426.134 
800 5.40599e+16 710.627 426.147 
801 5.40666e+16 710.641 426.16 
802 5.40732e+16 710.655 426.172 
803 5.40797e+16 710.668 426.184 
804 5.40862e+16 710.681 426.195 
805 5.40926e+16 710.694 426.207 
806 5.40989e+16 710.707 426.217 
807 5.41051e+16 710.719 426.228 
808 5.41111e+16 710.732 426.238 
809 5.41171e+16 710.744 426.248 
810 5.41229e+16 710.755 426.258 
811 5.41286e+16 710.767 426.267 
812 5.41342e+16 710.778 426.276 
813 5.41396e+16 710.789 426.285 
814 5.41448e+16 710.8 426.293 
815 5.41499e+16 710.81 426.302 
816 5.41548e+16 710.82 426.31 
817 5.41595e+16 710.83 426.317 
818 5.4164e+16 710.839 426.325 
819 5.41684e+16 710.848 426.332 
820 5.41726e+16 710.857 426.339 
821 5.41766e+16 710.866 426.345 
822 5.41804e+16 710.874 426.352 
823 5.4184e+16 710.882 426.358 
824 5.41873e+16 710.889 426.364 
825 5.41905e+16 710.897 426.37 
826 5.41935e+16 710.903 426.376 
827 5.41963e+16 710.91 426.382 
828 5.41989e+16 710.916 426.388 
829 5.42013e+16 710.922 426.393 
830 5.42035e+16 710.928 426.399 
831 5.42054e+16 710.933 426.404 
832 5.42072e+16 710.938 426.409 
833 5.42088e+16 710.942 426.414 
834 5.42102e+16 710.946 426.419 
835 5.42114e+16 710.95 426.425 
836 5.42124e+16 710.954 426.43 
837 5.42132e+16 710.957 426.435 
838 5.42138e+16 710.96 426.44 
839 5.42143e+16 710.962 426.445 
840 5.42146e+16 710.964 426.45 
841 5.42147e+16 710.966 426.455 
842 5.42146e+16 710.967 426.46 
843 5.42144e+16 710.968 426.465 
844 5.42141e+16 710.969 426.47 
845 5.42136e+16 710.97 426.475 
846 5.42129e+16 710.97 426.48 
847 5.42121e+16 710.97 426.485 
848 5.42112e+16 710.969 426.49 
849 5.42102e+16 710.968 426.496 
850 5.4209e+16 710.967 426.501 
851 5.42078e+16 710.966 426.506 
852 5.42064e+16 710.964 426.511 
853 5.42049e+16 710.962 426.517 
854 5.42034e+16 710.96 426.522 
855 5.42017e+16 710.958 426.527 
856 5.42e+16 710.955 426.532 
857 5.41982e+16 710.952 426.537 
858 5.41963e+16 710.948 426.543 
859 5.41944e+16 710.945 426.548 
860 5.41924e+16 710.941 426.553 
861 5.41904e+16 710.937 426.558 
862 5.41883e+16 710.933 426.563 
863 5.41862e+16 710.928 426.567 
864 5.4184e+16 710.924 426.572 
865 5.41818e+16 710.919 426.577 
866 5.41796e+16 710.914 426.581 
867 5.41774e+16 710.908 426.585 
868 5.41751e+16 710.903 426.59 
869 5.41728e+16 710.897 426.594 
870 5.41705e+16 710.891 426.597 
871 5.41682e+16 710.885 426.601 
872 5.41659e+16 710.879 426.604 
873 5.41636e+16 710.873 426.607 
874 5.41612e+16 710.866 426.61 
875 5.41589e+16 710.86 426.613 
876 5.41566e+16 710.853 426.615 
877 5.41542e+16 710.846 426.617 
878 5.41519e+16 710.839 426.619 
879 5.41496e+16 710.832 426.62 
880 5.41472e+16 710.825 426.622 
881 5.41449e+16 710.818 426.622 
882 5.41425e+16 710.81 426.623 
883 5.41402e+16 710.803 426.623 
884 5.41378e+16 710.795 426.622 
885 5.41355e+16 710.787 426.622 
886 5.41331e+16 710.779 426.62 
887 5.41308e+16 710.771 426.619 
888 5.41284e+16 710.763 426.617 
889 5.4126e+16 710.755 426.615 
890 5.41236e+16 710.747 426.612 
891 5.41212e+16 710.739 426.609 
892 5.41187e+16 710.731 426.605 
893 5.41163e+16 710.722 426.601 
894 5.41138e+16 710.714 426.596 
895 5.41113e+16 710.705 426.592 
896 5.41087e+16 710.697 426.586 
897 5.41061e+16 710.688 426.58 
898 5.41035e+16 710.679 426.574 
899 5.41009e+16 710.67 426.568 
900 5.40982e+16 710.661 426.561 
901 5.40954e+16 710.652 426.553 
902 5.40927e+16 710.643 426.546 
903 5.40898e+16 710.634 426.537 
904 5.40869e+16 710.625 426.529 
905 5.4084e+16 710.616 426.52 
906 5.4081e+16 710.606 426.511 
907 5.4078e+16 710.597 426.501 
908 5.40749e+16 710.587 426.491 
909 5.40717e+16 710.578 426.481 
910 5.40685e+16 710.568 426.47 
911 5.40652e+16 710.558 426.46 
912 5.40618e+16 710.548 426.448 
913 5.40584e+16 710.538 426.437 
914 5.40549e+16 710.528 426.426 
915 5.40513e+16 710.517 426.414 
916 5.40477e+16 710.507 426.402 
917 5.4044e+16 710.496 426.39 
918 5.40403e+16 710.486 426.377 
919 5.40364e+16 710.475 426.365 
920 5.40326e+16 710.464 426.352 
921 5.40286e+16 710.453 426.339 
922 5.40246e+16 710.442 426.327 
923 5.40206e+16 710.43 426.314 
924 5.40165e+16 710.419 426.301 
925 5.40123e+16 710.407 426.288 
926 5.40081e+16 710.396 426.275 
927 5.40038e+16 710.384 426.262 
928 5.39995e+16 710.372 426.249 
929 5.39952e+16 710.359 426.236 
930 5.39908e+16 710.347 426.223 
931 5.39864e+16 710.335 426.21 
932 5.3982e+16 710.322 426.197 
933 5.39776e+16 710.309 426.184 
934 5.39731e+16 710.296 426.172 
935 5.39686e+16 710.283 426.159 
936 5.39642e+16 710.27 426.147 
937 5.39597e+16 710.256 426.135 
938 5.39552e+16 710.243 426.123 
939 5.39508e+16 710.229 426.111 
940 5.39463e+16 710.215 426.099 
941 5.39419e+16 710.201 426.088 
942 5.39375e+16 710.187 426.076 
943 5.39332e+16 710.173 426.065 
944 5.39289e+16 710.159 426.054 
945 5.39246e+16 710.144 426.044 
946 5.39204e+16 710.13 426.033 
947 5.39162e+16 710.115 426.023 
948 5.39121e+16 710.101 426.013 
949 5.39081e+16 710.086 426.003 
950 5.39042e+16 710.071 425.993 
951 5.39003e+16 710.056 425.984 
952 5.38965e+16 710.041 425.974 
953 5.38928e+16 710.026 425.965 
954 5.38893e+16 710.011 425.957 
955 5.38858e+16 709.996 425.948 
956 5.38824e+16 709.981 425.939 
957 5.38791e+16 709.965 425.931 
958 5.3876e+16 709.95 425.923 
959 5.38729e+16 709.935 425.915 
960 5.387e+16 709.92 425.907 
961 5.38672e+16 709.905 425.9 
962 5.38645e+16 709.89 425.892 
963 5.3862e+16 709.875 425.885 
964 5.38596e+16 709.861 425.878 
965 5.38573e+16 709.846 425.871 
966 5.38552e+16 709.831 425.864 
967 5.38532e+16 709.817 425.857 
968 5.38514e+16 709.803 425.85 
969 5.38497e+16 709.788 425.844 
970 5.38481e+16 709.775 425.837 
971 5.38467e+16 709.761 425.831 
972 5.38454e+16 709.747 425.824 
973 5.38443e+16 709.734 425.818 
974 5.38433e+16 709.721 425.811 
975 5.38424e+16 709.708 425.805 
976 5.38417e+16 709.696 425.799 
977 5.38411e+16 709.684 425.792 
978 5.38406e+16 709.672 425.786 
979 5.38403e+16 709.66 425.78 
980 5.38401e+16 709.649 425.773 
981 5.38401e+16 709.638 425.767 
982 5.38401e+16 709.627 425.761 
983 5.38403e+16 709.617 425.754 
984 5.38406e+16 709.608 425.748 
985 5.38409e+16 709.598 425.741 
986 5.38414e+16 709.589 425.735 
987 5.3842e+16 709.581 425.728 
988 5.38427e+16 709.573 425.722 
989 5.38435e+16 709.565 425.715 
990 5.38444e+16 709.558 425.708 
991 5.38454e+16 709.552 425.702 
992 5.38464e+16 709.545 425.695 
993 5.38475e+16 709.54 425.688 
994 5.38487e+16 709.535 425.681 
995 5.38499e+16 709.53 425.675 
996 5.38512e+16 709.526 425.668 
997 5.38526e+16 709.522 425.661 
998 5.3854e+16 709.519 425.654 
999 5.38554e+16 709.517 425.647 
1000 5.38569e+16 709.515 425.64 
1001 5.38584e+16 709.514 425.633 
1002 5.38599e+16 709.513 425.626 
1003 5.38615e+16 709.513 425.619 
1004 5.3863e+16 709.513 425.613 
1005 5.38646e+16 709.514 425.606 
1006 5.38662e+16 709.515 425.599 
1007 5.38678e+16 709.517 425.593 
1008 5.38694e+16 709.52 425.586 
1009 5.38709e+16 709.523 425.58 
1010 5.38725e+16 709.527 425.573 
1011 5.3874e+16 709.531 425.567 
1012 5.38756e+16 709.536 425.561 
1013 5.38771e+16 709.541 425.555 
1014 5.38786e+16 709.547 425.549 
1015 5.38801e+16 709.553 425.544 
1016 5.38815e+16 709.56 425.539 
1017 5.38829e+16 709.568 425.533 
1018 5.38843e+16 709.576 425.528 
1019 5.38856e+16 709.584 425.524 
1020 5.3887e+16 709.593 425.519 
1021 5.38882e+16 709.602 425.515 
1022 5.38895e+16 709.612 425.511 
1023 5.38907e+16 709.622 425.508 
1024 5.38919e+16 709.633 425.504 
1025 5.3893e+16 709.644 425.501 
1026 5.38941e+16 709.656 425.499 
1027 5.38952e+16 709.667 425.496 
1028 5.38962e+16 709.68 425.494 
1029 5.38972e+16 709.692 425.492 
1030 5.38982e+16 709.705 425.491 
1031 5.38991e+16 709.719 425.49 
1032 5.39001e+16 709.732 425.489 
1033 5.3901e+16 709.746 425.489 
1034 5.39018e+16 709.76 425.489 
1035 5.39027e+16 709.775 425.49 
1036 5.39035e+16 709.789 425.491 
1037 5.39043e+16 709.804 425.492 
1038 5.39051e+16 709.819 425.494 
1039 5.39059e+16 709.834 425.496 
1040 5.39067e+16 709.85 425.498 
1041 5.39075e+16 709.865 425.501 
1042 5.39083e+16 709.881 425.504 
1043 5.39091e+16 709.897 425.508 
1044 5.39099e+16 709.912 425.512 
1045 5.39107e+16 709.928 425.516 
1046 5.39116e+16 709.944 425.52 
1047 5.39124e+16 709.96 425.526 
1048 5.39133e+16 709.976 425.531 
1049 5.39142e+16 709.992 425.537 
1050 5.39151e+16 710.008 425.543 
1051 5.39161e+16 710.024 425.549 
1052 5.39171e+16 710.04 425.556 
1053 5.39181e+16 710.055 425.562 
1054 5.39192e+16 710.071 425.57 
1055 5.39203e+16 710.086 425.577 
1056 5.39214e+16 710.102 425.585 
1057 5.39227e+16 710.117 425.593 
1058 5.39239e+16 710.132 425.601 
1059 5.39252e+16 710.147 425.61 
1060 5.39266e+16 710.162 425.618 
1061 5.3928e+16 710.176 425.627 
1062 5.39295e+16 710.191 425.636 
1063 5.3931e+16 710.205 425.645 
1064 5.39326e+16 710.218 425.655 
1065 5.39343e+16 710.232 425.664 
1066 5.3936e+16 710.245 425.673 
1067 5.39378e+16 710.258 425.683 
1068 5.39396e+16 710.271 425.693 
1069 5.39415e+16 710.284 425.703 
1070 5.39435e+16 710.296 425.712 
1071 5.39455e+16 710.308 425.722 
1072 5.39476e+16 710.32 425.732 
1073 5.39497e+16 710.331 425.742 
1074 5.39519e+16 710.342 425.752 
1075 5.39541e+16 710.353 425.762 
1076 5.39564e+16 710.363 425.772 
1077 5.39588e+16 710.373 425.782 
1078 5.39612e+16 710.383 425.791 
1079 5.39636e+16 710.392 425.801 
1080 5.39661e+16 710.401 425.811 
1081 5.39686e+16 710.41 425.82 
1082 5.39712e+16 710.419 425.83 
1083 5.39737e+16 710.427 425.839 
1084 5.39764e+16 710.435 425.848 
1085 5.3979e+16 710.442 425.857 
1086 5.39817e+16 710.449 425.866 
1087 5.39843e+16 710.456 425.875 
1088 5.3987e+16 710.463 425.884 
1089 5.39897e+16 710.469 425.892 
1090 5.39925e+16 710.475 425.901 
1091 5.39952e+16 710.481 425.909 
1092 5.39979e+16 710.487 425.917 
1093 5.40006e+16 710.492 425.926 
1094 5.40033e+16 710.497 425.933 
1095 5.40059e+16 710.502 425.941 
1096 5.40086e+16 710.506 425.949 
1097 5.40112e+16 710.511 425.956 
1098 5.40138e+16 710.515 425.964 
1099 5.40164e+16 710.519 425.971 
1100 5.40189e+16 710.522 425.978 
1101 5.40214e+16 710.526 425.985 
1102 5.40239e+16 710.529 425.992 
1103 5.40263e+16 710.532 425.999 
1104 5.40287e+16 710.535 426.006 
1105 5.4031e+16 710.538 426.013 
1106 5.40332e+16 710.541 426.019 
1107 5.40354e+16 710.543 426.026 
1108 5.40375e+16 710.546 426.032 
1109 5.40396e+16 710.548 426.039 
1110 5.40415e+16 710.55 426.045 
1111 5.40435e+16 710.552 426.051 
1112 5.40453e+16 710.554 426.057 
1113 5.40471e+16 710.556 426.064 
1114 5.40488e+16 710.558 426.07 
1115 5.40504e+16 710.56 426.076 
1116 5.4052e+16 710.562 426.082 
1117 5.40534e+16 710.564 426.089 
1118 5.40548e+16 710.566 426.095 
1119 5.40561e+16 710.568 426.101 
1120 5.40574e+16 710.57 426.107 
1121 5.40585e+16 710.572 426.114 
1122 5.40596e+16 710.573 426.12 
1123 5.40606e+16 710.575 426.127 
1124 5.40615e+16 710.577 426.133 
1125 5.40624e+16 710.579 426.14 
1126 5.40632e+16 710.581 426.146 
1127 5.40639e+16 710.583 426.153 
1128 5.40645e+16 710.585 426.16 
1129 5.40651e+16 710.588 426.167 
1130 5.40656e+16 710.59 426.174 
1131 5.40661e+16 710.592 426.181 
1132 5.40665e+16 710.594 426.188 
1133 5.40668e+16 710.597 426.195 
1134 5.40671e+16 710.599 426.202 
1135 5.40673e+16 710.602 426.209 
1136 5.40675e+16 710.605 426.217 
1137 5.40676e+16 710.607 426.224 
1138 5.40677e+16 710.61 426.232 
1139 5.40678e+16 710.613 426.239 
1140 5.40678e+16 710.616 426.247 
1141 5.40678e+16 710.619 426.255 
1142 5.40678e+16 710.622 426.262 
1143 5.40677e+16 710.625 426.27 
1144 5.40676e+16 710.628 426.278 
1145 5.40676e+16 710.632 426.286 
1146 5.40675e+16 710.635 426.294 
1147 5.40674e+16 710.638 426.302 
1148 5.40672e+16 710.642 426.309 
1149 5.40671e+16 710.645 426.317 
1150 5.4067e+16 710.648 426.325 
1151 5.40669e+16 710.652 426.333 
1152 5.40668e+16 710.655 426.34 
1153 5.40668e+16 710.659 426.348 
1154 5.40667e+16 710.662 426.356 
1155 5.40666e+16 710.666 426.363 
1156 5.40666e+16 710.669 426.37 
1157 5.40666e+16 710.672 426.378 
1158 5.40666e+16 710.676 426.385 
1159 5.40667e+16 710.679 426.392 
1160 5.40667e+16 710.682 426.399 
1161 5.40669e+16 710.685 426.405 
1162 5.4067e+16 710.688 426.412 
1163 5.40672e+16 710.691 426.418 
1164 5.40674e+16 710.694 426.424 
1165 5.40676e+16 710.697 426.43 
1166 5.40679e+16 710.7 426.436 
1167 5.40682e+16 710.702 426.441 
1168 5.40685e+16 710.704 426.446 
1169 5.40689e+16 710.707 426.451 
1170 5.40693e+16 710.709 426.456 
1171 5.40698e+16 710.71 426.46 
1172 5.40702e+16 710.712 426.464 
1173 5.40707e+16 710.713 426.468 
1174 5.40713e+16 710.715 426.471 
1175 5.40718e+16 710.716 426.474 
1176 5.40724e+16 710.716 426.477 
1177 5.40731e+16 710.717 426.479 
1178 5.40737e+16 710.717 426.481 
1179 5.40744e+16 710.717 426.483 
1180 5.4075e+16 710.717 426.485 
1181 5.40757e+16 710.716 426.486 
1182 5.40764e+16 710.716 426.486 
1183 5.40771e+16 710.714 426.487 
1184 5.40779e+16 710.713 426.487 
1185 5.40786e+16 710.711 426.486 
1186 5.40793e+16 710.709 426.486 
1187 5.408e+16 710.707 426.485 
1188 5.40807e+16 710.704 426.483 
1189 5.40814e+16 710.701 426.482 
1190 5.40821e+16 710.698 426.48 
1191 5.40827e+16 710.694 426.477 
1192 5.40833e+16 710.69 426.475 
1193 5.40839e+16 710.686 426.472 
1194 5.40845e+16 710.681 426.468 
1195 5.4085e+16 710.676 426.465 
1196 5.40855e+16 710.671 426.461 
1197 5.40859e+16 710.665 426.457 
1198 5.40863e+16 710.659 426.452 
1199 5.40867e+16 710.652 426.447 
1200 5.4087e+16 710.646 426.442 
1201 5.40872e+16 710.638 426.437 
1202 5.40874e+16 710.631 426.432 
1203 5.40875e+16 710.623 426.426 
1204 5.40875e+16 710.615 426.42 
1205 5.40875e+16 710.607 426.414 
1206 5.40874e+16 710.598 426.408 
1207 5.40872e+16 710.589 426.401 
1208 5.40869e+16 710.579 426.395 
1209 5.40866e+16 710.57 426.388 
1210 5.40862e+16 710.56 426.381 
1211 5.40856e+16 710.549 426.374 
1212 5.4085e+16 710.539 426.367 
1213 5.40844e+16 710.528 426.36 
1214 5.40836e+16 710.517 426.353 
1215 5.40827e+16 710.505 426.345 
1216 5.40818e+16 710.494 426.338 
1217 5.40807e+16 710.482 426.331 
1218 5.40796e+16 710.47 426.323 
1219 5.40783e+16 710.458 426.316 
1220 5.4077e+16 710.445 426.308 
1221 5.40756e+16 710.433 426.301 
1222 5.40741e+16 710.42 426.293 
1223 5.40725e+16 710.407 426.286 
1224 5.40708e+16 710.394 426.278 
1225 5.4069e+16 710.381 426.271 
1226 5.40672e+16 710.367 426.264 
1227 5.40652e+16 710.354 426.256 
1228 5.40632e+16 710.34 426.249 
1229 5.40611e+16 710.327 426.242 
1230 5.40589e+16 710.313 426.235 
1231 5.40567e+16 710.299 426.228 
1232 5.40543e+16 710.285 426.221 
1233 5.40519e+16 710.272 426.214 
1234 5.40495e+16 710.258 426.207 
1235 5.4047e+16 710.244 426.201 
1236 5.40444e+16 710.231 426.194 
1237 5.40417e+16 710.217 426.187 
1238 5.4039e+16 710.203 426.181 
1239 5.40363e+16 710.19 426.175 
1240 5.40335e+16 710.176 426.168 
1241 5.40307e+16 710.163 426.162 
1242 5.40278e+16 710.15 426.156 
1243 5.40249e+16 710.137 426.15 
1244 5.4022e+16 710.124 426.144 
1245 5.4019e+16 710.111 426.138 
1246 5.4016e+16 710.098 426.132 
1247 5.4013e+16 710.086 426.126 
1248 5.401e+16 710.074 426.12 
1249 5.4007e+16 710.062 426.115 
1250 5.4004e+16 710.05 426.109 
1251 5.40009e+16 710.039 426.103 
1252 5.39979e+16 710.027 426.098 
1253 5.39948e+16 710.016 426.092 
1254 5.39918e+16 710.006 426.086 
1255 5.39888e+16 709.995 426.081 
1256 5.39858e+16 709.985 426.075 
1257 5.39828e+16 709.975 426.069 
1258 5.39799e+16 709.965 426.064 
1259 5.39769e+16 709.956 426.058 
1260 5.3974e+16 709.947 426.052 
1261 5.39711e+16 709.939 426.047 
1262 5.39683e+16 709.93 426.041 
1263 5.39655e+16 709.922 426.035 
1264 5.39627e+16 709.915 426.029 
1265 5.39599e+16 709.907 426.023 
1266 5.39572e+16 709.9 426.017 
1267 5.39545e+16 709.894 426.011 
1268 5.39519e+16 709.888 426.004 
1269 5.39493e+16 709.882 425.998 
1270 5.39468e+16 709.876 425.992 
1271 5.39443e+16 709.871 425.985 
1272 5.39419e+16 709.866 425.978 
1273 5.39395e+16 709.862 425.972 
1274 5.39371e+16 709.858 425.965 
1275 5.39348e+16 709.854 425.958 
1276 5.39325e+16 709.851 425.951 
1277 5.39303e+16 709.848 425.944 
1278 5.39282e+16 709.845 425.937 
1279 5.3926e+16 709.843 425.929 
1280 5.3924e+16 709.841 425.922 
1281 5.3922e+16 709.839 425.914 
1282 5.392e+16 709.838 425.907 
1283 5.3918e+16 709.837 425.899 
1284 5.39162e+16 709.836 425.891 
1285 5.39143e+16 709.836 425.883 
1286 5.39125e+16 709.836 425.875 
1287 5.39107e+16 709.836 425.867 
1288 5.3909e+16 709.837 425.859 
1289 5.39073e+16 709.838 425.851 
1290 5.39057e+16 709.839 425.843 
1291 5.39041e+16 709.84 425.835 
1292 5.39025e+16 709.842 425.827 
1293 5.39009e+16 709.844 425.819 
1294 5.38994e+16 709.846 425.81 
1295 5.38979e+16 709.848 425.802 
1296 5.38965e+16 709.851 425.794 
1297 5.3895e+16 709.854 425.786 
1298 5.38936e+16 709.857 425.778 
1299 5.38922e+16 709.86 425.77 
1300 5.38909e+16 709.864 425.762 
1301 5.38896e+16 709.867 425.754 
1302 5.38883e+16 709.871 425.746 
1303 5.3887e+16 709.875 425.738 
1304 5.38857e+16 709.879 425.731 
1305 5.38845e+16 709.883 425.723 
1306 5.38832e+16 709.887 425.716 
1307 5.3882e+16 709.892 425.708 
1308 5.38808e+16 709.896 425.701 
1309 5.38797e+16 709.901 425.695 
1310 5.38785e+16 709.906 425.688 
1311 5.38774e+16 709.91 425.681 
1312 5.38763e+16 709.915 425.675 
1313 5.38752e+16 709.92 425.669 
1314 5.38741e+16 709.925 425.663 
1315 5.3873e+16 709.93 425.657 
1316 5.3872e+16 709.935 425.652 
1317 5.3871e+16 709.94 425.647 
1318 5.387e+16 709.945 425.642 
1319 5.38691e+16 709.95 425.637 
1320 5.38681e+16 709.955 425.633 
1321 5.38672e+16 709.96 425.629 
1322 5.38663e+16 709.965 425.625 
1323 5.38655e+16 709.97 425.622 
1324 5.38646e+16 709.975 425.618 
1325 5.38639e+16 709.979 425.616 
1326 5.38631e+16 709.984 425.613 
1327 5.38624e+16 709.989 425.611 
1328 5.38617e+16 709.993 425.609 
1329 5.38611e+16 709.998 425.607 
1330 5.38605e+16 710.002 425.605 
1331 5.386e+16 710.007 425.604 
1332 5.38595e+16 710.011 425.603 
1333 5.3859e+16 710.015 425.603 
1334 5.38586e+16 710.02 425.603 
1335 5.38583e+16 710.024 425.603 
1336 5.3858e+16 710.028 425.603 
1337 5.38578e+16 710.032 425.604 
1338 5.38577e+16 710.035 425.604 
1339 5.38576e+16 710.039 425.606 
1340 5.38576e+16 710.043 425.607 
1341 5.38577e+16 710.046 425.609 
1342 5.38578e+16 710.05 425.611 
1343 5.3858e+16 710.053 425.613 
1344 5.38583e+16 710.056 425.615 
1345 5.38587e+16 710.059 425.618 
1346 5.38591e+16 710.063 425.621 
1347 5.38597e+16 710.066 425.624 
1348 5.38603e+16 710.069 425.627 
1349 5.3861e+16 710.071 425.63 
1350 5.38618e+16 710.074 425.634 
1351 5.38627e+16 710.077 425.637 
1352 5.38636e+16 710.08 425.641 
1353 5.38647e+16 710.082 425.645 
1354 5.38659e+16 710.085 425.649 
1355 5.38671e+16 710.087 425.654 
1356 5.38685e+16 710.09 425.658 
1357 5.38699e+16 710.092 425.663 
1358 5.38714e+16 710.094 425.667 
1359 5.38731e+16 710.097 425.672 
1360 5.38748e+16 710.099 425.677 
1361 5.38766e+16 710.101 425.681 
1362 5.38785e+16 710.104 425.686 
1363 5.38805e+16 710.106 425.691 
1364 5.38826e+16 710.108 425.696 
1365 5.38848e+16 710.111 425.701 
1366 5.38871e+16 710.113 425.706 
1367 5.38894e+16 710.115 425.711 
1368 5.38919e+16 710.118 425.716 
1369 5.38944e+16 710.12 425.721 
1370 5.3897e+16 710.123 425.726 
1371 5.38997e+16 710.125 425.731 
1372 5.39024e+16 710.128 425.735 
1373 5.39052e+16 710.131 425.74 
1374 5.39081e+16 710.133 425.745 
1375 5.39111e+16 710.136 425.75 
1376 5.39141e+16 710.139 425.755 
1377 5.39172e+16 710.142 425.76 
1378 5.39203e+16 710.145 425.764 
1379 5.39235e+16 710.148 425.769 
1380 5.39268e+16 710.152 425.774 
1381 5.393e+16 710.155 425.778 
1382 5.39334e+16 710.159 425.783 
1383 5.39367e+16 710.162 425.787 
1384 5.39401e+16 710.166 425.792 
1385 5.39435e+16 710.17 425.796 
1386 5.3947e+16 710.174 425.801 
1387 5.39504e+16 710.178 425.805 
1388 5.39539e+16 710.182 425.81 
1389 5.39574e+16 710.187 425.814 
1390 5.39609e+16 710.191 425.818 
1391 5.39644e+16 710.196 425.823 
1392 5.39679e+16 710.201 425.827 
1393 5.39714e+16 710.206 425.832 
1394 5.39749e+16 710.211 425.836 
1395 5.39783e+16 710.217 425.84 
1396 5.39818e+16 710.222 425.845 
1397 5.39852e+16 710.228 425.849 
1398 5.39886e+16 710.234 425.854 
1399 5.3992e+16 710.24 425.858 
1400 5.39953e+16 710.246 425.863 
1401 5.39986e+16 710.252 425.868 
1402 5.40019e+16 710.259 425.872 
1403 5.40051e+16 710.265 425.877 
1404 5.40083e+16 710.272 425.882 
1405 5.40114e+16 710.279 425.887 
1406 5.40145e+16 710.286 425.892 
1407 5.40175e+16 710.293 425.897 
1408 5.40205e+16 710.3 425.902 
1409 5.40234e+16 710.308 425.908 
1410 5.40263e+16 710.315 425.913 
1411 5.40291e+16 710.323 425.919 
1412 5.40318e+16 710.33 425.924 
1413 5.40345e+16 710.338 425.93 
1414 5.40371e+16 710.346 425.936 
1415 5.40396e+16 710.354 425.942 
1416 5.40421e+16 710.362 425.948 
1417 5.40445e+16 710.37 425.955 
1418 5.40468e+16 710.379 425.961 
1419 5.40491e+16 710.387 425.968 
1420 5.40513e+16 710.395 425.974 
1421 5.40534e+16 710.404 425.981 
1422 5.40554e+16 710.412 425.988 
1423 5.40574e+16 710.421 425.995 
1424 5.40594e+16 710.429 426.002 
1425 5.40612e+16 710.437 426.009 
1426 5.4063e+16 710.446 426.017 
1427 5.40647e+16 710.454 426.024 
1428 5.40664e+16 710.463 426.032 
1429 5.4068e+16 710.471 426.04 
1430 5.40695e+16 710.479 426.048 
1431 5.4071e+16 710.488 426.055 
1432 5.40724e+16 710.496 426.063 
1433 5.40738e+16 710.504 426.071 
1434 5.40751e+16 710.512 426.08 
1435 5.40764e+16 710.52 426.088 
1436 5.40776e+16 710.528 426.096 
1437 5.40788e+16 710.536 426.104 
1438 5.40799e+16 710.543 426.113 
1439 5.4081e+16 710.551 426.121 
